Date,PX_Last,90MA,Bank's Rate,SD,S_U,S_L,s,Leakage Ratio,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
2005-05-04,2.065,2.0747666666666658,1.0,0.013547488492131674,2.1154091321430606,2.034124201190271,0.4777882962614298,,,,,,,,,,,,,,,,
2005-05-05,2.073,2.07501111111111,1.0,0.01331289637443854,2.1149498002344256,2.0350724219877945,0.6440190159505151,,,,,,,,,,,,,,,,
2005-05-06,2.07,2.07521111111111,1.0,0.013099189495235737,2.1145086795968173,2.0359135426254027,0.5686256096559353,,,,,,,,,,,,,,,,
2005-05-09,2.0669999999999997,2.0753666666666657,1.0,0.012916354834945406,2.114115731171502,2.0366176021618294,0.4976468538501302,,,,,,,,,,,,,,,,
2005-05-10,2.064,2.07551111111111,1.0,0.012714160473393635,2.113653592531291,2.037368629690929,0.4294050944498909,,,,,,,,,,,,,,,,
2005-05-11,2.062,2.075577777777777,1.0,0.012627111729024941,2.1134591129648514,2.0376964425907023,0.3868181267341534,,,,,,,,,,,,,,,,
2005-05-12,2.066,2.0756999999999994,1.0,0.012479716877130207,2.11313915063139,2.0382608493686094,0.4627602664408601,,,,,,,,,,,,,,,,
2005-05-13,2.065,2.0758111111111104,1.0,0.012338642500916678,2.1128270386138603,2.0387951836083604,0.4369043326753729,,,,,,,,,,,,,,,,
2005-05-16,2.069,2.075977777777777,1.0,0.012142650065668505,2.1124057279747825,2.03954982758077,0.5178921097187089,,,,,,,,,,,,,,,,
2005-05-17,2.07,2.0760666666666654,1.0,0.01206906053602423,2.112273848274738,2.0398594850585927,0.538236015914391,,,,,,,,,,,,,,,,
2005-05-18,2.059,2.0760111111111104,1.0,0.012135800522461751,2.112418512678495,2.0396037095437247,0.309761909035937,,,,,,,,,,,,,,,,
2005-05-19,2.0540000000000003,2.076055555555554,1.0,0.012047462721448294,2.112197943719899,2.039913167391209,0.2167635216178941,,,,,,,,,,,,,,,,
2005-05-20,2.051,2.076055555555554,1.0,0.012047462721448294,2.112197943719899,2.039913167391209,0.16649995485215302,,,,,,,,,,,,,,,,
2005-05-23,2.056,2.0760777777777766,1.0,0.012008541199012896,2.1121034013748154,2.0400521541807377,0.25018119115695386,,,,,,,,,,,,,,,,
2005-05-24,2.052,2.076044444444443,1.0,0.012071003926868063,2.1122574562250467,2.03983143266384,0.1839393567748791,,,,,,,,,,,,,,,,
2005-05-25,2.046,2.075922222222221,1.0,0.012316409810382215,2.112871451653368,2.0389729927910745,0.09991982895031801,,,,,,,,,,,,,,,,
2005-05-26,2.051,2.0757999999999983,1.0,0.012507064670283823,2.1133211940108496,2.038278805989147,0.1857515667770692,,,,,,,,,,,,,,,,
2005-05-27,2.051,2.0756444444444417,1.0,0.012725574521944994,2.1138211680102774,2.0374677208786083,0.19508109281165475,,,,,,,,,,,,,,,,
2005-05-30,2.049,2.0755333333333317,1.0,0.012912698315138216,2.1142714282787463,2.036795238387917,0.17141626691041092,,,,,,,,,,,,,,,,
2005-05-31,2.049,2.0753777777777764,1.0,0.013144984491582577,2.1148127312525244,2.0359428243030293,0.1809864439167216,,,,,,,,,,,,,,,,
2005-06-01,2.042,2.075122222222221,1.0,0.013561241976700129,2.115805948152321,2.0344384962921205,0.09753601211966158,,,,,,,,,,,,,,,,
2005-06-02,2.049,2.0749444444444443,1.0,0.013795620167374343,2.1163313049465664,2.0335575839423203,0.2064853481166142,,,,,,,,,,,,,,,,
2005-06-03,2.051,2.0747666666666653,1.0,0.013998452295402641,2.116762023552873,2.0327713097804576,0.2446637203398758,,,,,,,,,,,,,,,,
2005-06-06,2.048,2.0745777777777765,1.0,0.01424154936778505,2.1173024258811317,2.0318531296744213,0.20944326212774345,,,,,,,,,,,,,,,,
2005-06-07,2.041,2.0742666666666656,1.0,0.014659695312886425,2.1182457526053247,2.0302875807280065,0.12986945009119674,,,,,,,,,,,,,,,,
2005-06-08,2.041,2.0739222222222207,1.0,0.015067424595816491,2.11912449600967,2.028719948434772,0.14599091420540586,,,,,,,,,,,,,,,,
2005-06-09,2.041,2.0734999999999983,1.0,0.015446862320728925,2.119840586962185,2.0271594130378117,0.1617374386737605,,,,,,,,,,,,,,,,
2005-06-10,2.05,2.0732111111111102,1.0,0.015639333919067615,2.1201291128683124,2.026293109353907,0.2912106024918914,,,,,,,,,,,,,,,,
2005-06-13,2.041,2.072844444444443,1.0,0.01599924380929101,2.120842175872316,2.0248467130165704,0.1842490438900197,,,,,,,,,,,,,,,,
2005-06-14,2.036,2.0723444444444428,1.0,0.016433814131648853,2.12164588683939,2.0230430020494965,0.14087931795854725,,,,,,,,,,,,,,,,
2005-06-15,2.041,2.071899999999999,1.0,0.01673190564958662,2.122095716948759,2.021704283051239,0.2134467361209532,,,,,,,,,,,,,,,,
2005-06-16,2.04,2.0714555555555543,1.0,0.017039275617826283,2.1225733824090334,2.0203377287020756,0.21359309730442394,,,,,,,,,,,,,,,,
2005-06-17,2.035,2.0709888888888868,1.0,0.017451198267960214,2.123342483692768,2.0186352940850067,0.169946663242047,,,,,,,,,,,,,,,,
2005-06-20,2.037,2.070533333333332,1.0,0.017794006481584492,2.1239153527780847,2.0171513138885784,0.20568646685594127,,,,,,,,,,,,,,,,
2005-06-21,2.0340000000000003,2.0700333333333316,1.0,0.018177183500201703,2.1245648838339366,2.0155017828327257,0.1858600807319693,,,,,,,,,,,,,,,,
