Date,PX_Last,30MA,Bank's Rate,S/S_A,S_U,S_L,Band Width,s,Leakage Ratio,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
2015-07-28,-0.24,-0.2279333333333285,-0.2,1.0529394559813032,0.2220666666666714,-0.6779333333333285,0.45,0.6666855825085257,0.014336167095305,0.064395000985115,0.013544865000177,0.03784706558476808,0.09094293638546193,4.7542002806433015,0.6897639227466661,0.023780175773807005,0.6431547782300043,0.7363730672633279,29.00583785871004,0.05046878361157701,0.001346480502404,0.047829681826865166,0.053107885396288856,37.48200105494047
2015-07-29,-0.244,-0.2297666666666619,-0.2,1.0619469026548891,0.22023333333333808,-0.6797666666666619,0.45,0.662007463933364,0.014339129664207,0.06439580868793701,0.013545202935911,0.03784721093355145,0.09094440644232256,4.754141299515787,0.689625646637723,0.023776020250881002,0.6430246469459963,0.7362266463294497,29.005091657934475,0.05046925505959599,0.00134649485554,0.04783012514273759,0.053108384976454384,37.481951640535975
2015-07-30,-0.249,-0.2315999999999952,-0.2,1.0751295336787787,0.2184000000000048,-0.6815999999999951,0.45,0.655209341219543,0.014344481285258,0.064392054564152,0.013545604183261001,0.03784267036496043,0.09094143876334357,4.75372332551426,0.6894357282276291,0.023772195058466,0.6428422259130357,0.7360292305422225,29.001769779021696,0.050470249757870005,0.0013465241317910002,0.04783106245955965,0.05310943705618036,37.48187542005349
2015-07-31,-0.247,-0.23316666666666186,-0.2,1.0593280914939462,0.21683333333333807,-0.6831666666666618,0.45,0.6628694710264647,0.014339758412092,0.06440632908030901,0.013546105488107,0.037855962323619284,0.09095669583699872,4.75460117572941,0.6895445565735849,0.023771798174653,0.6429518321512651,0.7361372809959048,29.00683202454719,0.050471516443681,0.0013465601439219999,0.047832258561593885,0.05311077432576812,37.48181369507032
2015-08-03,-0.252,-0.23536666666666184,-0.2,1.0706698767880125,0.2146333333333381,-0.6853666666666618,0.45,0.6568509675116305,0.014344158801528,0.064406553961852,0.013546536941888,0.03785534155575153,0.09095776636795247,4.754466343549132,0.6893530379119129,0.023766388817999,0.6427709158286349,0.735935159995191,29.005375751062537,0.05047233726098999,0.001346587514679,0.04783302573221915,0.05311164878976082,37.48166139280417
2015-08-04,-0.256,-0.2374333333333285,-0.2,1.0781973887407208,0.21256666666667146,-0.6874333333333285,0.45,0.6527163736546899,0.014348191708120999,0.064402995651186,0.013546742238146002,0.03785138086441983,0.09095461043795217,4.754131622128115,0.689206278536749,0.023763770311176005,0.642629288726844,0.735783268346654,29.00239606392015,0.050472664007665,0.001346595943207,0.04783333595897928,0.05311199205635072,37.48166943637492
2015-08-05,-0.249,-0.2388999999999952,-0.2,1.0422771033905611,0.2111000000000048,-0.6888999999999952,0.45,0.6709509061628773,0.014337196387574,0.064438999129642,0.013548988032733,0.037882982585485316,0.09099501567379867,4.756000889067452,0.6895446034846779,0.023765780170898,0.6429636743497179,0.736125532619638,29.01417914860005,0.050479807240361,0.0013467995795529999,0.047840080064437115,0.053119534416284885,37.481306058246886
2015-08-06,-0.24600000000000002,-0.2402999999999952,-0.2,1.023720349563067,0.2097000000000048,-0.6902999999999951,0.45,0.6805600650544634,0.014334090545843003,0.06444136504359901,0.013549825584648,0.03788370689768893,0.09099902318950907,4.755881516040398,0.689722055238145,0.023772176451722003,0.6431285893927698,0.7363155210835202,29.013837106538,0.050481760250134004,0.00134685602079,0.0478419224493856,0.0531215980508824,37.48118542064977
2015-08-07,-0.266,-0.2426333333333285,-0.2,1.0963044374227446,0.20736666666667145,-0.6926333333333285,0.45,0.6425244813414429,0.014358963925241,0.064485775132406,0.013558613529989999,0.0379108926136256,0.0910606576511864,4.756074431192569,0.688893977205708,0.023743384096362005,0.6423569443768384,0.7354310100345776,29.014144504838065,0.050512597770199,0.001347733495174,0.04787104011965796,0.053154155420740035,37.479663413477894
2015-08-10,-0.265,-0.2441999999999952,-0.2,1.0851760851761063,0.2058000000000048,-0.6941999999999952,0.45,0.6479613879381789,0.014354993107295,0.064500403430984,0.013558623477451001,0.03792550141518004,0.09107530544678796,4.757149834439372,0.688944727234801,0.023740900693393,0.6424125618757508,0.7354768925938513,29.019317174707023,0.050513201606892,0.001347748034563,0.047871615459148524,0.05315478775463548,37.47970711994812
2015-08-11,-0.273,-0.2456999999999952,-0.2,1.1111111111111331,0.2043000000000048,-0.6956999999999951,0.45,0.6342495393124499,0.014372406438475,0.064465634863494,0.013559420440163,0.03788917080077453,0.09104209892621347,4.754306066986806,0.688593108605365,0.023745226253215,0.6420524651490637,0.7351337520616664,28.99922288641671,0.050517309071595,0.0013478648919270002,0.04787549388341808,0.05315912425977192,37.47950508554872
2015-08-12,-0.27899999999999997,-0.2470333333333285,-0.2,1.1294022399136638,0.20296666666667146,-0.6970333333333285,0.45,0.62451980795833,0.01438965620343,0.064420278665144,0.013559003135866998,0.037844632518844686,0.09099592481144332,4.7511072915631525,0.6883072952715049,0.023754955599522003,0.6417475822964418,0.734867008246568,28.975313903990912,0.05051934259766299,0.0013479197484770002,0.04787741989064808,0.053161265304677914,37.47948841520292
2015-08-13,-0.272,-0.24776666666666186,-0.2,1.0978070765505394,0.2022333333333381,-0.6977666666666618,0.45,0.6406952983352889,0.014371382177436,0.064492604782791,0.013559818794596,0.03791535994538284,0.09106984962019916,4.756155355740514,0.688564693309468,0.023740463668929998,0.6420333845183652,0.7350960021005708,29.003843518466248,0.050525032212023,0.0013480715817820001,0.04788281191173028,0.053167252512315716,37.47948765837889
2015-08-14,-0.265,-0.2479999999999952,-0.2,1.068548387096795,0.2020000000000048,-0.6979999999999952,0.45,0.6560655056554032,0.014316895849161997,0.064667655607488,0.013543362710045002,0.038122664695799786,0.0912126465191762,4.774859611455806,0.6875550157675899,0.023615498377066002,0.6412686389485406,0.7338413925866393,29.11456725534511,0.050460519132319,0.001346247915102,0.04782187321871908,0.05309916504591892,37.48233781182022
2015-08-17,-0.259,-0.2479666666666619,-0.2,1.0444952278532262,0.2020333333333381,-0.6979666666666619,0.45,0.6689244163617479,0.014344536446103,0.064244159395949,0.013526939632474,0.03773135771629997,0.09075696107559804,4.749349161115465,0.6889674814804979,0.02378714560213,0.6423446761003231,0.7355902868606727,28.963856908447546,0.050395231244997,0.001344411679464,0.04776018435324756,0.05303027813674644,37.48496983089672
2015-08-18,-0.251,-0.2473333333333285,-0.2,1.0148247978436855,0.2026666666666714,-0.6973333333333285,0.45,0.6850320493409437,0.014340232293046,0.064243401344563,0.013528718617267002,0.03772711285471967,0.09075968983440633,4.748668603585921,0.6893304205318961,0.023802643220507003,0.6426772398197024,0.7359836012440898,28.96024673167367,0.050400642681979003,0.0013445686248420002,0.047765288177288666,0.05303599718666932,37.484619044941546
2015-08-19,-0.248,-0.24706666666666185,-0.2,1.0037776578521511,0.2029333333333381,-0.6970666666666618,0.45,0.6910752544080392,0.014339944224698004,0.06423505558902,0.013528957594478998,0.03771829870384116,0.09075181247419883,4.747967841604839,0.689453432253065,0.023810329102623,0.6427851872119239,0.7361216772942061,28.956064793624677,0.050401359131519004,0.0013445877690629999,0.04776596710415552,0.053036751158882484,37.48461817903853
2015-08-20,-0.251,-0.2469333333333285,-0.2,1.0164686825054192,0.20306666666667145,-0.6969333333333285,0.45,0.6841507331851919,0.01434014097288,0.064252088549595,0.013529290891881,0.03773467840150824,0.09076949869768176,4.749109843454769,0.689287668392532,0.023798830605866,0.6426419604050346,0.7359333763800293,28.9630898176417,0.05040232670403,0.0013446152632820001,0.04776688078799728,0.05303777262006272,37.484571297381436
2015-08-21,-0.245,-0.2477999999999952,-0.2,0.9887005649717704,0.20220000000000474,-0.6977999999999952,0.45,0.6993888414834107,0.0143411092011,0.064230172335174,0.013530570672664,0.03771025381675257,0.09075009085359544,4.747040896430088,0.689606429802827,0.023820195801603997,0.6429188460316833,0.7362940135739708,28.95049375523604,0.050407082502392,0.0013447505487,0.04777137142694,0.053042793577844,37.48433681705879
2015-08-24,-0.251,-0.2484666666666619,-0.2,1.0101958679903602,0.2015333333333381,-0.6984666666666619,0.45,0.6875333380723933,0.014340276108713001,0.064263796976926,0.013531259579613998,0.037742528200882565,0.09078506575296943,4.7492841740873315,0.689363266178245,0.023800573287279,0.6427141425351781,0.7360123898213118,28.964145437063504,0.05040992045175,0.0013448297148159999,0.04777405421071064,0.05304578669278937,37.484240492582884
2015-08-25,-0.23,-0.2485333333333285,-0.2,0.925429184549374,0.20146666666667132,-0.6985333333333286,0.45,0.7352045056881821,0.014363350266873,0.064180195275494,0.013542873587758,0.03763616304348832,0.09072422750749967,4.739038200393986,0.690383074705857,0.023888400723068,0.6435618092886437,0.7372043401230703,28.900347189804698,0.050454912379262,0.00134610221776,0.0478165520324524,0.0530932727260716,37.48222959116532
2015-08-26,-0.22699999999999998,-0.2481666666666619,-0.2,0.9147078576225832,0.20183333333333808,-0.6981666666666618,0.45,0.7413264202706105,0.014373440105512,0.064118198309613,0.013540206741482999,0.037579393096306334,0.09065700352291968,4.735392858749694,0.6905757294006141,0.023917487801626,0.6436974533094271,0.7374540054918011,28.873255215109676,0.05045528551145202,0.0013460963637969999,0.0478169366384099,0.05309363438449413,37.48266979128983
2015-08-27,-0.21100000000000002,-0.2474666666666619,-0.2,0.852640086206913,0.20253333333333806,-0.6974666666666619,0.45,0.7776566394533917,0.014430517734361,0.06384602907339701,0.013542007552565,0.037303694270369614,0.0903883638764244,4.714665002627762,0.6914323922317879,0.024060993305647996,0.6442728453527178,0.7385919391108579,28.73665203462263,0.05047923428708901,0.001346753988931,0.04783959646878425,0.05311887210539377,37.48214945117944
2015-08-28,-0.21,-0.2465666666666619,-0.2,0.8516966337704639,0.20343333333333805,-0.6965666666666619,0.45,0.7778984871711251,0.014442249725937,0.06378179191323201,0.013534826761956002,0.03725353145979825,0.09031005236666577,4.712420264773004,0.6915442414593679,0.024086684160482003,0.6443343405048232,0.7387541424139126,28.710645137032145,0.050478421253493,0.0013466895266160002,0.047838909781325635,0.053117932725660365,37.483339890763496
2015-08-31,-0.204,-0.2455666666666619,-0.2,0.8307316411022286,0.20443333333333805,-0.6955666666666619,0.45,0.7900660610370078,0.014476514235901001,0.06359990161700001,0.013527602839532,0.037085800051517286,0.09011400318248272,4.701490897643942,0.691929186886044,0.024168583707516,0.6445587628193127,0.7392996109527753,28.62928151933299,0.05048019729689402,0.0013466982506460002,0.04784066872562785,0.053119725868160175,37.48441588356471
2015-09-01,-0.19399999999999998,-0.2443666666666619,-0.2,0.7938889646705924,0.20563333333333808,-0.6943666666666618,0.45,0.8118473032788006,0.014538323836673996,0.06329104190169399,0.013519535745681002,0.036792751840159225,0.08978933196322875,4.681450834723491,0.692545538311067,0.024310940233614,0.6448960954531836,0.7401949811689504,28.486991110015435,0.050487335980228,0.001346847483856,0.04784751491187024,0.05312715704858576,37.4855628312621
