Date,Close,30MA,S/S_A,S_U,S_L,s
1990-02-12,24.379999,23.60633353333333,1.0327736395647469,38.36029199166667,8.852375075000003,0.6420379709765475
1990-02-13,23.76,23.82366686666667,0.9973275790404984,38.71345865833333,8.933875075,0.6974322217849804
1990-02-14,22.049999,23.952333466666666,0.9205783240570672,38.92254188333333,8.98212505,0.8290524531907053
1990-02-15,19.709999,23.9686668,0.8223235428346812,38.94908355,8.98825005,1.0276166880329625
1990-02-16,20.780001,23.99100013333333,0.8661581795053248,38.985375216666654,8.996625049999997,0.9341325965315392
1990-02-20,22.780001,24.075000166666666,0.9462097961494652,39.12187527083333,9.0281250625,0.7831422692964212
1990-02-21,23.889999,24.13133343333333,0.9899991256595888,39.213416829166654,9.049250037499998,0.7092779841825649
1990-02-22,22.540001,24.134666766666662,0.9339263399787596,39.21883349583332,9.050500037499996,0.8048811368814912
1990-02-23,23.690001,24.25600016666666,0.9766656017984172,39.41600027083332,9.096000062499996,0.7311970180631678
1990-02-26,23.559999,24.220000166666654,0.9727497455770044,39.35750027083332,9.082500062499996,0.7377266495924584
1990-02-27,22.690001,24.09833353333333,0.9415589243386772,39.15979199166666,9.036875074999998,0.7913177405177997
1990-02-28,21.99,24.02533353333333,0.9152838594099242,39.04116699166666,9.009500074999998,0.8388041632778418
1990-03-01,21.9,23.950000199999995,0.9144050028024636,38.91875032499999,8.981250074999998,0.8404321448794383
1990-03-02,21.34,23.8500002,0.8947589023500303,38.756250325,8.943750074999997,0.8775337755663232
1990-03-05,22.030001,23.83433356666666,0.9242969155558812,38.73079204583333,8.937875087499998,0.8222597051904058
1990-03-06,20.549999,23.62933349999999,0.8696817030408415,38.397666937499984,8.861000062499997,0.9269842987162764
1990-03-07,19.1,23.442000199999992,0.8147768892178411,38.09325032499999,8.790750074999996,1.0446313019469395
1990-03-08,19.74,23.253666899999992,0.8488983730991694,37.78720871249999,8.720125087499998,0.969905934333193
1990-03-09,20.299999,23.076000233333325,0.8797018025106714,37.49850037916665,8.653500087499996,0.9069310655067919
1990-03-12,20.07,22.869000199999995,0.8776072335685232,37.16212532499999,8.575875074999999,0.9110898129933216
1990-03-13,21.049999,22.689333466666657,0.9277486723409026,36.87016688333332,8.508500049999997,0.8159954124777272
1990-03-14,19.65,22.436000133333327,0.8758245624542431,36.45850021666665,8.413500049999996,0.9146429652790036
1990-03-15,18.809999,22.21766673333332,0.8466235102797371,36.10370844166665,8.331625024999996,0.9747178107134162
1990-03-16,17.620001000000006,21.97600006666665,0.8017838071781835,35.71100010833331,8.241000024999995,1.0746212516583515
1990-03-19,18.290001,21.775000099999986,0.8399541178417727,35.38437516249998,8.165625037499995,0.9889601008853399
1990-03-20,19.059999,21.59233336666665,0.882720671098198,35.08754172083331,8.097125012499994,0.9009673939892546
1990-03-21,20.1,21.43933333333332,0.9375291520258724,34.83891666666664,8.039749999999994,0.7984558717369105
1990-03-22,22.74,21.38766663333332,1.063229588802316,34.754958279166644,8.020374987499995,0.5967763433754885
1990-03-23,20.459999,21.27733326666665,0.9615866210101104,34.5756665583333,7.978999974999994,0.756578481701281
1990-03-26,19.59,21.140666566666653,0.9266500627226366,34.3535831708333,7.927749962499996,0.8179849293899809
1990-03-27,21.01,21.028333266666653,0.9991281635860456,34.171041558333314,7.885624974999995,0.6945430926543796
1990-03-28,19.77,20.895333266666647,0.946144277657354,33.95491655833331,7.8357499749999935,0.7832569771504662
1990-03-29,18.459999,20.775666599999987,0.888539431991078,33.76045822499998,7.790874974999995,0.8895720132409729
1990-03-30,19.73,20.776333299999987,0.9496382116665414,33.76154161249997,7.7911249874999955,0.7771581846282297
1990-04-02,22.84,20.844999933333327,1.0957064079178271,33.87312489166665,7.816874974999997,0.5506669771638699
1990-04-03,20.440001,20.766999933333327,0.9842539156169372,33.74637489166665,7.787624974999997,0.7186637108655414
1990-04-04,22.030001,20.704999999999988,1.0639942525959918,33.64562499999999,7.764374999999998,0.5956659009778694
1990-04-05,21.209999,20.660666599999995,1.026588319275236,33.57358322499999,7.747749974999998,0.6514858799488448
1990-04-06,21.76,20.59633323333333,1.0564987346768786,33.469041504166654,7.723624962499998,0.6066044358351755
1990-04-09,22.299999,20.554333233333328,1.0849293308058126,33.40079150416665,7.707874962499997,0.5657333992911509
1990-04-10,21.690001,20.520999899999996,1.0569660886748509,33.34662483749999,7.695374962499997,0.6059188970397898
1990-04-11,17.73,20.378999899999997,0.8700132532018907,33.11587483749999,7.642124962499998,0.9263142939408436
1990-04-12,19.799999,20.30899986666666,0.9749371771131828,33.00212478333332,7.615874949999998,0.7340738853734939
1990-04-16,20.75,20.289333199999987,1.0227048762745938,32.970166449999994,7.608499949999998,0.6574636755352381
1990-04-17,20.379999,20.234333133333326,1.0071989457575306,32.88079134166666,7.587874924999998,0.6816946980936787
1990-04-18,22.67,20.304999833333326,1.1164737840964774,32.99562472916666,7.614374937499997,0.5222590245740151
1990-04-19,22.459999,20.416999799999992,1.1000636342270038,33.17762467499999,7.656374924999998,0.5446394079457602
1990-04-20,23.33,20.53666646666666,1.136016891439866,33.37208300833332,7.701249924999997,0.4962432763079794
1990-04-23,24.16,20.66533316666666,1.16910769379563,33.58116639583332,7.749499937499998,0.4536797437434264
1990-04-24,21.700001,20.719666533333328,1.0473142009833765,33.66945811666666,7.7698749499999975,0.6201730380586086
1990-04-25,20.860001,20.713333266666666,1.007080836842874,33.659166558333325,7.767499974999998,0.6818815379318628
1990-04-26,20.25,20.733333266666666,0.9766881060343672,33.691666558333324,7.774999974999997,0.7311596155342088
1990-04-27,22.190001,20.846,1.0644728485081072,33.87475,7.81725,0.5949715123617569
1990-04-30,19.52,20.9093333,0.9335543950605064,33.9776666125,7.8409999875,0.8055468216138112
1990-05-01,18.43,20.913999933333333,0.8812278884359054,33.98524989166667,7.842749975,0.9039118899931168
1990-05-02,19.32,20.922666633333336,0.9234004603036584,33.99933327916667,7.845999987500001,0.8238930432510295
1990-05-03,17.809998999999994,20.846333266666665,0.8543468423043118,33.87529155833333,7.817374975,0.958474398248232
1990-05-04,17.280001000000002,20.664333300000003,0.8362234943239133,33.5795416125,7.7491249875,0.9970161014731844
1990-05-07,17.65,20.570666666666664,0.8580178895514649,33.42733333333333,7.713999999999999,0.9508451389208492
1990-05-08,18.49,20.533999999999995,0.9004577773448915,33.367749999999994,7.700249999999999,0.8666289907908415
1990-05-09,18.639999,20.454999966666666,0.9112685910718956,33.23937494583333,7.670624987499997,0.8462636919895249
1990-05-10,18.59,20.415666633333327,0.9105752133338372,33.17545827916666,7.655874987499999,0.847557495866415
1990-05-11,19.809999,20.46066663333333,0.968199099032614,33.24858327916666,7.672749987499998,0.7453687388593906
1990-05-14,20.139999,20.474333266666655,0.9836705663470384,33.27079155833332,7.677874974999996,0.7196216509072221
1990-05-15,19.49,20.362666599999994,0.9571437956952064,33.08933322499999,7.635999974999998,0.7641813414408322
1990-05-16,17.709999,20.271666533333324,0.8736331061325868,32.94145811666665,7.6018749499999965,0.919028263231073
