Date,ust3myieldzc,60MA,S/S_A,S_U,S_L,s,Leakage Ratio,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
2005-02-22,2.648,2.3632833333333334,1.1204750453112549,11.225595833333333,0.0,0.2690428448104847,,,,,,,,,,,,,,,,
2005-02-23,2.6839999999999997,2.3709666666666664,1.1320277242756118,11.262091666666665,0.0,0.27223089397610983,,,,,,,,,,,,,,,,
2005-02-24,2.695,2.3788333333333327,1.1329082883766557,11.29945833333333,0.0,0.2724743096824344,,,,,,,,,,,,,,,,
2005-02-25,2.738,2.387566666666666,1.1467742611026572,11.340941666666666,0.0,0.2763151352048166,,,,,,,,,,,,,,,,
2005-02-28,2.766,2.396349999999999,1.1542554301333283,11.382662499999995,0.0,0.2783935356990173,,,,,,,,,,,,,,,,
2005-03-01,2.7569999999999997,2.4047499999999995,1.1464809231728872,11.422562499999998,0.0,0.2762337287064786,,,,,,,,,,,,,,,,
2005-03-02,2.736,2.4129666666666663,1.1338739311221322,11.461591666666665,0.0,0.27274131194353496,,,,,,,,,,,,,,,,
2005-03-03,2.747,2.4213499999999994,1.1344910896813762,11.501412499999995,0.0,0.27291199493915563,,,,,,,,,,,,,,,,
2005-03-04,2.759,2.4297499999999994,1.1355077682889188,11.541312499999995,0.0,0.2731932337921716,,,,,,,,,,,,,,,,
2005-03-07,2.747,2.43815,1.1266739125976664,11.5812125,0.0,0.2707522053805051,,,,,,,,,,,,,,,,
2005-03-08,2.7569999999999997,2.446883333333333,1.1267394576774536,11.622695833333333,0.0,0.2707702952987351,,,,,,,,,,,,,,,,
2005-03-09,2.7560000000000002,2.45595,1.1221726826686211,11.6657625,0.0,0.2695106841338906,,,,,,,,,,,,,,,,
2005-03-10,2.737,2.46485,1.1104123983203849,11.7080375,0.0,0.2662742390582685,,,,,,,,,,,,,,,,
2005-03-11,2.77,2.47425,1.119531171061938,11.7526875,0.0,0.26878282413201976,,,,,,,,,,,,,,,,
2005-03-14,2.7910000000000004,2.483816666666667,1.1236739158150428,11.798129166666667,0.0,0.26992458030750593,,,,,,,,,,,,,,,,
2005-03-15,2.798,2.4934,1.122162509023823,11.843649999999998,0.0,0.2695078798023602,,,,,,,,,,,,,,,,
2005-03-16,2.7969999999999997,2.503483333333333,1.1172433076579966,11.891545833333332,0.0,0.2681528386048169,,,,,,,,,,,,,,,,
2005-03-17,2.7880000000000003,2.513416666666666,1.1092470408806077,11.938729166666665,0.0,0.26595410088890725,,,,,,,,,,,,,,,,
2005-03-18,2.8110000000000004,2.5236666666666663,1.1138555012547884,11.987416666666665,0.0,0.2672207013919291,,,,,,,,,,,,,,,,
2005-03-21,2.83,2.5331833333333336,1.1171714114651523,12.032620833333334,0.0,0.2681330477166592,,,,,,,,,,,,,,,,
2005-03-22,2.87,2.5432833333333336,1.1284625516884341,12.080595833333335,0.0,0.2712459728940797,,,,,,,,,,,,,,,,
2005-03-23,2.8280000000000003,2.5532,1.1076296412345294,12.1277,0.0,0.26550995087192364,,,,,,,,,,,,,,,,
2005-03-24,2.839,2.563283333333333,1.1075638666553964,12.175595833333333,0.0,0.2654918928550892,,,,,,,,,,,,,,,,
2005-03-25,2.842,2.5735333333333332,1.104318317229231,12.224283333333332,0.0,0.2646012514789217,,,,,,,,,,,,,,,,
2005-03-28,2.853,2.5832833333333336,1.1044084724220469,12.270595833333335,0.0,0.26462598109478425,,,,,,,,,,,,,,,,
2005-03-29,2.846,2.5914500000000005,1.0982268614096349,12.3093875,0.0,0.26293177701596826,,,,,,,,,,,,,,,,
2005-03-30,2.8280000000000003,2.599833333333334,1.0877620360279503,12.349208333333335,0.0,0.2600701919360384,,,,,,,,,,,,,,,,
2005-03-31,2.778,2.607533333333334,1.06537468360903,12.385783333333334,0.0,0.2539757756233966,,,,,,,,,,,,,,,,
2005-04-01,2.7910000000000004,2.6152333333333337,1.0672087895280218,12.422358333333335,0.0,0.25447367226062184,,,,,,,,,,,,,,,,
2005-04-04,2.762,2.622266666666667,1.0532872324197893,12.455766666666667,0.0,0.2507006344886999,,,,,,,,,,,,,,,,
2005-04-05,2.787,2.6294500000000003,1.0599174732358476,12.489887500000002,0.0,0.25249579526747123,,,,,,,,,,,,,,,,
2005-04-06,2.767,2.6366500000000004,1.0494377334875693,12.524087500000002,0.0,0.2496598460194397,,,,,,,,,,,,,,,,
2005-04-07,2.7680000000000002,2.6436833333333336,1.047024038431229,12.557495833333334,0.0,0.2490078077459825,,,,,,,,,,,,,,,,
2005-04-08,2.781,2.6505333333333336,1.0492227979274609,12.590033333333334,0.0,0.24960176584055296,,,,,,,,,,,,,,,,
2005-04-11,2.773,2.657083333333333,1.0436255292457268,12.621145833333333,0.0,0.248090450831938,,,,,,,,,,,,,,,,
2005-04-12,2.767,2.6638,1.038741647270816,12.65305,0.0,0.2467736203020721,,,,,,,,,,,,,,,,
2005-04-13,2.7769999999999997,2.6704833333333333,1.0398866622147052,12.68479583333333,0.0,0.2470821926255519,,,,,,,,,,,,,,,,
2005-04-14,2.778,2.6775,1.0375350140056023,12.718125,0.0,0.2464485453441881,,,,,,,,,,,,,,,,
2005-04-15,2.7910000000000004,2.6846833333333326,1.0396011944301318,12.75224583333333,0.0,0.2470052524415864,,,,,,,,,,,,,,,,
2005-04-18,2.89,2.6933499999999992,1.073013162047265,12.793412499999995,0.0,0.25605099529522074,,,,,,,,,,,,,,,,
2005-04-19,2.911,2.7015666666666656,1.0775229188002031,12.83244166666666,0.0,0.2572782296536885,,,,,,,,,,,,,,,,
2005-04-20,2.8689999999999998,2.709099999999999,1.0590232918681484,12.868224999999995,0.0,0.25225350446784023,,,,,,,,,,,,,,,,
2005-04-21,2.891,2.7166333333333323,1.0641848366237627,12.904008333333328,0.0,0.25365290564055903,,,,,,,,,,,,,,,,
2005-04-22,2.923,2.724333333333332,1.0729230392756643,12.940583333333327,0.0,0.2560264856433949,,,,,,,,,,,,,,,,
2005-04-25,2.9010000000000002,2.7313499999999986,1.0621121423471909,12.973912499999996,0.0,0.2530907201754677,,,,,,,,,,,,,,,,
2005-04-26,2.911,2.7378666666666662,1.0632365832278177,13.004866666666665,0.0,0.2533956677173913,,,,,,,,,,,,,,,,
2005-04-27,2.88,2.7440333333333324,1.0495499325809945,13.034158333333329,0.0,0.2496901659509225,,,,,,,,,,,,,,,,
