Date,PX_Last,30MA,Bank,S/S_A,S_U,S_L,s,Leakage Ratio,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
23/3/2005,3.833,3.7768,1.0,1.014880322,11.3304,0,0.412933085,,,,,,,,,,,,,,,,
24/3/2005,3.802,3.785733333,1.0,1.004296834,11.3572,0,0.407615836,,,,,,,,,,,,,,,,
25/3/2005,3.803,3.7940333330000002,1.0,1.00236336,11.3821,0,0.40664748700000003,,,,,,,,,,,,,,,,
28/3/2005,3.805,3.801533333,1.0,1.000911913,11.4046,0,0.40592116799999994,,,,,,,,,,,,,,,,
29/3/2005,3.798,3.8080000000000003,1.0,0.99737395,11.424000000000001,0,0.40415294399999996,,,,,,,,,,,,,,,,
30/3/2005,3.7680000000000002,3.8124,1.0,0.9883537929999999,11.4372,0,0.39965889299999996,,,,,,,,,,,,,,,,
31/3/2005,3.718,3.814133333,1.0,0.974795497,11.4424,0,0.392941604,,,,,,,,,,,,,,,,
1/4/2005,3.7110000000000003,3.812533333,1.0,0.9733685390000001,11.4376,0,0.39223725299999995,,,,,,,,,,,,,,,,
4/4/2005,3.681,3.8085,1.0,0.9665222529999999,11.4255,0,0.388864785,,,,,,,,,,,,,,,,
5/4/2005,3.693,3.805,1.0,0.9705650459999999,11.415,0,0.390854882,,,,,,,,,,,,,,,,
6/4/2005,3.698,3.801766667,1.0,0.972705672,11.4053,0,0.39191022799999997,,,,,,,,,,,,,,,,
7/4/2005,3.658,3.796133333,1.0,0.9636120970000001,11.3884,0,0.38743468600000003,,,,,,,,,,,,,,,,
8/4/2005,3.6919999999999997,3.7921,1.0,0.9736030170000001,11.3763,0,0.392352958,,,,,,,,,,,,,,,,
11/4/2005,3.667,3.7877,1.0,0.968133696,11.3631,0,0.389657556,,,,,,,,,,,,,,,,
12/4/2005,3.654,3.7817,1.0,0.966232118,11.3451,0,0.388722116,,,,,,,,,,,,,,,,
13/4/2005,3.6210000000000004,3.7731,1.0,0.95968832,11.3193,0,0.38550970799999995,,,,,,,,,,,,,,,,
14/4/2005,3.64,3.765466667,1.0,0.96667965,11.2964,0,0.388942191,,,,,,,,,,,,,,,,
15/4/2005,3.602,3.7587666669999997,1.0,0.958293057,11.2763,0,0.384826094,,,,,,,,,,,,,,,,
18/4/2005,3.57,3.751933333,1.0,0.951509444,11.2558,0,0.381509081,,,,,,,,,,,,,,,,
19/4/2005,3.55,3.742866667,1.0,0.9484708690000001,11.2286,0,0.380026856,,,,,,,,,,,,,,,,
20/4/2005,3.563,3.7324666669999997,1.0,0.9545966029999999,11.1974,0,0.38301725799999997,,,,,,,,,,,,,,,,
21/4/2005,3.593,3.7225666669999997,1.0,0.9651942659999999,11.1677,0,0.388211937,,,,,,,,,,,,,,,,
22/4/2005,3.576,3.712333333,1.0,0.9632755679999999,11.137,0,0.387269442,,,,,,,,,,,,,,,,
25/4/2005,3.555,3.7013,1.0,0.960473347,11.1039,0,0.38589454100000004,,,,,,,,,,,,,,,,
26/4/2005,3.553,3.6922666669999997,1.0,0.962281525,11.0768,0,0.386781501,,,,,,,,,,,,,,,,
27/4/2005,3.5180000000000002,3.683733333,1.0,0.9550094109999999,11.0512,0,0.383219101,,,,,,,,,,,,,,,,
28/4/2005,3.513,3.6749333330000002,1.0,0.955935709,11.0248,0,0.38367216299999995,,,,,,,,,,,,,,,,
29/4/2005,3.512,3.665233333,1.0,0.958192748,10.9957,0,0.384776965,,,,,,,,,,,,,,,,
2/5/2005,3.516,3.654866667,1.0,0.962004998,10.9646,0,0.38664580600000004,,,,,,,,,,,,,,,,
3/5/2005,3.4960000000000004,3.6453,1.0,0.9590431509999999,10.9359,0,0.385193547,,,,,,,,,,,,,,,,
4/5/2005,3.5380000000000003,3.6354666669999998,1.0,0.973190054,10.9064,0,0.392149187,,,,,,,,,,,,,,,,
5/5/2005,3.522,3.6261333330000003,1.0,0.9712825420000001,10.8784,0,0.391208489,,,,,,,,,,,,,,,,
6/5/2005,3.565,3.6182,1.0,0.985296556,10.8546,0,0.39814027799999996,,,,,,,,,,,,,,,,
9/5/2005,3.5389999999999997,3.609333333,1.0,0.980513484,10.828,0,0.395769009,,,,,,,,,,,,,,,,
10/5/2005,3.478,3.598666667,1.0,0.966469063,10.796,0,0.388838629,,,,,,,,,,,,,,,,
11/5/2005,3.437,3.5876333330000003,1.0,0.958013175,10.7629,0,0.384689021,,,,,,,,,,,,,,,,
12/5/2005,3.444,3.5785,1.0,0.962414419,10.7355,0,0.386846721,,,,,,,,,,,,,,,,
13/5/2005,3.417,3.5687,1.0,0.957491524,10.7061,0,0.384433591,,,,,,,,,,,,,,,,
16/5/2005,3.4219999999999997,3.560066667,1.0,0.961217955,10.6802,0,0.38625969600000004,,,,,,,,,,,,,,,,
17/5/2005,3.417,3.5508666669999998,1.0,0.9623002829999999,10.6526,0,0.386790707,,,,,,,,,,,,,,,,
18/5/2005,3.39,3.5406,1.0,0.957464836,10.6218,0,0.384420525,,,,,,,,,,,,,,,,
19/5/2005,3.4160000000000004,3.532533333,1.0,0.9670113990000001,10.5976,0,0.38910536100000004,,,,,,,,,,,,,,,,
20/5/2005,3.4410000000000003,3.524166667,1.0,0.97640104,10.5725,0,0.39373469899999997,,,,,,,,,,,,,,,,
23/5/2005,3.404,3.5154,1.0,0.968310861,10.5462,0,0.38974475299999994,,,,,,,,,,,,,,,,
24/5/2005,3.3689999999999998,3.5059,1.0,0.9609515390000001,10.5177,0,0.38612903,,,,,,,,,,,,,,,,
25/5/2005,3.3710000000000004,3.497566667,1.0,0.963812937,10.4927,0,0.387533316,,,,,,,,,,,,,,,,
26/5/2005,3.3960000000000004,3.489433333,1.0,0.973223924,10.4683,0,0.39216589799999996,,,,,,,,,,,,,,,,
27/5/2005,3.41,3.4830333330000003,1.0,0.979031687,10.4491,0,0.395035529,,,,,,,,,,,,,,,,
30/5/2005,3.41,3.4777,1.0,0.980533111,10.4331,0,0.39577872799999997,,,,,,,,,,,,,,,,
31/5/2005,3.3480000000000003,3.470966667,1.0,0.96457279,10.4129,0,0.38790656,,,,,,,,,,,,,,,,
1/6/2005,3.3139999999999996,3.4626666669999997,1.0,0.957065845,10.388,0,0.38422520299999996,,,,,,,,,,,,,,,,
2/6/2005,3.29,3.4525666669999997,1.0,0.952914257,10.3577,0,0.382195096,,,,,,,,,,,,,,,,
3/6/2005,3.307,3.4436,1.0,0.96033221,10.3308,0,0.385825342,,,,,,,,,,,,,,,,
6/6/2005,3.287,3.4346666669999997,1.0,0.957006988,10.304,0,0.38419639299999997,,,,,,,,,,,,,,,,
7/6/2005,3.233,3.424,1.0,0.94421729,10.272,0,0.37795563200000004,,,,,,,,,,,,,,,,
8/6/2005,3.2,3.4134,1.0,0.93748169,10.2402,0,0.37468457200000005,,,,,,,,,,,,,,,,
9/6/2005,3.208,3.403233333,1.0,0.9426329859999999,10.2097,0,0.377185272,,,,,,,,,,,,,,,,
10/6/2005,3.222,3.393566667,1.0,0.949443555,10.1807,0,0.38050109600000004,,,,,,,,,,,,,,,,
13/6/2005,3.267,3.385266667,1.0,0.9650642979999999,10.1558,0,0.388148066,,,,,,,,,,,,,,,,
14/6/2005,3.2769999999999997,3.377966667,1.0,0.970110224,10.1339,0,0.390630795,,,,,,,,,,,,,,,,
15/6/2005,3.3710000000000004,3.3724,1.0,0.999584865,10.1172,0,0.405257562,,,,,,,,,,,,,,,,
16/6/2005,3.39,3.3680000000000003,1.0,1.006532067,10.104,0,0.408736486,,,,,,,,,,,,,,,,
17/6/2005,3.361,3.3612,1.0,0.999940497,10.0836,0,0.40543535700000005,,,,,,,,,,,,,,,,
20/6/2005,3.3739999999999997,3.3557,1.0,1.005453408,10.0671,0,0.408195536,,,,,,,,,,,,,,,,
21/6/2005,3.2939999999999996,3.349566667,1.0,0.983410789,10.0487,0,0.39720471399999996,,,,,,,,,,,,,,,,
22/6/2005,3.225,3.3425,1.0,0.9648466720000001,10.0275,0,0.38804112700000004,,,,,,,,,,,,,,,,
23/6/2005,3.235,3.3355333330000003,1.0,0.969859892,10.0066,0,0.39050748,,,,,,,,,,,,,,,,
24/6/2005,3.215,3.3288,1.0,0.9658135059999999,9.9864,0,0.388516307,,,,,,,,,,,,,,,,
27/6/2005,3.195,3.321233333,1.0,0.961992031,9.9637,0,0.386639444,,,,,,,,,,,,,,,,
28/6/2005,3.245,3.3155,1.0,0.9787362390000001,9.9465,0,0.394889349,,,,,,,,,,,,,,,,
29/6/2005,3.248,3.3107666669999998,1.0,0.981041652,9.9323,0,0.39603058,,,,,,,,,,,,,,,,
30/6/2005,3.217,3.3041333330000002,1.0,0.97362899,9.9124,0,0.392365775,,,,,,,,,,,,,,,,
1/7/2005,3.236,3.2973,1.0,0.9814090320000001,9.8919,0,0.396212561,,,,,,,,,,,,,,,,
4/7/2005,3.255,3.292333333,1.0,0.988660524,9.877,0,0.39981138299999996,,,,,,,,,,,,,,,,
5/7/2005,3.295,3.289866667,1.0,1.001560347,9.8696,0,0.406245586,,,,,,,,,,,,,,,,
