Date,ust10yyield,30MA,S/S_A,S_U,S_L,s,Leakage Ratio,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
2005-01-11,4.2357,4.226463333333333,1.0021854363656295,6.339695,0.0,1.1029927415896386,,,,,,,,,,,,,,,,
2005-01-12,4.2337,4.2220900000000015,1.002749822954982,6.3331349999999995,0.0,1.1041271133079815,,,,,,,,,,,,,,,,
2005-01-13,4.1635,4.213996666666667,0.9880169182225268,6.320995,0.0,1.0749288060001114,,,,,,,,,,,,,,,,
2005-01-14,4.208,4.212606666666667,0.998906456968053,6.3189100000000025,0.0,1.096427590795455,,,,,,,,,,,,,,,,
2005-01-17,4.2082,4.2121933333333335,0.999051958678693,6.31829,0.0,1.096718001321195,,,,,,,,,,,,,,,,
2005-01-18,4.1848,4.211,0.9937781999525052,6.3165,0.0,1.0862454738309433,,,,,,,,,,,,,,,,
2005-01-19,4.1711,4.21276,0.9901109961165601,6.319140000000001,0.0,1.079027324503066,,,,,,,,,,,,,,,,
2005-01-20,4.1614,4.212593333333333,0.9878475491739848,6.3188900000000015,0.0,1.07459805085161,,,,,,,,,,,,,,,,
2005-01-21,4.1399,4.212293333333333,0.9828137958103582,6.31844,0.0,1.0648174145823062,,,,,,,,,,,,,,,,
2005-01-24,4.1204,4.211406666666666,0.9783904348665768,6.31711,0.0,1.056301038583454,,,,,,,,,,,,,,,,
2005-01-25,4.1925,4.21376,0.9949546248481168,6.320639999999999,0.0,1.0885721100654642,,,,,,,,,,,,,,,,
2005-01-26,4.1964,4.217843333333333,0.9949160431911096,6.326764999999999,0.0,1.0884957205264116,,,,,,,,,,,,,,,,
2005-01-27,4.2179,4.218986666666667,0.9997424342022097,6.328480000000001,0.0,1.0980972897072616,,,,,,,,,,,,,,,,
2005-01-28,4.1397,4.217009999999998,0.9816671053661246,6.3255149999999984,0.0,1.0626026975109484,,,,,,,,,,,,,,,,
2005-01-31,4.128,4.21516,0.9793222558574288,6.3227400000000005,0.0,1.0580890700231853,,,,,,,,,,,,,,,,
2005-02-01,4.1377,4.214343333333334,0.9818136949765996,6.3215150000000015,0.0,1.0628855472864294,,,,,,,,,,,,,,,,
2005-02-02,4.1396,4.21256,0.9826803653835198,6.31884,0.0,1.0645594548442878,,,,,,,,,,,,,,,,
2005-02-03,4.163,4.21052,0.9887139830709748,6.31578,0.0,1.0762912334537575,,,,,,,,,,,,,,,,
2005-02-04,4.0753,4.205883333333333,0.9689522216894588,6.3088250000000015,0.0,1.0383683919101856,,,,,,,,,,,,,,,,
2005-02-07,4.0501,4.19767,0.9648447829391068,6.296505000000002,0.0,1.0306635569250508,,,,,,,,,,,,,,,,
2005-02-08,4.0153,4.188493333333334,0.9586502067569244,6.28274,0.0,1.0191547492618396,,,,,,,,,,,,,,,,
2005-02-09,3.9789999999999996,4.17706,0.9525838747827421,6.26559,0.0,1.0080111330855572,,,,,,,,,,,,,,,,
2005-02-10,4.0888,4.171573333333333,0.980157766214506,6.257359999999999,0.0,1.0596950181152354,,,,,,,,,,,,,,,,
2005-02-11,4.0844,4.167113333333333,0.9801509278205376,6.2506699999999995,0.0,1.0596818634530214,,,,,,,,,,,,,,,,
2005-02-14,4.069,4.1624,0.9775610224870268,6.2436,0.0,1.054712199520609,,,,,,,,,,,,,,,,
2005-02-15,4.096,4.1559800000000005,0.9855677842530524,6.233969999999999,0.0,1.0701565883150472,,,,,,,,,,,,,,,,
2005-02-16,4.1521,4.151689999999999,1.0000987549648457,6.227535,0.0,1.098809818105456,,,,,,,,,,,,,,,,
2005-02-17,4.1794,4.148963333333332,1.0073359690653654,6.223444999999997,0.0,1.1133929241942746,,,,,,,,,,,,,,,,
2005-02-18,4.2655,4.148846666666667,1.0281170510037332,6.2232699999999985,0.0,1.1564894216738941,,,,,,,,,,,,,,,,
2005-02-21,4.2616,4.148599999999998,1.0272381044207688,6.222899999999997,0.0,1.1546285173527449,,,,,,,,,,,,,,,,
2005-02-22,4.2853,4.150253333333332,1.0325393791222388,6.225379999999998,0.0,1.165905275325947,,,,,,,,,,,,,,,,
2005-02-23,4.2617,4.151186666666665,1.026622106449883,6.226779999999998,0.0,1.153326388291055,,,,,,,,,,,,,,,,
2005-02-24,4.2833,4.155179999999999,1.0308338026270825,6.232769999999999,0.0,1.1622633160159344,,,,,,,,,,,,,,,,
2005-02-25,4.2638,4.1570399999999985,1.0256817350807308,6.235559999999998,0.0,1.151341845736189,,,,,,,,,,,,,,,,
2005-02-28,4.3766,4.162653333333332,1.0513967053065516,6.243979999999999,0.0,1.2070814206409526,,,,,,,,,,,,,,,,
2005-03-01,4.3647,4.168649999999999,1.0470296139037822,6.2529749999999975,0.0,1.1973936366001972,,,,,,,,,,,,,,,,
2005-03-02,4.3767,4.1755033333333325,1.04818500923242,6.263254999999999,0.0,1.1999476035103869,,,,,,,,,,,,,,,,
2005-03-03,4.3768,4.182683333333332,1.0464096014918656,6.274024999999997,0.0,1.1960258022108992,,,,,,,,,,,,,,,,
2005-03-04,4.3076,4.188273333333332,1.028490658839522,6.282409999999999,0.0,1.1572814736319583,,,,,,,,,,,,,,,,
2005-03-07,4.3076,4.194513333333331,1.026960616805764,6.291769999999998,0.0,1.1540417394974087,,,,,,,,,,,,,,,,
2005-03-08,4.3911,4.201133333333332,1.0452179570592066,6.3016999999999985,0.0,1.1934021094129506,,,,,,,,,,,,,,,,
2005-03-09,4.5196,4.211906666666667,1.0730532173869,6.317859999999999,0.0,1.2565610125114208,,,,,,,,,,,,,,,,
2005-03-10,4.4633,4.220086666666665,1.0576323077093208,6.330129999999998,0.0,1.2210789678249123,,,,,,,,,,,,,,,,
2005-03-11,4.5423,4.233506666666665,1.0729403205538044,6.350259999999998,0.0,1.2562966191168297,,,,,,,,,,,,,,,,
2005-03-14,4.508,4.246173333333332,1.0616617943057751,6.369259999999999,0.0,1.2302296155561006,,,,,,,,,,,,,,,,
2005-03-15,4.5445,4.259733333333332,1.0668508200826343,6.389599999999998,0.0,1.2421381920553436,,,,,,,,,,,,,,,,
2005-03-16,4.5062,4.271953333333332,1.0548336202174495,6.407929999999999,0.0,1.2147722876506464,,,,,,,,,,,,,,,,
2005-03-17,4.4639999999999995,4.281986666666667,1.0425067492036408,6.422979999999999,0.0,1.1874582548412271,,,,,,,,,,,,,,,,
2005-03-18,4.5066,4.296363333333332,1.0489336330183126,6.444544999999998,0.0,1.2016059032438446,,,,,,,,,,,,,,,,
2005-03-21,4.5229,4.312123333333332,1.0488800181194573,6.468184999999997,0.0,1.2014870477568689,,,,,,,,,,,,,,,,
2005-03-22,4.6411,4.332983333333332,1.0711095896207004,6.499474999999999,0.0,1.2520189544574347,,,,,,,,,,,,,,,,
2005-03-23,4.5841,4.353153333333332,1.0530527295921888,6.529729999999999,0.0,1.210779762728436,,,,,,,,,,,,,,,,
2005-03-24,4.5968,4.3700866666666665,1.051878452448693,6.5551299999999975,0.0,1.2081558799751724,,,,,,,,,,,,,,,,
2005-03-25,4.5929,4.387036666666666,1.0469253733157768,6.580554999999999,0.0,1.1971635363579465,,,,,,,,,,,,,,,,
2005-03-28,4.64,4.40607,1.0530926653457615,6.6091050000000005,0.0,1.2108691189914644,,,,,,,,,,,,,,,,
2005-03-29,4.5726,4.4219566666666665,1.0340671211160677,6.632934999999998,0.0,1.1691788000687,,,,,,,,,,,,,,,,
2005-03-30,4.5462,4.4350933333333336,1.0250517087953055,6.652639999999999,0.0,1.1500144496031035,,,,,,,,,,,,,,,,
2005-03-31,4.4815,4.445163333333333,1.0081744277863052,6.667745000000003,0.0,1.115096261478855,,,,,,,,,,,,,,,,
2005-04-01,4.4475,4.451230000000002,0.9991620293716568,6.676845,0.0,1.0969377502338244,,,,,,,,,,,,,,,,
2005-04-04,4.4556,4.457696666666667,0.9995296524587808,6.6865450000000015,0.0,1.09767203576201,,,,,,,,,,,,,,,,
2005-04-05,4.4678,4.463780000000002,1.0009005820179309,6.6956700000000025,0.0,1.1004150767503225,,,,,,,,,,,,,,,,
2005-04-06,4.4215,4.469106666666668,0.9893476101114912,6.703660000000001,0.0,1.0775312829860677,,,,,,,,,,,,,,,,
2005-04-07,4.4802,4.475670000000002,1.0010121389646685,6.713505000000002,0.0,1.100638618217181,,,,,,,,,,,,,,,,
2005-04-08,4.4683,4.482486666666668,0.9968350900467444,6.723730000000002,0.0,1.092302417932772,,,,,,,,,,,,,,,,
2005-04-11,4.428,4.484200000000001,0.9874671067302973,6.726300000000002,0.0,1.07385549614765,,,,,,,,,,,,,,,,
2005-04-12,4.3518,4.483770000000002,0.9705671789587776,6.725655000000002,0.0,1.0414141025412245,,,,,,,,,,,,,,,,
2005-04-13,4.3599,4.4832100000000015,0.9724951541417864,6.724815000000002,0.0,1.0450623353212067,,,,,,,,,,,,,,,,
2005-04-14,4.308,4.480916666666668,0.9614104256941468,6.721375000000003,0.0,1.0242665639260478,,,,,,,,,,,,,,,,
2005-04-15,4.2406,4.478683333333335,0.9468407753766916,6.718025000000003,0.0,0.9975744982170974,,,,,,,,,,,,,,,,
2005-04-18,4.2704,4.477443333333333,0.953758580975899,6.716165000000003,0.0,1.0101593496842516,,,,,,,,,,,,,,,,
2005-04-19,4.2109,4.4714366666666665,0.9417331193330104,6.707155000000001,0.0,0.9883832582835652,,,,,,,,,,,,,,,,
2005-04-20,4.1853,4.460293333333335,0.9383463568913252,6.690440000000002,0.0,0.9823350205843852,,,,,,,,,,,,,,,,
2005-04-21,4.2945,4.454666666666668,0.9640451960490868,6.682000000000002,0.0,1.029170550561816,,,,,,,,,,,,,,,,
2005-04-22,4.2449,4.444753333333335,0.955036124989313,6.667130000000002,0.0,1.0125008790080248,,,,,,,,,,,,,,,,
2005-04-25,4.2469,4.436050000000002,0.9573607150505516,6.6540750000000015,0.0,1.0167755881788203,,,,,,,,,,,,,,,,
2005-04-26,4.2649,4.426730000000002,0.9634425411082216,6.640095000000002,0.0,1.0280467312356003,,,,,,,,,,,,,,,,
2005-04-27,4.2232,4.417296666666668,0.9560598525946108,6.6259450000000015,0.0,1.014381169439208,,,,,,,,,,,,,,,,
2005-04-28,4.1442,4.406636666666668,0.9404451316234372,6.609955000000002,0.0,0.986078797343048,,,,,,,,,,,,,,,,
2005-04-29,4.1976,4.396336666666668,0.9547949391197668,6.5945050000000025,0.0,1.012058404698694,,,,,,,,,,,,,,,,
2005-05-02,4.1858,4.385100000000002,0.954550637385692,6.577650000000004,0.0,1.0116104135973918,,,,,,,,,,,,,,,,
2005-05-03,4.1641,4.369200000000002,0.9530577680124503,6.5538000000000025,0.0,1.0088771990432206,,,,,,,,,,,,,,,,
2005-05-04,4.1859,4.355926666666668,0.9609665911118797,6.533890000000001,0.0,1.023442835007334,,,,,,,,,,,,,,,,
2005-05-05,4.1543,4.3411766666666685,0.9569525313029568,6.511765000000002,0.0,1.0160236516456418,,,,,,,,,,,,,,,,
2005-05-06,4.2576,4.330000000000001,0.9832794457274824,6.495000000000001,0.0,1.0657181726918694,,,,,,,,,,,,,,,,
