Date,PX_Last,Bank's Rate,Leakage Ratio,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
17/9/2008,4.049,3.25,0.002445076,0.009073215,0.004484172,0.000284238,0.017862191,2.02338701,4.107097684,0.161479917,3.790597047,4.423598321,25.43410826,0.019090806,0.000495097,0.018120417,0.020061196,38.55975075
18/9/2008,4.066,3.25,0.002482412,0.008932638,0.004490819,0.000130632,0.017734644,1.989088713,4.108050209,0.164072985,3.786467158,4.42963326,25.03794398,0.019088627,0.000495046,0.018118337,0.020058917,38.55930358
19/9/2008,4.221,3.25,0.002546017,0.008841157,0.004544859,-6.68E-05,0.01774908,1.94530953,4.132852655,0.171699764,3.796321116,4.469384193,24.07022903,0.019290354,0.000500323,0.018309721,0.020270987,38.55579244
22/9/2008,4.276,3.25,0.002510539,0.008949971,0.004553718,2.47E-05,0.017875258,1.965420487,4.145711741,0.172087613,3.80842002,4.483003462,24.09070402,0.019302955,0.000500657,0.018321668,0.020284243,38.55524622
23/9/2008,4.262,3.25,0.002610693,0.008591351,0.004551679,-0.000329939,0.017512642,1.887512647,4.139937655,0.177637325,3.791768497,4.488106813,23.30556174,0.019272387,0.000499863,0.018292655,0.020252118,38.55534087
24/9/2008,4.193,3.25,0.002560086,0.008824947,0.004566,-0.000124414,0.017774308,1.932752183,4.127132584,0.170757452,3.792447977,4.461817191,24.16956053,0.019312457,0.000500914,0.018330665,0.020294248,38.55442846
25/9/2008,4.255,3.25,0.002572402,0.008782766,0.004578026,-0.000190164,0.017755697,1.918461478,4.139664706,0.174069171,3.798489131,4.480840282,23.78172241,0.019341835,0.000501686,0.018358529,0.02032514,38.55364429
26/9/2008,4.198,3.25,0.00254294,0.008932341,0.004589571,-6.32E-05,0.017927901,1.946225565,4.12894417,0.16927243,3.797170207,4.460718133,24.39230163,0.019368688,0.000502393,0.018383998,0.020353377,38.55289273
29/9/2008,4.015,3.25,0.002480591,0.009491561,0.004663069,0.000351946,0.018631175,2.035475137,4.100106829,0.15719941,3.791995984,4.408217674,26.08220232,0.019650518,0.000509766,0.018651376,0.020649659,38.5481056
30/9/2008,4.044,3.25,0.002311727,0.010093341,0.004657012,0.000965599,0.019221084,2.167342943,4.111802675,0.148821519,3.820112499,4.403492851,27.62908694,0.019589886,0.000508187,0.018593839,0.020585932,38.54858148
1/10/2008,4.024,3.25,0.002327863,0.010034076,0.004667375,0.000886022,0.01918213,2.149832978,4.108408934,0.149194065,3.815988566,4.400829302,27.53734825,0.019592245,0.000508257,0.01859606,0.020588429,38.54788156
2/10/2008,3.973,3.25,0.002494701,0.009342987,0.004661707,0.000206041,0.018479934,2.004198587,4.093590853,0.15776876,3.784364083,4.402817622,25.94677711,0.019535943,0.000506793,0.018542629,0.020529256,38.54819563
3/10/2008,3.961,3.25,0.002390804,0.009712421,0.004662371,0.000574173,0.018850669,2.083150496,4.097746582,0.152002424,3.799821832,4.395671333,26.95842919,0.019509147,0.000506098,0.018517195,0.020501098,38.54819021
6/10/2008,3.796,3.25,0.002484383,0.00963118,0.004728234,0.000363841,0.01889852,2.036950644,4.076199561,0.152850838,3.776611918,4.375787204,26.66782604,0.019751803,0.000512451,0.018747398,0.020756207,38.54376841
7/10/2008,3.781,3.25,0.002460766,0.009723461,0.004735033,0.000442797,0.019004125,2.053515165,4.076204291,0.151381155,3.779497227,4.372911355,26.92676171,0.01975166,0.000512453,0.018747251,0.020756068,38.54332717
8/10/2008,3.846,2.75,0.002233974,0.010637363,0.004737235,0.001352383,0.019922344,2.245479444,4.092043119,0.139602054,3.818423092,4.365663146,29.31219841,0.019722237,0.000511691,0.018719323,0.020725151,38.54327533
9/10/2008,3.928,3.25,0.002206147,0.01081118,0.00476295,0.001475797,0.020146563,2.269849332,4.100714023,0.138642634,3.828974461,4.372453586,29.57758308,0.019779416,0.000513197,0.01877355,0.020785282,38.54156249
10/10/2008,4.053,3.25,0.002169826,0.011097258,0.004807186,0.001675173,0.020519343,2.308472654,4.115702719,0.137697158,3.84581629,4.385589149,29.88952552,0.019910048,0.000516626,0.01889746,0.020922635,38.5385889
13/10/2008,4.128,3.25,0.002261232,0.010655977,0.0048245,0.001199957,0.020111997,2.20872146,4.122616428,0.144448168,3.839498019,4.405734838,28.54045495,0.019933596,0.000517254,0.018919778,0.020947413,38.53734535
14/10/2008,4.18,3.25,0.002248033,0.010719153,0.004839802,0.001233141,0.020205165,2.214791521,4.130752071,0.144843124,3.846859547,4.414644594,28.51879987,0.019953823,0.000517793,0.018938949,0.020968696,38.53632113
15/10/2008,4.198,3.25,0.002154371,0.011148352,0.004846407,0.001649394,0.020647309,2.30033344,4.136095623,0.139819158,3.862050073,4.410141173,29.58175174,0.019933835,0.000517279,0.018919967,0.020947702,38.53591868
16/10/2008,4.159,3.25,0.002124057,0.011335239,0.004862453,0.001804832,0.020865646,2.331177207,4.131234185,0.136790711,3.863124392,4.399343979,30.20113104,0.019946575,0.000517625,0.01893203,0.020961119,38.53481713
17/10/2008,4.098,3.25,0.002128661,0.01136731,0.0048829,0.001796826,0.020937794,2.327983281,4.122851462,0.135370363,3.85752555,4.388177374,30.45608624,0.019976111,0.00051841,0.018960027,0.020992195,38.53339959
20/10/2008,4.097,3.25,0.002030975,0.011880445,0.004891852,0.002292415,0.021468475,2.428619042,4.125458648,0.129636769,3.87137058,4.379546717,31.82321393,0.01995422,0.00051785,0.018939234,0.020969205,38.53284456
21/10/2008,4.028,3.25,0.002068935,0.011728647,0.004915316,0.002094628,0.021362667,2.386142996,4.11612748,0.130306052,3.860727617,4.371527343,31.58815269,0.019988112,0.000518751,0.018971359,0.021004865,38.53119095
22/10/2008,3.894,3.25,0.002044433,0.012081781,0.004966646,0.002347154,0.021816407,2.432583378,4.103078325,0.125963859,3.85618916,4.349967489,32.57345672,0.020134315,0.000522594,0.01911003,0.021158599,38.52762987
23/10/2008,3.863,3.25,0.002155891,0.011450601,0.004974586,0.001700413,0.021200788,2.301820031,4.095910659,0.131999081,3.83719246,4.354628858,31.02984221,0.020110957,0.000521996,0.019087844,0.02113407,38.52700281
24/10/2008,3.844,3.25,0.002120151,0.011643689,0.004986903,0.00186936,0.021418018,2.334853885,4.095683985,0.129753069,3.841367969,4.35,31.56521852,0.020110454,0.000521995,0.019087344,0.021133564,38.52613984
27/10/2008,3.863,3.25,0.002058617,0.011978153,0.005000023,0.002178108,0.021778197,2.3956197,4.09945832,0.126431639,3.851652308,4.347264332,32.42430738,0.020108328,0.000521952,0.019085303,0.021131353,38.52526475
28/10/2008,3.864,3.25,0.001977934,0.012440654,0.005012061,0.002617015,0.022264293,2.482143484,4.102271283,0.121867543,3.863410898,4.341131668,33.6617213,0.020094155,0.000521595,0.019071829,0.02111648,38.52445631
29/10/2008,3.912,3.25,0.001963116,0.012544836,0.005033641,0.0026789,0.022410772,2.492199361,4.106543011,0.121338948,3.868718673,4.344367349,33.84356858,0.020112851,0.000522101,0.019089534,0.021136168,38.52294073
30/10/2008,3.901,3.25,0.001889142,0.013015881,0.005048598,0.003120629,0.022911133,2.578117994,4.107774142,0.116949576,3.878552973,4.336995311,35.12431837,0.020100292,0.000521788,0.019077587,0.021122997,38.52193563
31/10/2008,4.041,3.25,0.001845477,0.013495357,0.00510981,0.00348013,0.023510584,2.641068441,4.12111352,0.114994145,3.895724995,4.346502045,35.8375942,0.02026207,0.000526047,0.019231017,0.021293123,38.51758425
3/11/2008,3.981,3.25,0.001841323,0.013586631,0.005138722,0.003514736,0.023658527,2.643970717,4.115329701,0.113737793,3.892403627,4.338255776,36.18260552,0.020293326,0.000526887,0.019260627,0.021326025,38.51549677
4/11/2008,3.951,3.25,0.001916061,0.013055813,0.005154657,0.002952685,0.023158942,2.53281877,4.110308234,0.117726756,3.879563792,4.341052676,34.91396837,0.020280275,0.000526565,0.019248207,0.021312343,38.51426784
5/11/2008,3.913,3.25,0.001842072,0.013576282,0.005172222,0.003438728,0.023713837,2.624845331,4.109253496,0.113040483,3.887694149,4.330812842,36.35205184,0.020274738,0.000526438,0.019242919,0.021306556,38.51304962
6/11/2008,3.851,2.75,0.001831698,0.013712652,0.005201092,0.003518512,0.023906792,2.636494779,4.104540002,0.11163761,3.885730287,4.323349717,36.76664176,0.020307191,0.00052731,0.019273664,0.021340718,38.51094255
7/11/2008,3.825,2.75,0.001831314,0.013731741,0.005223393,0.003493891,0.023969591,2.62889293,4.102466571,0.11131248,3.88429411,4.320639032,36.85540534,0.020314061,0.000527511,0.01928014,0.021347982,38.50928346
10/11/2008,3.832,2.75,0.00179334,0.014015763,0.00524407,0.003737386,0.024294141,2.672687949,4.103908721,0.109135,3.890004121,4.317813321,37.60396501,0.020312743,0.000527497,0.01927885,0.021346637,38.50780402
11/11/2008,3.826,2.75,0.001731881,0.014496213,0.005264618,0.004177562,0.024814865,2.753516558,4.105099304,0.105535528,3.898249668,4.311948939,38.89779457,0.020303837,0.000527285,0.019270358,0.021337316,38.50635329
12/11/2008,3.78,2.75,0.001791877,0.014047279,0.005290798,0.003677315,0.024417244,2.65503974,4.100013416,0.108541096,3.887272868,4.312753965,37.77383456,0.020317618,0.000527671,0.019283383,0.021351853,38.50433398
13/11/2008,3.796,2.75,0.001713112,0.014667974,0.005310963,0.004258486,0.025077462,2.761829278,4.103210393,0.104113812,3.899147322,4.307273464,39.41081718,0.020308124,0.000527444,0.019274334,0.021341915,38.50290334
14/11/2008,3.756,2.75,0.001779308,0.014148562,0.005335386,0.003691206,0.024605918,2.6518349,4.098429131,0.107575013,3.887582105,4.309276156,38.09833738,0.020315171,0.000527653,0.01928097,0.021349371,38.50098842
17/11/2008,3.746,2.75,0.00176313,0.014280786,0.005356664,0.003781725,0.024779848,2.665984999,4.098136332,0.106539807,3.88931831,4.306954354,38.46577576,0.020316153,0.000527701,0.01928186,0.021350446,38.49938874
18/11/2008,3.736,2.75,0.001688237,0.01488606,0.005375431,0.004350216,0.025421905,2.769277609,4.099721812,0.102219179,3.899372222,4.300071402,40.10716844,0.020300832,0.000527321,0.019267283,0.021334381,38.49806006
19/11/2008,3.634,2.75,0.00175483,0.014485225,0.005424432,0.003853338,0.025117111,2.670367132,4.092192744,0.105011968,3.886369287,4.298016201,38.96882255,0.02039803,0.000529898,0.019359431,0.02143663,38.49426508
20/11/2008,3.49,2.75,0.001902517,0.013651309,0.00549493,0.002881247,0.024421372,2.484346431,4.081669772,0.111834293,3.862474557,4.300864987,36.497479,0.020592086,0.000535017,0.019543453,0.021640718,38.48869032
21/11/2008,3.479,2.75,0.001884961,0.013778336,0.005510239,0.002978268,0.024578403,2.500497076,4.081750996,0.110798969,3.864585017,4.298916975,36.83925072,0.020592201,0.000535036,0.019543531,0.021640872,38.48750915
24/11/2008,3.513,2.75,0.001880597,0.013812675,0.005526723,0.002980298,0.024645052,2.499252362,4.082632973,0.110582501,3.86589127,4.299374675,36.91934011,0.020596195,0.000535157,0.019547286,0.021645103,38.48624742
25/11/2008,3.431,2.75,0.002045341,0.012805566,0.005556261,0.001915293,0.023695838,2.304708974,4.074580705,0.119232597,3.840884815,4.308276596,34.17337873,0.020661112,0.000536878,0.01960883,0.021713393,38.4837889
26/11/2008,3.367,2.75,0.00213638,0.012315818,0.005572934,0.001392867,0.02323877,2.209934212,4.070318988,0.124005641,3.827267931,4.313370046,32.82365982,0.020697365,0.00053784,0.019643199,0.021751531,38.48239487
27/11/2008,3.378,2.75,0.002071615,0.012692955,0.005579006,0.001758103,0.023627807,2.275128422,4.072652482,0.120409862,3.836649151,4.308655812,33.82324668,0.020696865,0.000537833,0.019642713,0.021751017,38.48197579
28/11/2008,3.337,2.75,0.002209544,0.011934322,0.005588108,0.00098163,0.022887014,2.135664069,4.067304538,0.127942487,3.816537264,4.318071812,31.79010067,0.020712551,0.000538252,0.019657577,0.021767525,38.48115253
1/12/2008,3.244,2.75,0.002519437,0.010579888,0.005609032,-0.000413816,0.021573591,1.886223322,4.056642558,0.144584736,3.773256476,4.34002864,28.05719803,0.020797238,0.000540479,0.0197379,0.021856577,38.47928329
2/12/2008,3.118,2.75,0.003386501,0.008038569,0.005635516,-0.003007043,0.01908418,1.426412134,4.03086648,0.191840195,3.654859698,4.406873263,21.01158455,0.02095049,0.000544497,0.019883277,0.022017704,38.47679658
3/12/2008,3.106,2.75,0.003965453,0.006876297,0.005599835,-0.004099381,0.017851974,1.227946222,4.012065955,0.225225707,3.57062357,4.45350834,17.81353476,0.020918848,0.000543637,0.019853319,0.021984376,38.47943893
4/12/2008,3.174,2,0.003523934,0.007745032,0.005583194,-0.003198027,0.018688091,1.387204624,4.023083746,0.199470106,3.632122337,4.414045154,20.16885547,0.020957286,0.000544615,0.01988984,0.022024732,38.48089673
5/12/2008,3.116,2,0.004312857,0.006382111,0.005562297,-0.004519991,0.017284213,1.147387709,3.999180669,0.244787594,3.519396984,4.478964353,16.33735028,0.02098361,0.000545279,0.019914863,0.022052357,38.48234086
8/12/2008,3.204,2,0.003326747,0.00827729,0.005559091,-0.002618529,0.019173108,1.488964567,4.02983444,0.187263492,3.662797996,4.396870884,21.51959466,0.021068208,0.00054747,0.019995167,0.022141248,38.48287123
9/12/2008,3.33,2,0.002884373,0.009623475,0.005574857,-0.001303244,0.020550195,1.726228297,4.042570534,0.16175356,3.725533557,4.359607511,24.99215807,0.021186074,0.000550548,0.020107001,0.022265147,38.48182324
10/12/2008,3.289,2,0.003351922,0.008305744,0.005554045,-0.002580185,0.019191673,1.495440341,4.022859024,0.187716114,3.654935441,4.390782608,21.43054713,0.021165747,0.000549998,0.02008775,0.022243744,38.48328133
11/12/2008,3.299,2,0.003262064,0.008525895,0.005535887,-0.002324443,0.019376233,1.540113784,4.027016047,0.182674215,3.668974585,4.385057509,22.04479729,0.021165958,0.000549983,0.020087991,0.022243925,38.4847402
12/12/2008,3.38,2,0.002848616,0.009783225,0.005539576,-0.001074344,0.020640793,1.766060295,4.043447192,0.159429774,3.730964835,4.35592955,25.36193262,0.021230679,0.000551666,0.020149413,0.022311945,38.48463274
15/12/2008,3.279,2,0.003342935,0.008447913,0.005550233,-0.002430544,0.01932637,1.522082501,4.025255997,0.185756201,3.661173842,4.389338151,21.66956456,0.021323839,0.000554102,0.020237799,0.022409879,38.48358481
16/12/2008,3.212,2,0.004210568,0.006769126,0.005529324,-0.004068349,0.0176066,1.22422309,3.991551808,0.235055506,3.530843016,4.452260601,16.9813159,0.021332292,0.000554302,0.020245861,0.022418724,38.48498141
17/12/2008,3.066,2,0.006932919,0.004274656,0.005544023,-0.006591628,0.015140941,0.771038744,3.909326537,0.407192583,3.111229074,4.707424001,9.600682079,0.021527303,0.000559391,0.020430897,0.02262371,38.48346445
18/12/2008,3.062,2,0.006842475,0.004322854,0.005499321,-0.006455816,0.015101524,0.786070398,3.915632726,0.398172307,3.135215004,4.696050448,9.834015715,0.021523993,0.000559254,0.020427855,0.02262013,38.48699009
19/12/2008,3.104,2,0.00571729,0.005140438,0.005465921,-0.005572768,0.015853644,0.940452279,3.949454828,0.322122681,3.318094374,4.580815282,12.26071638,0.021547344,0.000559821,0.020450095,0.022644594,38.48968952
22/12/2008,3.05,2,0.00795705,0.003764748,0.005428356,-0.00687483,0.014404327,0.693533777,3.878801457,0.478863153,2.940229678,4.817373236,8.10002072,0.021558712,0.000560077,0.020460961,0.022656463,38.49240567
23/12/2008,3.068,2,0.00720239,0.004136251,0.005387886,-0.006424006,0.014696508,0.767694591,3.902394289,0.420908884,3.077412877,4.727375701,9.271351683,0.021564399,0.000560179,0.020466449,0.022662349,38.49557687
24/12/2008,3.056,2,0.007198236,0.004129322,0.00534618,-0.006349191,0.014607834,0.772387371,3.90828889,0.41728025,3.0904196,4.72615818,9.366100818,0.021556375,0.000559924,0.020458924,0.022653826,38.49874753
25/12/2008,3.055,2,0.007330295,0.004058395,0.005307232,-0.00634378,0.01446057,0.764691445,3.904735951,0.42537474,3.071001462,4.738470441,9.179520048,0.021555779,0.000559866,0.020458443,0.022653116,38.50169182
26/12/2008,3.055,2,0.007732617,0.003859915,0.00526794,-0.006465247,0.014185076,0.732718147,3.890389375,0.454217233,3.000123598,4.780655153,8.565041325,0.021551556,0.000559713,0.020454518,0.022648595,38.50462469
29/12/2008,3.042,2,0.008515291,0.003525779,0.005228949,-0.006722961,0.013774519,0.674280612,3.867185956,0.511523714,2.864599477,4.869772435,7.560130354,0.021550374,0.000559641,0.020453477,0.022647271,38.50748371
30/12/2008,3.072,2,0.0075087,0.00397433,0.005194652,-0.006207187,0.014155847,0.765081111,3.894876339,0.436585979,3.039167821,4.750584858,8.921212613,0.021562105,0.000559908,0.020464686,0.022659524,38.51010104
31/12/2008,3.078,2,0.007511754,0.003973947,0.005159684,-0.006139033,0.014086927,0.770191919,3.893550187,0.436231815,3.038535831,4.748564544,8.925415472,0.021561778,0.000559862,0.020464449,0.022659107,38.51268546
1/1/2009,3.077,2,0.006760865,0.004367745,0.005120329,-0.005668101,0.01440359,0.853020228,3.92549278,0.381919787,3.176929998,4.674055563,10.27831737,0.021533113,0.000559075,0.020437326,0.0226289,38.51561581
2/1/2009,3.095,2,0.006211163,0.004734658,0.005091847,-0.005245362,0.014714679,0.929850803,3.943362888,0.34623198,3.264748208,4.621977568,11.38936644,0.021537444,0.000559157,0.020441497,0.022633391,38.51773617
5/1/2009,3.165,2,0.005105721,0.005741095,0.005079597,-0.004214916,0.015697105,1.130226317,3.975647066,0.279766515,3.427304697,4.523989436,14.21058937,0.021590355,0.000560516,0.020491745,0.022688966,38.51874794
6/1/2009,3.295,2,0.003741069,0.007859167,0.005102139,-0.002141025,0.01785936,1.540367104,4.02329714,0.203000321,3.625416511,4.421177769,19.81916641,0.0217524,0.000564742,0.020645504,0.022859295,38.51738358
7/1/2009,3.33,2,0.003807059,0.007717431,0.005086594,-0.002252293,0.017687156,1.51721002,4.018014804,0.206585296,3.613107624,4.422921984,19.44966501,0.021730362,0.000564154,0.02062462,0.022836103,38.51849845
8/1/2009,3.283,2,0.004159213,0.007099343,0.005078752,-0.002855011,0.017053697,1.397851936,4.004768823,0.225228197,3.563321558,4.446216089,17.78093897,0.021748704,0.000564623,0.020642043,0.022855366,38.51897275
9/1/2009,3.174,2,0.005595361,0.005392041,0.005081387,-0.004567478,0.015351559,1.061135598,3.952242296,0.305180799,3.354087929,4.550396662,12.95049461,0.021839486,0.000566986,0.020728194,0.022950779,38.51856291
12/1/2009,3.142,2,0.005800961,0.00519734,0.005055248,-0.004710946,0.015105625,1.028107815,3.951597002,0.31635048,3.33155006,4.571643943,12.49119963,0.021830156,0.000566716,0.020719392,0.02294092,38.52042447
13/1/2009,3.145,2,0.006046534,0.004996596,0.005029017,-0.004860276,0.014853469,0.993553376,3.940654295,0.331289451,3.29132697,4.589981619,11.89489819,0.021822502,0.00056649,0.020712181,0.022932823,38.52228356
14/1/2009,3.081,2,0.008559593,0.003610651,0.005001137,-0.006191577,0.013412879,0.721966058,3.853130772,0.502478613,2.86827269,4.837988854,7.668248299,0.021825096,0.000566531,0.020714696,0.022935497,38.5241066
15/1/2009,3.033,1,0.011618768,0.002730075,0.004969813,-0.007010758,0.012470909,0.549331621,3.759093538,0.758031677,2.273351452,5.244835625,4.959019066,0.021839311,0.000566869,0.020728248,0.022950373,38.52623221
16/1/2009,3.097,1,0.008161858,0.003797126,0.004949525,-0.005903943,0.013498195,0.76716975,3.8648122,0.469667041,2.944264799,4.7853596,8.228834179,0.021888511,0.000568123,0.02077499,0.023002031,38.52778349
19/1/2009,3.169,1,0.006476239,0.004745803,0.00493551,-0.004927796,0.014419402,0.961562963,3.91659975,0.355836273,3.219160655,4.614038844,11.00674678,0.021943248,0.000569527,0.020826975,0.023059521,38.52889989
20/1/2009,3.212,1,0.006083109,0.005045003,0.004913677,-0.004585804,0.01467581,1.026726598,3.923220894,0.332426619,3.271664722,4.574777067,11.80176519,0.021945471,0.000569562,0.020829129,0.023061812,38.5304377
21/1/2009,3.13,1,0.007937345,0.003951094,0.004902299,-0.005657413,0.0135596,0.805967459,3.859189563,0.453759697,2.969820557,4.748558569,8.504919213,0.022002617,0.000571035,0.020883389,0.023121846,38.53113295
22/1/2009,3.26,1,0.005656137,0.005517896,0.004914973,-0.004115452,0.015151243,1.122670524,3.933440237,0.303737954,3.338113847,4.528766628,12.95011105,0.022159653,0.000575121,0.021032416,0.02328689,38.53042246
23/1/2009,3.405,1,0.004491249,0.006988238,0.004942816,-0.002699682,0.016676157,1.413817057,3.978872168,0.235860528,3.516585534,4.441158802,16.86959751,0.022349994,0.000580088,0.021213022,0.023486966,38.52863432
26/1/2009,3.517,1,0.003846471,0.008142045,0.004952842,-0.001565525,0.017849616,1.643913868,4.016449068,0.201767414,3.620984936,4.4119132,19.90633168,0.022431026,0.0005822,0.021289915,0.023572138,38.52805846
27/1/2009,3.427,1,0.004311439,0.007349207,0.004958568,-0.002369587,0.017068002,1.482122807,3.990550633,0.224811398,3.549920293,4.431180974,17.75065974,0.022489395,0.000583722,0.021345299,0.02363349,38.52756509
28/1/2009,3.4,1,0.004385601,0.007223545,0.004948245,-0.002475016,0.016922106,1.459819566,3.99032862,0.228669566,3.542136271,4.438520969,17.45019548,0.022486616,0.000583639,0.021342683,0.023630549,38.52827526
29/1/2009,3.397,1,0.00451997,0.00701831,0.004935383,-0.00265504,0.01669166,1.422039659,3.980922557,0.2357835,3.518786897,4.443058216,16.88380468,0.022475321,0.000583333,0.021331989,0.023618654,38.52916298
30/1/2009,3.428,1,0.004294232,0.007364856,0.004926377,-0.002290843,0.017020555,1.494984223,3.994169293,0.223926089,3.555274159,4.433064426,17.83699844,0.02247854,0.000583406,0.021335064,0.023622016,38.52983552
2/2/2009,3.431,1,0.004301558,0.007353042,0.004917708,-0.002285666,0.01699175,1.495217284,3.993726311,0.224268083,3.554160869,4.433291753,17.80782295,0.022478408,0.000583394,0.021334957,0.02362186,38.5304325
3/2/2009,3.476,1,0.004058527,0.007777083,0.004913612,-0.001853596,0.017407763,1.582763115,4.007422708,0.211799289,3.592296101,4.422549314,18.92085062,0.022493404,0.000583778,0.0213492,0.023637608,38.53077778
4/2/2009,3.536,1,0.003914474,0.00806835,0.004913424,-0.001561961,0.017698661,1.642103399,4.013405951,0.20431866,3.612941377,4.413870525,19.64287523,0.022517264,0.000584396,0.021371848,0.02366268,38.53082269
5/2/2009,3.521,1,0.003885075,0.008113268,0.004906518,-0.001503508,0.017730043,1.653569332,4.017464773,0.203080184,3.619427613,4.415501933,19.78265284,0.022506277,0.000584104,0.021361434,0.023651119,38.53131513
6/2/2009,3.544,1,0.003833028,0.008220894,0.004903442,-0.001389854,0.017831641,1.676555522,4.020194757,0.200483401,3.627247291,4.413142223,20.05250678,0.022510444,0.000584208,0.021365396,0.023655492,38.53154752
9/2/2009,3.582,1,0.003900819,0.008057619,0.004887458,-0.001521799,0.017637036,1.648631877,4.010757,0.204011358,3.610894739,4.410619261,19.659479,0.022455588,0.000582768,0.021313362,0.023597813,38.53263422
10/2/2009,3.538,1,0.004102599,0.00769494,0.004883957,-0.001877616,0.017267495,1.57555442,3.99581051,0.213965944,3.576437259,4.415183762,18.67498363,0.022462834,0.000582953,0.021320247,0.023605422,38.53284531
11/2/2009,3.355,1,0.005108859,0.006418802,0.004935127,-0.003254048,0.016091652,1.300635486,3.942775126,0.264807852,3.423751736,4.461798517,14.88919264,0.022741543,0.000590243,0.021584666,0.023898419,38.52910107
12/2/2009,3.252,1,0.006107943,0.005464472,0.004937704,-0.004213428,0.015142372,1.106682846,3.903684809,0.320960182,3.274602852,4.532766765,12.16252055,0.02282911,0.000592521,0.02166777,0.023990451,38.52879619
13/2/2009,3.285,1,0.005892873,0.005659529,0.004916984,-0.003977759,0.015296818,1.151016401,3.903148867,0.309494677,3.2965393,4.509758434,12.61136025,0.022818719,0.000592228,0.021657951,0.023979487,38.53026372
16/2/2009,3.213,1,0.00699761,0.004843853,0.004905156,-0.004770253,0.01445796,0.987502323,3.852895457,0.379963414,3.108167166,4.597623748,10.14017486,0.022855671,0.000593176,0.021693046,0.024018296,38.5309999
17/2/2009,3.149,1,0.008515751,0.004057306,0.004887599,-0.005522389,0.013637001,0.830122433,3.789602239,0.48959912,2.829987963,4.749216514,7.740214559,0.022885329,0.000593928,0.02172123,0.024049429,38.5321427
18/2/2009,3.149,1,0.008737671,0.003971334,0.00485826,-0.005550857,0.013493524,0.817439465,3.767388591,0.51319361,2.761529115,4.773248066,7.341066837,0.022867372,0.000593431,0.021704247,0.024030496,38.53417415
19/2/2009,3.237,1,0.006845454,0.005000527,0.00485241,-0.004510196,0.014511251,1.030524487,3.845300523,0.36994892,3.12020064,4.570400406,10.39413907,0.02294585,0.00059546,0.021778749,0.024112951,38.53468215
20/2/2009,3.189,1,0.007748211,0.004466212,0.004835025,-0.005010436,0.01394286,0.923720687,3.809286679,0.431295913,2.963946689,4.654626669,8.832188208,0.022962662,0.000595878,0.02179474,0.024130583,38.53583105
23/2/2009,3.165,1,0.008323346,0.004178601,0.004812395,-0.005253693,0.013610895,0.868299717,3.790529546,0.470551116,2.868249359,4.712809732,8.055510699,0.022963833,0.000595885,0.021795898,0.024131768,38.53734604
24/2/2009,3.155,1,0.008673773,0.004027207,0.004788797,-0.005358836,0.013413249,0.840964147,3.7737281,0.497339457,2.798942763,4.748513436,7.5878317,0.022962612,0.000595829,0.021794788,0.024130437,38.53894183
25/2/2009,3.156,1,0.008850545,0.003963712,0.004757513,-0.005361014,0.013288438,0.833147822,3.745587145,0.521787106,2.722884417,4.768289874,7.178381947,0.022925879,0.000594843,0.021759987,0.02409177,38.54108135
26/2/2009,3.305,1,0.006182321,0.005603441,0.004782886,-0.003771015,0.014977897,1.171560789,3.863259631,0.323255047,3.229679738,4.496839524,11.95111929,0.023137165,0.000600349,0.021960481,0.024313849,38.53952547
27/2/2009,3.25,1,0.006886309,0.005083887,0.004771668,-0.004268582,0.014436356,1.065431845,3.830483861,0.368153805,3.108902403,4.552065318,10.40457496,0.023160504,0.000600944,0.021982655,0.024338354,38.54022719
2/3/2009,3.201,1,0.00772942,0.004579129,0.004756624,-0.004743854,0.013902112,0.96268465,3.79467139,0.425178719,2.961321101,4.628021678,8.92488552,0.023178321,0.000601391,0.021999595,0.024357047,38.54119538
3/3/2009,3.23,1,0.007260724,0.004853605,0.004739722,-0.00443625,0.014143459,1.024027357,3.814269917,0.391220352,3.047478026,4.581061808,9.74967149,0.02318771,0.000601616,0.022008542,0.024366878,38.54236357
4/3/2009,3.289,1,0.006473459,0.005400491,0.004729739,-0.003869798,0.01467078,1.141815785,3.855150726,0.336777461,3.195066902,4.515234551,11.44717557,0.023218572,0.000602405,0.022037857,0.024399286,38.543101
5/3/2009,3.174,0.5,0.008315232,0.004338983,0.004733715,-0.004939099,0.013617065,0.916612545,3.769756055,0.461906766,2.864418794,4.675093317,8.161292132,0.023324791,0.000605167,0.022138664,0.024510919,38.54272298
6/3/2009,3.05,0.5,0.012803138,0.002982238,0.004735231,-0.006298814,0.012263291,0.629797869,3.601650781,0.844136976,1.947142308,5.256159255,4.266666291,0.023453636,0.000608514,0.022260948,0.024646323,38.54246237
9/3/2009,3.073,0.5,0.01165321,0.003251633,0.004707076,-0.005974235,0.012477502,0.69079693,3.627182059,0.743287635,2.170338294,5.084025824,4.879917123,0.023447052,0.000608313,0.022254759,0.024639345,38.5443998
10/3/2009,3.14,0.5,0.009209848,0.004025782,0.004693356,-0.005173196,0.013224761,0.857761864,3.72194886,0.527000523,2.689027835,4.754869885,7.062514546,0.02349452,0.000609529,0.022299844,0.024689196,38.5453921
