Date,PX_Last,Bank's Rate,Leakage Ratio,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
30/12/2004,3.774,1,,,,,,,,,,,,,,,,
31/12/2004,3.769,1,,,,,,,,,,,,,,,,
3/1/2005,3.726,1,,,,,,,,,,,,,,,,
4/1/2005,3.738,1,,,,,,,,,,,,,,,,
5/1/2005,3.743,1,,,,,,,,,,,,,,,,
6/1/2005,3.713,1,,,,,,,,,,,,,,,,
7/1/2005,3.703,1,,,,,,,,,,,,,,,,
10/1/2005,3.688,1,,,,,,,,,,,,,,,,
11/1/2005,3.695,1,,,,,,,,,,,,,,,,
12/1/2005,3.699,1,,,,,,,,,,,,,,,,
13/1/2005,3.659,1,,,,,,,,,,,,,,,,
14/1/2005,3.654,1,,,,,,,,,,,,,,,,
17/1/2005,3.637,1,,,,,,,,,,,,,,,,
18/1/2005,3.633,1,,,,,,,,,,,,,,,,
19/1/2005,3.611,1,,,,,,,,,,,,,,,,
20/1/2005,3.661,1,,,,,,,,,,,,,,,,
21/1/2005,3.661,1,,,,,,,,,,,,,,,,
24/1/2005,3.633,1,,,,,,,,,,,,,,,,
25/1/2005,3.638,1,,,,,,,,,,,,,,,,
26/1/2005,3.649,1,,,,,,,,,,,,,,,,
27/1/2005,3.683,1,,,,,,,,,,,,,,,,
28/1/2005,3.637,1,,,,,,,,,,,,,,,,
31/1/2005,3.635,1,,,,,,,,,,,,,,,,
1/2/2005,3.621,1,,,,,,,,,,,,,,,,
2/2/2005,3.636,1,,,,,,,,,,,,,,,,
3/2/2005,3.648,1,,,,,,,,,,,,,,,,
4/2/2005,3.587,1,,,,,,,,,,,,,,,,
7/2/2005,3.57,1,,,,,,,,,,,,,,,,
8/2/2005,3.539,1,,,,,,,,,,,,,,,,
9/2/2005,3.521,1,,,,,,,,,,,,,,,,
10/2/2005,3.534,1,,,,,,,,,,,,,,,,
11/2/2005,3.554,1,,,,,,,,,,,,,,,,
14/2/2005,3.58,1,,,,,,,,,,,,,,,,
15/2/2005,3.604,1,,,,,,,,,,,,,,,,
16/2/2005,3.636,1,,,,,,,,,,,,,,,,
17/2/2005,3.666,1,,,,,,,,,,,,,,,,
18/2/2005,3.759,1,,,,,,,,,,,,,,,,
21/2/2005,3.802,1,,,,,,,,,,,,,,,,
22/2/2005,3.798,1,,,,,,,,,,,,,,,,
23/2/2005,3.795,1,,,,,,,,,,,,,,,,
24/2/2005,3.827,1,,,,,,,,,,,,,,,,
25/2/2005,3.813,1,,,,,,,,,,,,,,,,
28/2/2005,3.799,1,,,,,,,,,,,,,,,,
1/3/2005,3.834,1,,,,,,,,,,,,,,,,
2/3/2005,3.879,1,,,,,,,,,,,,,,,,
3/3/2005,3.869,1,,,,,,,,,,,,,,,,
4/3/2005,3.803,1,,,,,,,,,,,,,,,,
7/3/2005,3.775,1,,,,,,,,,,,,,,,,
8/3/2005,3.822,1,,,,,,,,,,,,,,,,
9/3/2005,3.875,1,,,,,,,,,,,,,,,,
10/3/2005,3.89,1,,,,,,,,,,,,,,,,
11/3/2005,3.883,1,,,,,,,,,,,,,,,,
14/3/2005,3.886,1,,,,,,,,,,,,,,,,
15/3/2005,3.824,1,,,,,,,,,,,,,,,,
16/3/2005,3.774,1,,,,,,,,,,,,,,,,
17/3/2005,3.777,1,,,,,,,,,,,,,,,,
18/3/2005,3.803,1,,,,,,,,,,,,,,,,
21/3/2005,3.827,1,,,,,,,,,,,,,,,,
22/3/2005,3.783,1,,,,,,,,,,,,,,,,
23/3/2005,3.833,1,,,,,,,,,,,,,,,,
24/3/2005,3.802,1,,,,,,,,,,,,,,,,
25/3/2005,3.803,1,,,,,,,,,,,,,,,,
28/3/2005,3.805,1,,,,,,,,,,,,,,,,
29/3/2005,3.798,1,,,,,,,,,,,,,,,,
30/3/2005,3.768,1,,,,,,,,,,,,,,,,
31/3/2005,3.718,1,,,,,,,,,,,,,,,,
1/4/2005,3.711,1,,,,,,,,,,,,,,,,
4/4/2005,3.681,1,,,,,,,,,,,,,,,,
5/4/2005,3.693,1,,,,,,,,,,,,,,,,
6/4/2005,3.698,1,,,,,,,,,,,,,,,,
7/4/2005,3.658,1,,,,,,,,,,,,,,,,
8/4/2005,3.692,1,,,,,,,,,,,,,,,,
11/4/2005,3.667,1,,,,,,,,,,,,,,,,
12/4/2005,3.654,1,,,,,,,,,,,,,,,,
13/4/2005,3.621,1,,,,,,,,,,,,,,,,
14/4/2005,3.64,1,,,,,,,,,,,,,,,,
15/4/2005,3.602,1,,,,,,,,,,,,,,,,
18/4/2005,3.57,1,,,,,,,,,,,,,,,,
19/4/2005,3.55,1,,,,,,,,,,,,,,,,
20/4/2005,3.563,1,,,,,,,,,,,,,,,,
21/4/2005,3.593,1,,,,,,,,,,,,,,,,
22/4/2005,3.576,1,,,,,,,,,,,,,,,,
25/4/2005,3.555,1,,,,,,,,,,,,,,,,
26/4/2005,3.553,1,,,,,,,,,,,,,,,,
27/4/2005,3.518,1,,,,,,,,,,,,,,,,
28/4/2005,3.513,1,,,,,,,,,,,,,,,,
29/4/2005,3.512,1,,,,,,,,,,,,,,,,
2/5/2005,3.516,1,,,,,,,,,,,,,,,,
3/5/2005,3.496,1,,,,,,,,,,,,,,,,
4/5/2005,3.538,1,,,,,,,,,,,,,,,,
5/5/2005,3.522,1,,,,,,,,,,,,,,,,
6/5/2005,3.565,1,,,,,,,,,,,,,,,,
9/5/2005,3.539,1,,,,,,,,,,,,,,,,
10/5/2005,3.478,1,,,,,,,,,,,,,,,,
11/5/2005,3.437,1,,,,,,,,,,,,,,,,
12/5/2005,3.444,1,,,,,,,,,,,,,,,,
13/5/2005,3.417,1,,,,,,,,,,,,,,,,
16/5/2005,3.422,1,,,,,,,,,,,,,,,,
17/5/2005,3.417,1,,,,,,,,,,,,,,,,
18/5/2005,3.39,1,,,,,,,,,,,,,,,,
19/5/2005,3.416,1,,,,,,,,,,,,,,,,
20/5/2005,3.441,1,,,,,,,,,,,,,,,,
23/5/2005,3.404,1,,,,,,,,,,,,,,,,
24/5/2005,3.369,1,,,,,,,,,,,,,,,,
25/5/2005,3.371,1,,,,,,,,,,,,,,,,
26/5/2005,3.396,1,,,,,,,,,,,,,,,,
27/5/2005,3.41,1,,,,,,,,,,,,,,,,
30/5/2005,3.41,1,,,,,,,,,,,,,,,,
31/5/2005,3.348,1,,,,,,,,,,,,,,,,
1/6/2005,3.314,1,,,,,,,,,,,,,,,,
2/6/2005,3.29,1,,,,,,,,,,,,,,,,
3/6/2005,3.307,1,,,,,,,,,,,,,,,,
6/6/2005,3.287,1,,,,,,,,,,,,,,,,
7/6/2005,3.233,1,,,,,,,,,,,,,,,,
8/6/2005,3.2,1,,,,,,,,,,,,,,,,
9/6/2005,3.208,1,,,,,,,,,,,,,,,,
10/6/2005,3.222,1,,,,,,,,,,,,,,,,
13/6/2005,3.267,1,,,,,,,,,,,,,,,,
14/6/2005,3.277,1,,,,,,,,,,,,,,,,
15/6/2005,3.371,1,,,,,,,,,,,,,,,,
16/6/2005,3.39,1,,,,,,,,,,,,,,,,
17/6/2005,3.361,1,,,,,,,,,,,,,,,,
20/6/2005,3.374,1,,,,,,,,,,,,,,,,
21/6/2005,3.294,1,,,,,,,,,,,,,,,,
22/6/2005,3.225,1,,,,,,,,,,,,,,,,
23/6/2005,3.235,1,,,,,,,,,,,,,,,,
24/6/2005,3.215,1,,,,,,,,,,,,,,,,
27/6/2005,3.195,1,,,,,,,,,,,,,,,,
28/6/2005,3.245,1,,,,,,,,,,,,,,,,
29/6/2005,3.248,1,,,,,,,,,,,,,,,,
30/6/2005,3.217,1,,,,,,,,,,,,,,,,
1/7/2005,3.236,1,,,,,,,,,,,,,,,,
4/7/2005,3.255,1,,,,,,,,,,,,,,,,
5/7/2005,3.295,1,,,,,,,,,,,,,,,,
6/7/2005,3.296,1,,,,,,,,,,,,,,,,
7/7/2005,3.262,1,,,,,,,,,,,,,,,,
8/7/2005,3.258,1,,,,,,,,,,,,,,,,
11/7/2005,3.312,1,,,,,,,,,,,,,,,,
12/7/2005,3.308,1,,,,,,,,,,,,,,,,
13/7/2005,3.333,1,,,,,,,,,,,,,,,,
14/7/2005,3.373,1,,,,,,,,,,,,,,,,
15/7/2005,3.369,1,,,,,,,,,,,,,,,,
18/7/2005,3.344,1,,,,,,,,,,,,,,,,
19/7/2005,3.37,1,,,,,,,,,,,,,,,,
20/7/2005,3.389,1,,,,,,,,,,,,,,,,
21/7/2005,3.385,1,,,,,,,,,,,,,,,,
22/7/2005,3.318,1,,,,,,,,,,,,,,,,
25/7/2005,3.299,1,,,,,,,,,,,,,,,,
26/7/2005,3.326,1,,,,,,,,,,,,,,,,
27/7/2005,3.307,1,,,,,,,,,,,,,,,,
28/7/2005,3.317,1,,,,,,,,,,,,,,,,
29/7/2005,3.328,1,,,,,,,,,,,,,,,,
1/8/2005,3.379,1,,,,,,,,,,,,,,,,
2/8/2005,3.41,1,,,,,,,,,,,,,,,,
3/8/2005,3.401,1,,,,,,,,,,,,,,,,
4/8/2005,3.404,1,,,,,,,,,,,,,,,,
5/8/2005,3.454,1,,,,,,,,,,,,,,,,
8/8/2005,3.446,1,,,,,,,,,,,,,,,,
9/8/2005,3.447,1,,,,,,,,,,,,,,,,
10/8/2005,3.428,1,,,,,,,,,,,,,,,,
11/8/2005,3.421,1,,,,,,,,,,,,,,,,
12/8/2005,3.373,1,,,,,,,,,,,,,,,,
15/8/2005,3.359,1,,,,,,,,,,,,,,,,
16/8/2005,3.317,1,,,,,,,,,,,,,,,,
17/8/2005,3.311,1,,,,,,,,,,,,,,,,
18/8/2005,3.281,1,,,,,,,,,,,,,,,,
19/8/2005,3.278,1,,,,,,,,,,,,,,,,
22/8/2005,3.27,1,,,,,,,,,,,,,,,,
23/8/2005,3.25,1,,,,,,,,,,,,,,,,
24/8/2005,3.244,1,,,,,,,,,,,,,,,,
25/8/2005,3.22,1,,,,,,,,,,,,,,,,
26/8/2005,3.227,1,,,,,,,,,,,,,,,,
29/8/2005,3.231,1,,,,,,,,,,,,,,,,
30/8/2005,3.228,1,,,,,,,,,,,,,,,,
31/8/2005,3.177,1,,,,,,,,,,,,,,,,
1/9/2005,3.14,1,,,,,,,,,,,,,,,,
2/9/2005,3.142,1,,,,,,,,,,,,,,,,
5/9/2005,3.133,1,,,,,,,,,,,,,,,,
6/9/2005,3.159,1,,,,,,,,,,,,,,,,
7/9/2005,3.178,1,,,,,,,,,,,,,,,,
8/9/2005,3.152,1,,,,,,,,,,,,,,,,
9/9/2005,3.13,1,,,,,,,,,,,,,,,,
12/9/2005,3.199,1,,,,,,,,,,,,,,,,
13/9/2005,3.17,1,,,,,,,,,,,,,,,,
14/9/2005,3.163,1,,,,,,,,,,,,,,,,
15/9/2005,3.181,1,,,,,,,,,,,,,,,,
16/9/2005,3.186,1,,,,,,,,,,,,,,,,
19/9/2005,3.18,1,,,,,,,,,,,,,,,,
20/9/2005,3.161,1,,,,,,,,,,,,,,,,
21/9/2005,3.099,1,,,,,,,,,,,,,,,,
22/9/2005,3.098,1,,,,,,,,,,,,,,,,
23/9/2005,3.136,1,,,,,,,,,,,,,,,,
26/9/2005,3.2,1,,,,,,,,,,,,,,,,
27/9/2005,3.205,1,,,,,,,,,,,,,,,,
28/9/2005,3.205,1,,,,,,,,,,,,,,,,
29/9/2005,3.231,1,,,,,,,,,,,,,,,,
30/9/2005,3.224,1,,,,,,,,,,,,,,,,
3/10/2005,3.265,1,,,,,,,,,,,,,,,,
4/10/2005,3.257,1,,,,,,,,,,,,,,,,
5/10/2005,3.239,1,,,,,,,,,,,,,,,,
6/10/2005,3.247,1,,,,,,,,,,,,,,,,
7/10/2005,3.24,1,,,,,,,,,,,,,,,,
10/10/2005,3.224,1,,,,,,,,,,,,,,,,
11/10/2005,3.249,1,,,,,,,,,,,,,,,,
12/10/2005,3.287,1,,,,,,,,,,,,,,,,
13/10/2005,3.351,1,,,,,,,,,,,,,,,,
14/10/2005,3.357,1,,,,,,,,,,,,,,,,
17/10/2005,3.36,1,,,,,,,,,,,,,,,,
18/10/2005,3.352,1,,,,,,,,,,,,,,,,
19/10/2005,3.324,1,,,,,,,,,,,,,,,,
20/10/2005,3.353,1,,,,,,,,,,,,,,,,
21/10/2005,3.293,1,,,,,,,,,,,,,,,,
24/10/2005,3.297,1,,,,,,,,,,,,,,,,
25/10/2005,3.373,1,,,,,,,,,,,,,,,,
26/10/2005,3.44,1,,,,,,,,,,,,,,,,
27/10/2005,3.477,1,,,,,,,,,,,,,,,,
28/10/2005,3.472,1,,,,,,,,,,,,,,,,
31/10/2005,3.462,1,,,,,,,,,,,,,,,,
1/11/2005,3.49,1,,,,,,,,,,,,,,,,
2/11/2005,3.53,1,,,,,,,,,,,,,,,,
3/11/2005,3.542,1,,,,,,,,,,,,,,,,
4/11/2005,3.565,1,,,,,,,,,,,,,,,,
7/11/2005,3.566,1,,,,,,,,,,,,,,,,
8/11/2005,3.533,1,,,,,,,,,,,,,,,,
9/11/2005,3.592,1,,,,,,,,,,,,,,,,
10/11/2005,3.595,1,,,,,,,,,,,,,,,,
11/11/2005,3.583,1,,,,,,,,,,,,,,,,
14/11/2005,3.592,1,,,,,,,,,,,,,,,,
15/11/2005,3.581,1,,,,,,,,,,,,,,,,
16/11/2005,3.499,1,,,,,,,,,,,,,,,,
17/11/2005,3.513,1,,,,,,,,,,,,,,,,
18/11/2005,3.605,1,,,,,,,,,,,,,,,,
21/11/2005,3.552,1,,,,,,,,,,,,,,,,
22/11/2005,3.549,1,,,,,,,,,,,,,,,,
23/11/2005,3.534,1,,,,,,,,,,,,,,,,
24/11/2005,3.453,1,,,,,,,,,,,,,,,,
25/11/2005,3.463,1,,,,,,,,,,,,,,,,
28/11/2005,3.457,1,,,,,,,,,,,,,,,,
29/11/2005,3.507,1,,,,,,,,,,,,,,,,
30/11/2005,3.497,1,,,,,,,,,,,,,,,,
1/12/2005,3.451,1.25,,,,,,,,,,,,,,,,
2/12/2005,3.449,1.25,,,,,,,,,,,,,,,,
5/12/2005,3.465,1.25,,,,,,,,,,,,,,,,
6/12/2005,3.42,1.25,,,,,,,,,,,,,,,,
7/12/2005,3.449,1.25,,,,,,,,,,,,,,,,
8/12/2005,3.422,1.25,,,,,,,,,,,,,,,,
9/12/2005,3.482,1.25,,,,,,,,,,,,,,,,
12/12/2005,3.463,1.25,,,,,,,,,,,,,,,,
13/12/2005,3.442,1.25,,,,,,,,,,,,,,,,
14/12/2005,3.406,1.25,,,,,,,,,,,,,,,,
15/12/2005,3.416,1.25,,,,,,,,,,,,,,,,
16/12/2005,3.381,1.25,,,,,,,,,,,,,,,,
19/12/2005,3.375,1.25,,,,,,,,,,,,,,,,
20/12/2005,3.378,1.25,,,,,,,,,,,,,,,,
21/12/2005,3.428,1.25,,,,,,,,,,,,,,,,
22/12/2005,3.387,1.25,,,,,,,,,,,,,,,,
23/12/2005,3.375,1.25,,,,,,,,,,,,,,,,
26/12/2005,3.376,1.25,,,,,,,,,,,,,,,,
27/12/2005,3.365,1.25,,,,,,,,,,,,,,,,
28/12/2005,3.337,1.25,,,,,,,,,,,,,,,,
29/12/2005,3.366,1.25,,,,,,,,,,,,,,,,
30/12/2005,3.335,1.25,,,,,,,,,,,,,,,,
2/1/2006,3.368,1.25,,,,,,,,,,,,,,,,
3/1/2006,3.363,1.25,,,,,,,,,,,,,,,,
4/1/2006,3.325,1.25,,,,,,,,,,,,,,,,
5/1/2006,3.321,1.25,,,,,,,,,,,,,,,,
6/1/2006,3.306,1.25,,,,,,,,,,,,,,,,
9/1/2006,3.295,1.25,,,,,,,,,,,,,,,,
10/1/2006,3.322,1.25,,,,,,,,,,,,,,,,
11/1/2006,3.333,1.25,,,,,,,,,,,,,,,,
12/1/2006,3.313,1.25,,,,,,,,,,,,,,,,
13/1/2006,3.301,1.25,,,,,,,,,,,,,,,,
16/1/2006,3.313,1.25,,,,,,,,,,,,,,,,
17/1/2006,3.307,1.25,,,,,,,,,,,,,,,,
18/1/2006,3.32,1.25,,,,,,,,,,,,,,,,
19/1/2006,3.374,1.25,,,,,,,,,,,,,,,,
20/1/2006,3.41,1.25,,,,,,,,,,,,,,,,
23/1/2006,3.423,1.25,,,,,,,,,,,,,,,,
24/1/2006,3.41,1.25,,,,,,,,,,,,,,,,
25/1/2006,3.476,1.25,,,,,,,,,,,,,,,,
26/1/2006,3.536,1.25,,,,,,,,,,,,,,,,
27/1/2006,3.524,1.25,,,,,,,,,,,,,,,,
30/1/2006,3.516,1.25,,,,,,,,,,,,,,,,
31/1/2006,3.51,1.25,,,,,,,,,,,,,,,,
1/2/2006,3.566,1.25,,,,,,,,,,,,,,,,
2/2/2006,3.551,1.25,,,,,,,,,,,,,,,,
3/2/2006,3.53,1.25,,,,,,,,,,,,,,,,
6/2/2006,3.528,1.25,,,,,,,,,,,,,,,,
7/2/2006,3.558,1.25,,,,,,,,,,,,,,,,
8/2/2006,3.551,1.25,,,,,,,,,,,,,,,,
9/2/2006,3.518,1.25,,,,,,,,,,,,,,,,
10/2/2006,3.518,1.25,,,,,,,,,,,,,,,,
13/2/2006,3.535,1.25,,,,,,,,,,,,,,,,
14/2/2006,3.54,1.25,,,,,,,,,,,,,,,,
15/2/2006,3.549,1.25,,,,,,,,,,,,,,,,
16/2/2006,3.557,1.25,,,,,,,,,,,,,,,,
17/2/2006,3.497,1.25,,,,,,,,,,,,,,,,
20/2/2006,3.485,1.25,,,,,,,,,,,,,,,,
21/2/2006,3.497,1.25,,,,,,,,,,,,,,,,
22/2/2006,3.467,1.25,,,,,,,,,,,,,,,,
23/2/2006,3.528,1.25,,,,,,,,,,,,,,,,
24/2/2006,3.534,1.25,,,,,,,,,,,,,,,,
27/2/2006,3.575,1.25,,,,,,,,,,,,,,,,
28/2/2006,3.529,1.25,,,,,,,,,,,,,,,,
1/3/2006,3.556,1.25,,,,,,,,,,,,,,,,
2/3/2006,3.613,1.5,,,,,,,,,,,,,,,,
3/3/2006,3.626,1.5,,,,,,,,,,,,,,,,
6/3/2006,3.619,1.5,,,,,,,,,,,,,,,,
7/3/2006,3.635,1.5,,,,,,,,,,,,,,,,
8/3/2006,3.68,1.5,,,,,,,,,,,,,,,,
9/3/2006,3.684,1.5,,,,,,,,,,,,,,,,
10/3/2006,3.724,1.5,,,,,,,,,,,,,,,,
13/3/2006,3.752,1.5,,,,,,,,,,,,,,,,
14/3/2006,3.69,1.5,,,,,,,,,,,,,,,,
15/3/2006,3.724,1.5,,,,,,,,,,,,,,,,
16/3/2006,3.691,1.5,,,,,,,,,,,,,,,,
17/3/2006,3.727,1.5,,,,,,,,,,,,,,,,
20/3/2006,3.699,1.5,,,,,,,,,,,,,,,,
21/3/2006,3.702,1.5,,,,,,,,,,,,,,,,
22/3/2006,3.681,1.5,,,,,,,,,,,,,,,,
23/3/2006,3.711,1.5,,,,,,,,,,,,,,,,
24/3/2006,3.671,1.5,,,,,,,,,,,,,,,,
27/3/2006,3.678,1.5,,,,,,,,,,,,,,,,
28/3/2006,3.769,1.5,,,,,,,,,,,,,,,,
29/3/2006,3.801,1.5,,,,,,,,,,,,,,,,
30/3/2006,3.827,1.5,,,,,,,,,,,,,,,,
31/3/2006,3.811,1.5,,,,,,,,,,,,,,,,
3/4/2006,3.863,1.5,,,,,,,,,,,,,,,,
4/4/2006,3.887,1.5,,,,,,,,,,,,,,,,
5/4/2006,3.903,1.5,,,,,,,,,,,,,,,,
6/4/2006,3.95,1.5,,,,,,,,,,,,,,,,
7/4/2006,3.95,1.5,,,,,,,,,,,,,,,,
10/4/2006,3.943,1.5,,,,,,,,,,,,,,,,
11/4/2006,3.926,1.5,,,,,,,,,,,,,,,,
12/4/2006,3.936,1.5,,,,,,,,,,,,,,,,
13/4/2006,4.005,1.5,,,,,,,,,,,,,,,,
14/4/2006,4.007,1.5,,,,,,,,,,,,,,,,
17/4/2006,4.008,1.5,,,,,,,,,,,,,,,,
18/4/2006,4.003,1.5,,,,,,,,,,,,,,,,
19/4/2006,4.005,1.5,,,,,,,,,,,,,,,,
20/4/2006,3.982,1.5,,,,,,,,,,,,,,,,
21/4/2006,4.005,1.5,,,,,,,,,,,,,,,,
24/4/2006,3.994,1.5,,,,,,,,,,,,,,,,
25/4/2006,4.037,1.5,,,,,,,,,,,,,,,,
26/4/2006,4.044,1.5,,,,,,,,,,,,,,,,
27/4/2006,4.012,1.5,,,,,,,,,,,,,,,,
28/4/2006,3.994,1.5,,,,,,,,,,,,,,,,
1/5/2006,4,1.5,,,,,,,,,,,,,,,,
2/5/2006,4.029,1.5,,,,,,,,,,,,,,,,
3/5/2006,4.05,1.5,,,,,,,,,,,,,,,,
4/5/2006,4.078,1.5,,,,,,,,,,,,,,,,
5/5/2006,4.044,1.5,,,,,,,,,,,,,,,,
8/5/2006,4.061,1.5,,,,,,,,,,,,,,,,
9/5/2006,4.074,1.5,,,,,,,,,,,,,,,,
10/5/2006,4.035,1.5,,,,,,,,,,,,,,,,
11/5/2006,4.122,1.5,,,,,,,,,,,,,,,,
12/5/2006,4.138,1.5,,,,,,,,,,,,,,,,
15/5/2006,4.075,1.5,,,,,,,,,,,,,,,,
16/5/2006,4.037,1.5,,,,,,,,,,,,,,,,
17/5/2006,4.115,1.5,,,,,,,,,,,,,,,,
18/5/2006,4.064,1.5,,,,,,,,,,,,,,,,
19/5/2006,4.025,1.5,,,,,,,,,,,,,,,,
22/5/2006,3.953,1.5,,,,,,,,,,,,,,,,
23/5/2006,3.968,1.5,,,,,,,,,,,,,,,,
24/5/2006,3.927,1.5,,,,,,,,,,,,,,,,
25/5/2006,3.908,1.5,,,,,,,,,,,,,,,,
26/5/2006,3.921,1.5,,,,,,,,,,,,,,,,
29/5/2006,3.929,1.5,,,,,,,,,,,,,,,,
30/5/2006,3.97,1.5,,,,,,,,,,,,,,,,
31/5/2006,4.017,1.5,,,,,,,,,,,,,,,,
1/6/2006,4.031,1.5,,,,,,,,,,,,,,,,
2/6/2006,3.961,1.5,,,,,,,,,,,,,,,,
5/6/2006,4.003,1.5,,,,,,,,,,,,,,,,
6/6/2006,4.025,1.5,,,,,,,,,,,,,,,,
7/6/2006,4.047,1.5,,,,,,,,,,,,,,,,
8/6/2006,3.965,1.75,,,,,,,,,,,,,,,,
9/6/2006,3.976,1.75,,,,,,,,,,,,,,,,
12/6/2006,3.959,1.75,,,,,,,,,,,,,,,,
13/6/2006,3.911,1.75,,,,,,,,,,,,,,,,
14/6/2006,3.93,1.75,,,,,,,,,,,,,,,,
15/6/2006,3.986,1.75,,,,,,,,,,,,,,,,
16/6/2006,3.971,1.75,,,,,,,,,,,,,,,,
19/6/2006,4.008,1.75,,,,,,,,,,,,,,,,
20/6/2006,4.025,1.75,,,,,,,,,,,,,,,,
21/6/2006,4.044,1.75,,,,,,,,,,,,,,,,
22/6/2006,4.096,1.75,,,,,,,,,,,,,,,,
23/6/2006,4.105,1.75,,,,,,,,,,,,,,,,
26/6/2006,4.112,1.75,,,,,,,,,,,,,,,,
27/6/2006,4.112,1.75,,,,,,,,,,,,,,,,
28/6/2006,4.114,1.75,,,,,,,,,,,,,,,,
29/6/2006,4.088,1.75,,,,,,,,,,,,,,,,
30/6/2006,4.091,1.75,,,,,,,,,,,,,,,,
3/7/2006,4.113,1.75,,,,,,,,,,,,,,,,
4/7/2006,4.101,1.75,,,,,,,,,,,,,,,,
5/7/2006,4.165,1.75,,,,,,,,,,,,,,,,
6/7/2006,4.138,1.75,,,,,,,,,,,,,,,,
7/7/2006,4.088,1.75,,,,,,,,,,,,,,,,
10/7/2006,4.107,1.75,,,,,,,,,,,,,,,,
11/7/2006,4.076,1.75,,,,,,,,,,,,,,,,
12/7/2006,4.109,1.75,,,,,,,,,,,,,,,,
13/7/2006,4.071,1.75,,,,,,,,,,,,,,,,
14/7/2006,4.013,1.75,,,,,,,,,,,,,,,,
17/7/2006,4.02,1.75,,,,,,,,,,,,,,,,
18/7/2006,4.041,1.75,,,,,,,,,,,,,,,,
19/7/2006,4.015,1.75,,,,,,,,,,,,,,,,
20/7/2006,4.01,1.75,,,,,,,,,,,,,,,,
21/7/2006,3.982,1.75,,,,,,,,,,,,,,,,
24/7/2006,3.981,1.75,,,,,,,,,,,,,,,,
25/7/2006,3.985,1.75,,,,,,,,,,,,,,,,
26/7/2006,4.009,1.75,,,,,,,,,,,,,,,,
27/7/2006,3.973,1.75,,,,,,,,,,,,,,,,
28/7/2006,3.949,1.75,,,,,,,,,,,,,,,,
31/7/2006,3.945,1.75,,,,,,,,,,,,,,,,
1/8/2006,3.956,1.75,,,,,,,,,,,,,,,,
2/8/2006,3.957,1.75,,,,,,,,,,,,,,,,
3/8/2006,3.99,2,,,,,,,,,,,,,,,,
4/8/2006,3.928,2,,,,,,,,,,,,,,,,
7/8/2006,3.928,2,,,,,,,,,,,,,,,,
8/8/2006,3.925,2,,,,,,,,,,,,,,,,
9/8/2006,3.948,2,,,,,,,,,,,,,,,,
10/8/2006,3.95,2,,,,,,,,,,,,,,,,
11/8/2006,3.994,2,,,,,,,,,,,,,,,,
14/8/2006,4.02,2,,,,,,,,,,,,,,,,
15/8/2006,3.985,2,,,,,,,,,,,,,,,,
16/8/2006,3.955,2,,,,,,,,,,,,,,,,
17/8/2006,3.938,2,,,,,,,,,,,,,,,,
18/8/2006,3.925,2,,,,,,,,,,,,,,,,
21/8/2006,3.88,2,,,,,,,,,,,,,,,,
22/8/2006,3.827,2,,,,,,,,,,,,,,,,
23/8/2006,3.844,2,,,,,,,,,,,,,,,,
24/8/2006,3.83,2,,,,,,,,,,,,,,,,
25/8/2006,3.816,2,,,,,,,,,,,,,,,,
28/8/2006,3.815,2,,,,,,,,,,,,,,,,
29/8/2006,3.847,2,,,,,,,,,,,,,,,,
30/8/2006,3.828,2,,,,,,,,,,,,,,,,
31/8/2006,3.788,2,,,,,,,,,,,,,,,,
1/9/2006,3.777,2,,,,,,,,,,,,,,,,
4/9/2006,3.768,2,,,,,,,,,,,,,,,,
5/9/2006,3.808,2,,,,,,,,,,,,,,,,
6/9/2006,3.846,2,,,,,,,,,,,,,,,,
7/9/2006,3.852,2,,,,,,,,,,,,,,,,
8/9/2006,3.801,2,,,,,,,,,,,,,,,,
11/9/2006,3.82,2,,,,,,,,,,,,,,,,
12/9/2006,3.853,2,,,,,,,,,,,,,,,,
13/9/2006,3.804,2,,,,,,,,,,,,,,,,
14/9/2006,3.804,2,,,,,,,,,,,,,,,,
15/9/2006,3.781,2,,,,,,,,,,,,,,,,
18/9/2006,3.836,2,,,,,,,,,,,,,,,,
19/9/2006,3.788,2,,,,,,,,,,,,,,,,
20/9/2006,3.784,2,,,,,,,,,,,,,,,,
21/9/2006,3.786,2,,,,,,,,,,,,,,,,
22/9/2006,3.708,2,,,,,,,,,,,,,,,,
25/9/2006,3.683,2,,,,,,,,,,,,,,,,
26/9/2006,3.666,2,,,,,,,,,,,,,,,,
27/9/2006,3.682,2,,,,,,,,,,,,,,,,
28/9/2006,3.697,2,,,,,,,,,,,,,,,,
29/9/2006,3.708,2,,,,,,,,,,,,,,,,
2/10/2006,3.711,2,,,,,,,,,,,,,,,,
3/10/2006,3.752,2,,,,,,,,,,,,,,,,
4/10/2006,3.712,2,,,,,,,,,,,,,,,,
5/10/2006,3.726,2,,,,,,,,,,,,,,,,
6/10/2006,3.763,2.25,,,,,,,,,,,,,,,,
9/10/2006,3.778,2.25,,,,,,,,,,,,,,,,
10/10/2006,3.81,2.25,,,,,,,,,,,,,,,,
11/10/2006,3.813,2.25,,,,,,,,,,,,,,,,
12/10/2006,3.811,2.25,,,,,,,,,,,,,,,,
