Date,ust2yyield,30MA,S/S_A,S_U,S_L,s,Leakage Ratio,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
2005-01-11,3.2061,3.0349466666666682,1.056394181556183,4.5524200000000015,0.0,1.2182840152803232,,,,,,,,,,,,,,,,
2005-01-12,3.2064,3.0416600000000007,1.0541612145999222,4.562490000000001,0.0,1.213262968128268,,,,,,,,,,,,,,,,
2005-01-13,3.1734,3.046180000000001,1.041763782836208,4.569270000000001,0.0,1.185835577934013,,,,,,,,,,,,,,,,
2005-01-14,3.2244,3.0564700000000005,1.0549424663091735,4.5847050000000005,0.0,1.2150168240883203,,,,,,,,,,,,,,,,
2005-01-17,3.2246,3.0670400000000004,1.051372006886118,4.6005600000000015,0.0,1.2070263658947011,,,,,,,,,,,,,,,,
2005-01-18,3.2249,3.0768000000000004,1.0481344253770148,4.6152000000000015,0.0,1.1998356527671816,,,,,,,,,,,,,,,,
2005-01-19,3.2165,3.0876466666666667,1.0417318907387934,4.631469999999998,0.0,1.1857659828508091,,,,,,,,,,,,,,,,
2005-01-20,3.1833,3.0962900000000007,1.0281013729334136,4.644435000000001,0.0,1.1564561977358168,,,,,,,,,,,,,,,,
2005-01-21,3.1419,3.1032766666666682,1.0124459845131435,4.654915000000001,0.0,1.1238193017916969,,,,,,,,,,,,,,,,
2005-01-24,3.1842,3.1108433333333343,1.0235809582181892,4.666265000000001,0.0,1.1469225802530076,,,,,,,,,,,,,,,,
2005-01-25,3.2098,3.119260000000001,1.0290261151683409,4.678890000000002,0.0,1.1584177408283662,,,,,,,,,,,,,,,,
2005-01-26,3.2523,3.1299200000000007,1.0391000408956137,4.694880000000001,0.0,1.1800393760937486,,,,,,,,,,,,,,,,
2005-01-27,3.2796,3.1398300000000012,1.0445151489093354,4.709745000000002,0.0,1.1918579287025834,,,,,,,,,,,,,,,,
