Date,Close,90MA,S/S_A,S_U,S_L,s,Leakage Ratio,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
1990-05-09,18.639999,21.696555588888888,0.8591224963627778,39.325007004861114,4.068104172916667,0.8835666734526354,,,,,,,,,,,,,,,,
1990-05-10,18.59,21.71155558888889,0.8562260738937391,39.35219450486111,4.070916672916667,0.887888574548803,,,,,,,,,,,,,,,,
1990-05-11,19.809998999999998,21.729555566666665,0.9116614897724241,39.38481946458333,4.07429166875,0.8082486750787026,,,,,,,,,,,,,,,,
1990-05-14,20.139999,21.739777788888887,0.9264123670249044,39.403347242361114,4.076208335416667,0.7880837640340462,,,,,,,,,,,,,,,,
1990-05-15,19.49,21.732888888888887,0.8967974805210739,39.390861111111114,4.074916666666667,0.8289880786260079,,,,,,,,,,,,,,,,
1990-05-16,17.709999,21.704555544444442,0.8159576897916759,39.339506924305546,4.069604164583333,0.9499943883445712,,,,,,,,,,,,,,,,
1990-05-17,17.27,21.649777755555554,0.7976987198202689,39.24022218194444,4.059333329166666,0.9794784204509079,,,,,,,,,,,,,,,,
1990-05-18,17.200001,21.59155553333333,0.7966077744350751,39.134694404166666,4.0484166625,0.9812678731954754,,,,,,,,,,,,,,,,
1990-05-21,16.719998999999998,21.554555533333332,0.7757060438635874,39.06763190416667,4.0414791625,1.0161857935121228,,,,,,,,,,,,,,,,
1990-05-22,17.84,21.478999988888887,0.8305787052110738,38.93068747986111,4.027312497916666,0.926995974889228,,,,,,,,,,,,,,,,
1990-05-23,17.18,21.37722221111111,0.8036591391687201,38.74621525763889,4.008229164583334,0.9697578217887108,,,,,,,,,,,,,,,,
1990-05-24,17.700001,21.30522222222222,0.8307822756027475,38.615715277777774,3.994729166666666,0.9266794690305936,,,,,,,,,,,,,,,,
1990-05-25,17.32,21.22922222222222,0.8158565499337916,38.47796527777777,3.980479166666666,0.9501553347357016,,,,,,,,,,,,,,,,
1990-05-29,18.75,21.167111111111108,0.8858081720068871,38.36538888888888,3.968833333333333,0.8446025822638887,,,,,,,,,,,,,,,,
1990-05-30,17.440001000000002,21.1108889,0.8261140060284248,38.26348613124999,3.95829166875,0.9339628823271366,,,,,,,,,,,,,,,,
1990-05-31,17.370001000000002,21.007222233333326,0.8268585349869844,38.075590297916655,3.93885416875,0.9327977101205404,,,,,,,,,,,,,,,,
1990-06-01,17.09,20.922444466666665,0.8168261613611899,37.92193059583333,3.9229583375,0.9486134329336152,,,,,,,,,,,,,,,,
1990-06-04,18.389999,20.844666688888886,0.8822400124921483,37.780958373611114,3.908375004166666,0.8497254019305605,,,,,,,,,,,,,,,,
1990-06-05,18.969998999999998,20.770666688888888,0.9133071790202988,37.6468333736111,3.8945000041666655,0.8059787088512298,,,,,,,,,,,,,,,,
1990-06-06,17.42,20.67222223333333,0.8426766993589485,37.46840279791665,3.8760416687499992,0.9083581254963112,,,,,,,,,,,,,,,,
1990-06-07,16.879998999999998,20.565999988888887,0.8207721000252693,37.275874979861115,3.856124997916666,0.9423629071222588,,,,,,,,,,,,,,,,
1990-06-08,17.58,20.45855554444444,0.8592982022513257,37.08113192430555,3.8359791645833328,0.8833050936069012,,,,,,,,,,,,,,,,
1990-06-11,16.34,20.35833331111111,0.8026197307164632,36.89947912638888,3.817187495833332,0.9714461618139986,,,,,,,,,,,,,,,,
1990-06-12,16.6,20.266444411111106,0.8190879299429075,36.73293049513888,3.799958327083332,0.945025922851675,,,,,,,,,,,,,,,,
1990-06-13,17.379998999999998,20.18933328888888,0.8608505665496646,36.593166586111096,3.7854999916666654,0.8809969994785742,,,,,,,,,,,,,,,,
1990-06-14,17.4,20.109999944444443,0.865241175935801,36.449374899305546,3.7706249895833333,0.8744976261145246,,,,,,,,,,,,,,,,
1990-06-15,15.9,20.012333266666666,0.7945100547812519,36.27235404583333,3.7523124874999993,0.9847177391277736,,,,,,,,,,,,,,,,
1990-06-18,17.709999,19.939222133333327,0.8881990923002643,36.139840116666655,3.7386041499999987,0.8411845548066783,,,,,,,,,,,,,,,,
1990-06-19,15.23,19.844333244444442,0.7674735055290278,35.96785400555555,3.720812483333332,1.0302806723891071,,,,,,,,,,,,,,,,
1990-06-20,15.27,19.750777677777773,0.7731341139635611,35.79828454097221,3.703270814583332,1.0205678790942805,,,,,,,,,,,,,,,,
1990-06-21,14.72,19.643444355555552,0.7493594164832348,35.60374289444444,3.6831458166666655,1.0620114247688717,,,,,,,,,,,,,,,,
1990-06-22,19.360001,19.594555477777774,0.9880296096513248,35.51513180347221,3.6739791520833327,0.7079895740650781,,,,,,,,,,,,,,,,
1990-06-25,17.059998999999998,19.539111033333327,0.873120530964586,35.41463874791665,3.66358331875,0.8629387819476217,,,,,,,,,,,,,,,,
1990-06-26,16.290001,19.501111055555555,0.8353370714926132,35.34576378819445,3.6564583229166665,0.9196238629078796,,,,,,,,,,,,,,,,
1990-06-27,16.0,19.447999933333328,0.8227067078798393,35.249499879166656,3.6464999875,0.9393126246224404,,,,,,,,,,,,,,,,
1990-06-28,16.18,19.374666588888886,0.8351111450495368,35.116583192361105,3.632749985416666,0.9199726633346074,,,,,,,,,,,,,,,,
1990-06-29,15.5,19.281444377777774,0.8038816852260322,34.94761793472222,3.6152708208333326,0.9693967042414041,,,,,,,,,,,,,,,,
1990-07-02,16.26,19.211666588888885,0.8463607217399876,34.821145692361114,3.6021874854166662,0.9027509304892058,,,,,,,,,,,,,,,,
1990-07-03,16.110001,19.127444366666666,0.8422453460680219,34.668492914583325,3.586395818749999,0.9090167193538984,,,,,,,,,,,,,,,,
1990-07-05,17.25,19.057333266666664,0.9051633698494488,34.54141654583333,3.5732499875,0.8172624798782538,,,,,,,,,,,,,,,,
1990-07-06,16.41,18.987555477777775,0.8642502727223399,34.41494430347222,3.5601666520833333,0.8759607632811969,,,,,,,,,,,,,,,,
1990-07-09,16.66,18.928333255555557,0.8801620182331803,34.307604025694445,3.549062485416666,0.8527209227194793,,,,,,,,,,,,,,,,
1990-07-10,16.92,18.872999922222213,0.8965188401276557,34.20731235902777,3.5386874854166663,0.8293809957671934,,,,,,,,,,,,,,,,
1990-07-11,16.68,18.821222144444445,0.8862336288254012,34.11346513680556,3.528979152083333,0.8439934997991929,,,,,,,,,,,,,,,,
1990-07-12,17.059998999999998,18.7659999,0.9090908606473986,34.01337481875,3.5186249812500003,0.8118047914955772,,,,,,,,,,,,,,,,
1990-07-13,17.09,18.727555466666665,0.9125590379597932,33.94369428333333,3.51141665,0.8070100115558608,,,,,,,,,,,,,,,,
1990-07-16,16.75,18.701444355555555,0.8956527464695074,33.896367894444445,3.506520816666667,0.8306032807384229,,,,,,,,,,,,,,,,
1990-07-17,16.66,18.667222133333333,0.8924734425402742,33.83434011666667,3.50010415,0.8351029628167469,,,,,,,,,,,,,,,,
1990-07-18,18.9,18.65166658888889,1.013314274621392,33.80614569236111,3.4971874854166667,0.6768931956518586,,,,,,,,,,,,,,,,
1990-07-19,18.559998999999998,18.634888800000002,0.9959812048891858,33.775735950000005,3.4940416500000007,0.6981056629071976,,,,,,,,,,,,,,,,
1990-07-20,15.63,18.574666588888885,0.8414686705251361,33.666583192361124,3.4827499854166675,0.9102036488499078,,,,,,,,,,,,,,,,
1990-07-23,23.68,18.619444366666666,1.2717887566179449,33.74774291458333,3.49114581875,0.40458356759341,,,,,,,,,,,,,,,,
1990-07-24,21.790001,18.6525555,1.1682045926629194,33.807756843750006,3.49735415625,0.5049918093308273,,,,,,,,,,,,,,,,
1990-07-25,20.190001000000002,18.681111055555558,1.0807708888383123,33.85951378819445,3.502708322916667,0.5983732129243308,,,,,,,,,,,,,,,,
1990-07-26,20.26,18.702999933333327,1.0832486805441148,33.89918737916667,3.5068124875000004,0.5956032115978727,,,,,,,,,,,,,,,,
1990-07-27,21.120001000000002,18.725888844444444,1.1278503880613302,33.94067353055556,3.5111041583333336,0.54701053569829,,,,,,,,,,,,,,,,
1990-07-30,21.16,18.737666622222225,1.1292761487657683,33.96202075277778,3.5133124916666683,0.5454954824335244,,,,,,,,,,,,,,,,
1990-07-31,21.110001,18.719555522222226,1.1276977690490595,33.92919438402778,3.5099166604166667,0.5471728490238265,,,,,,,,,,,,,,,,
1990-08-01,21.639999,18.732666633333334,1.1552012013865285,33.95295827291667,3.51237499375,0.5183397313911681,,,,,,,,,,,,,,,,
1990-08-02,20.43,18.741999966666672,1.0900650963790148,33.96987493958334,3.514124993750001,0.5880222782061526,,,,,,,,,,,,,,,,
1990-08-03,28.74,18.827888855555557,1.5264589790437213,34.125548550694454,3.530229160416668,0.19361538505820727,,,,,,,,,,,,,,,,
1990-08-06,35.91,19.00722218888889,1.8892818552409,34.450590217361125,3.563854160416668,-0.04616803649635299,,,,,,,,,,,,,,,,
1990-08-07,32.75,19.165999977777787,1.7087550891146992,34.738374959722236,3.5936249958333337,0.06597210511703139,,,,,,,,,,,,,,,,
1990-08-08,28.27,19.260888866666672,1.467741192823385,34.910361070833346,3.611416662500001,0.23845932370796485,,,,,,,,,,,,,,,,
1990-08-09,24.389999,19.278111077777787,1.2651653941404446,34.94157632847223,3.614645827083335,0.41071078652337795,,,,,,,,,,,,,,,,
1990-08-10,25.75,19.337111066666672,1.3316363499813513,35.04851380833335,3.625708325000001,0.3508577428796709,,,,,,,,,,,,,,,,
1990-08-13,25.74,19.378333277777788,1.328287610241356,35.12322906597223,3.633437489583335,0.3537889057506544,,,,,,,,,,,,,,,,
1990-08-14,24.18,19.41133328888889,1.2456640479116754,35.18304158611113,3.639624991666668,0.4289724396284033,,,,,,,,,,,,,,,,
1990-08-15,23.309998999999998,19.42855550000001,1.1997803439375607,35.21425684375001,3.6428541562500016,0.4733022635781528,,,,,,,,,,,,,,,,
1990-08-16,27.16,19.482555511111126,1.394067630630404,35.3121318638889,3.652979158333335,0.29772815604359193,,,,,,,,,,,,,,,,
1990-08-17,27.530001000000002,19.54744440000001,1.4083682980062595,35.429742975000025,3.665145825000002,0.28594549051161466,,,,,,,,,,,,,,,,
1990-08-20,26.459999,19.644444388888896,1.3469456542617235,35.605555454861125,3.683333322916668,0.33756580914363565,,,,,,,,,,,,,,,,
1990-08-21,28.9,19.74555551111112,1.4636205086120535,35.788819363888905,3.702291658333335,0.24168319283257794,,,,,,,,,,,,,,,,
1990-08-22,30.549999,19.854444388888897,1.5386982582648665,35.98618045486113,3.722708322916669,0.18451601829944864,,,,,,,,,,,,,,,,
1990-08-23,36.470001,20.0332221888889,1.8204760400564768,36.31021521736113,3.7562291604166687,-0.0048963257514529675,,,,,,,,,,,,,,,,
1990-08-24,33.93,20.158333300000013,1.6831748684302181,36.536979106250016,3.779687493750002,0.08293029378687783,,,,,,,,,,,,,,,,
1990-08-27,29.629998999999998,20.237999966666678,1.464077431011096,36.68137493958335,3.7946249937500016,0.24132520108053385,,,,,,,,,,,,,,,,
1990-08-28,29.120001000000002,20.30233331111112,1.4343179453202617,36.797979126388896,3.806687495833335,0.2649131538716836,,,,,,,,,,,,,,,,
1990-08-29,27.379998999999998,20.33811107777779,1.3462410002232923,36.86282632847225,3.813395827083337,0.3381737447115249,,,,,,,,,,,,,,,,
1990-08-30,29.889999,20.429111055555566,1.4631081557448191,37.02776378819446,3.8304583229166687,0.24208476599454964,,,,,,,,,,,,,,,,
1990-08-31,29.9,20.5295554888889,1.4564367950481254,37.20981932361113,3.849291654166669,0.2473284351865252,,,,,,,,,,,,,,,,
1990-09-04,29.58,20.633222155555565,1.4336103094802128,37.39771515694447,3.868729154166669,0.2654808684520711,,,,,,,,,,,,,,,,
1990-09-05,28.52,20.70355547777779,1.3775411682603025,37.525194303472254,3.8819166520833366,0.3115199140799376,,,,,,,,,,,,,,,,
1990-09-06,30.190001000000002,20.822111044444455,1.4499010660139091,37.740076268055574,3.9041458208333353,0.25249230023824604,,,,,,,,,,,,,,,,
1990-09-07,28.73,20.9365554888889,1.3722410076121216,37.94750682361113,3.9256041541666686,0.31598362405921243,,,,,,,,,,,,,,,,
1990-09-10,29.34,21.04788882222223,1.3939640335339956,38.14929849027779,3.946479154166668,0.2978140207241187,,,,,,,,,,,,,,,,
1990-09-11,28.379998999999998,21.165333266666675,1.3408718229207246,38.36216654583335,3.9684999875000013,0.3428181434624096,,,,,,,,,,,,,,,,
1990-09-12,28.120001000000002,21.28577771111112,1.3210699360691642,38.58047210138891,3.9910833208333347,0.3601359274966669,,,,,,,,,,,,,,,,
1990-09-13,29.33,21.41555548888889,1.3695652216547631,38.81569432361112,4.0154166541666685,0.3182447192551596,,,,,,,,,,,,,,,,
1990-09-14,30.559998999999998,21.54966658888889,1.4181193418443359,39.058770692361115,4.040562485416668,0.2779902431712981,,,,,,,,,,,,,,,,
1990-09-17,29.549999,21.670888811111126,1.3635803892293101,39.278485970138895,4.0632916520833335,0.3233206104533913,,,,,,,,,,,,,,,,
1990-09-18,28.82,21.784555477777786,1.322955615477167,39.48450680347224,4.084604152083335,0.3584738220692229,,,,,,,,,,,,,,,,
1990-09-19,27.879998999999998,21.874222144444452,1.2745595622050896,39.647027636805575,4.101416652083335,0.4020314141069406,,,,,,,,,,,,,,,,
1990-09-20,28.66,21.968888822222233,1.304572126151847,39.81861099027779,4.119166654166668,0.3747967264705483,,,,,,,,,,,,,,,,
1990-09-21,30.040001,22.086111055555566,1.3601308498556923,40.03107628819446,4.141145822916669,0.32625800164606644,,,,,,,,,,,,,,,,
1990-09-24,30.559998999999998,22.228888833333343,1.374787522180314,40.289861010416686,4.167916656250002,0.3138365035549514,,,,,,,,,,,,,,,,
1990-09-25,28.809998999999998,22.35711104444445,1.2886279869848851,40.52226376805557,4.191958320833336,0.3891727186710709,,,,,,,,,,,,,,,,
1990-09-26,28.190001000000002,22.47922215555557,1.254046995261936,40.74359015694447,4.2148541541666695,0.42108149288005137,,,,,,,,,,,,,,,,
1990-09-27,28.67,22.611999944444452,1.2679108469148894,40.984249899305574,4.239749989583337,0.40816643317447787,,,,,,,,,,,,,,,,
1990-09-28,29.110001,22.73722217777779,1.2802795685591992,41.21121519722225,4.263229158333335,0.39678330253570937,,,,,,,,,,,,,,,,
1990-10-01,28.059998999999998,22.85811105555557,1.2275729578792178,41.43032628819447,4.285895822916669,0.4462169532820021,,,,,,,,,,,,,,,,
1990-10-02,27.280001000000002,22.96455550000001,1.1879176585847695,41.62325684375002,4.3058541562500015,0.4850902443920006,,,,,,,,,,,,,,,,
1990-10-03,27.9,23.082111055555572,1.208728262889318,41.83632628819446,4.327895822916668,0.4645017336246514,,,,,,,,,,,,,,,,
1990-10-04,27.51,23.179444388888893,1.1868274121871083,42.01274295486113,4.346145822916669,0.4861806298832471,,,,,,,,,,,,,,,,
1990-10-05,27.85,23.29511104444445,1.1955298236984286,42.22238876805558,4.367833320833337,0.4775100595678013,,,,,,,,,,,,,,,,
1990-10-08,28.040001,23.41366660000001,1.1975911965877222,42.43727071250002,4.3900624875000025,0.475467195353549,,,,,,,,,,,,,,,,
1990-10-09,30.709999,23.56499992222223,1.3032038659605467,42.711562359027795,4.4184374854166695,0.3760223401168874,,,,,,,,,,,,,,,,
1990-10-10,31.190001000000002,23.70722216666668,1.3156328810152382,42.969340177083346,4.445104156250002,0.3649438673255082,,,,,,,,,,,,,,,,
