Date,Close,30MA,S/S_A,S_U,S_L,s,Leakage Ratio,% change,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
2008-04-30,20.862499,16.76474993333333,1.2444264950543116,25.147124899999994,8.382374966666665,1.3642452201236015,,,,,,,,,,,,,,,,,
2008-05-01,21.35,17.005583266666665,1.2554700221220287,25.5083749,8.502791633333333,1.4084173686752104,,,,,,,,,,,,,,,,,
2008-05-02,20.6875,17.158916599999998,1.2056413864730833,25.738374899999997,8.579458299999999,1.2229564810621696,,,,,,,,,,,,,,,,,
2008-05-05,21.264999,17.369999899999996,1.2242371400359078,26.054999849999994,8.684999949999998,1.2882139856201271,,,,,,,,,,,,,,,,,
2008-05-06,21.8825,17.57233323333333,1.2452814153609733,26.35849985,8.786166616666666,1.367595932878041,,,,,,,,,,,,,,,,,
2008-05-07,22.125,17.776833233333328,1.2445973762364728,26.665249849999995,8.888416616666666,1.3649140622824845,,,,,,,,,,,,,,,,,
2008-05-08,21.825001,17.980083266666668,1.2138431550237276,26.970124900000002,8.990041633333334,1.2512152094756035,,,,,,,,,,,,,,,,,
2008-05-09,20.715,18.147583266666672,1.1414743051791991,27.2213749,9.073791633333334,1.02575494837055,,,,,,,,,,,,,,,,,
2008-05-12,20.475,18.310416600000003,1.1182159558292082,27.4656249,9.155208300000002,0.9629001596303092,,,,,,,,,,,,,,,,,
2008-05-13,20.594998999999998,18.4834999,1.1142369741349687,27.725249850000004,9.24174995,0.9525320206744208,,,,,,,,,,,,,,,,,
2008-05-14,20.557501000000002,18.6494166,1.102313356011362,27.9741249,9.3247083,0.9220909104638284,,,,,,,,,,,,,,,,,
2008-05-15,20.5625,18.788999933333333,1.0943903386534333,28.1834999,9.394499966666666,0.9023640071008674,,,,,,,,,,,,,,,,,
2008-05-16,20.592501000000002,18.938083266666666,1.087359301891196,28.40712489999999,9.469041633333333,0.8851780450397443,,,,,,,,,,,,,,,,,
2008-05-19,20.83,19.0904166,1.0911233859611005,28.635624900000003,9.5452083,0.8943418456195501,,,,,,,,,,,,,,,,,
2008-05-20,20.684998999999998,19.212499933333326,1.0766427623566004,28.8187499,9.606249966666663,0.8595389229176316,,,,,,,,,,,,,,,,,
