Date,GTFRF2Y,15MA,S/S_A,S_U,S_L,s,Leakage Ratio,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
2008-12-02,2.386,2.4395333333333302,0.9780559123329612,6.098833333333325,0.0,0.4963022092020636,0.000955077646293,0.078324283119339,0.015071904990951,0.04878334933707505,0.10786521690160296,5.196707593788708,0.510230562731434,0.0041178986245509995,0.502159481427314,0.5183016440355539,123.90556671050064,0.012356082085742999,0.00033188632877800004,0.01170558488133812,0.01300657929014788,37.22986159524715
2008-12-03,2.373,2.428399999999997,0.9771866249382324,6.070999999999992,0.0,0.4957312031833649,0.0009545683018769999,0.07817649004849701,0.015045367801613,0.04868756915733553,0.10766541093965848,5.196050444185003,0.509983867187669,0.004118384275735,0.5019118340072284,0.5180559003681096,123.83105437548686,0.012338143095584998,0.00033136276769299997,0.011688672070906715,0.012987614120263278,37.234548653364854
2008-12-04,2.436,2.42433333333333,1.0048123195380183,6.060833333333325,0.0,0.5140389941402813,0.0009503567737380001,0.078970183667569,0.015096219234955,0.0493815939670572,0.1085587733680808,5.231123265930943,0.5102345052907321,0.004091050961847,0.502216045405512,0.5182529651759522,124.71966495874314,0.0123762712579,0.00033246281464599997,0.01172464414119384,0.01302789837460616,37.22603164225103
2008-12-05,2.388,2.4191333333333302,0.987130377270098,6.047833333333324,0.0,0.5022824721424995,0.000949795833959,0.079251221878628,0.015119573096973,0.049616858608560924,0.10888558514869508,5.241630922403184,0.509973045033917,0.004080083773635,0.5019760808375925,0.5179700092302416,124.990826984802,0.012391438338605,0.000332906850995,0.0117389409106548,0.0130439357665552,37.221938513928684
2008-12-08,2.592,2.429599999999996,1.0668422785643743,6.073999999999992,0.0,0.5564105252775609,0.00098447817708,0.080269588837922,0.0155185093982,0.049853310417449996,0.110685867258394,5.172506377914897,0.510953243772879,0.004140318499201,0.5028382195144451,0.5190682680313129,123.40916378087921,0.012708641885324,0.000342103339377,0.01203811934014508,0.01337916443050292,37.148546718231366
2008-12-09,2.61,2.4413999999999962,1.0690587367903677,6.103499999999992,0.0,0.5579582781173501,0.000990716130753,0.07973542807560001,0.015472440992977,0.049409443729365086,0.11006141242183493,5.153383885050316,0.51098818884507,0.0041674529262990005,0.502819981109524,0.5191563965806161,122.6140277723323,0.012706785792151001,0.00034197815720400003,0.01203650860403116,0.01337706298027084,37.15671754017699
2008-12-10,2.55,2.4495333333333296,1.0410146150287145,6.123833333333324,0.0,0.5385494795383834,0.000971542176878,0.08184923229917099,0.015494465890738,0.0514800791533245,0.11221838544501747,5.282481685805987,0.510679763932949,0.004068294044671,0.5027059076053938,0.5186536202605042,125.52675847063372,0.012745076742078,0.00034302846367500003,0.012072740953275,0.013417412530881,37.15457488729312
2008-12-11,2.471,2.4610666666666625,1.0040361902698034,6.152666666666657,0.0,0.5135200439713056,0.0009603387448660001,0.083746944587221,0.015578791543442,0.05321251316207468,0.11428137601236732,5.375702239399748,0.510277368853406,0.003993861005579,0.5024494012824712,0.5181053364243409,127.76543002890243,0.01281238146373,0.000344969491384,0.01213624126061736,0.01348852166684264,37.14062194988146
2008-12-12,2.51,2.4712666666666627,1.015673473792119,6.178166666666657,0.0,0.5213295801948806,0.000960573512988,0.08379504380392401,0.015590558335427,0.05323754946648709,0.11435253814136093,5.374730141223759,0.510354226131539,0.003994054789044001,0.5025258787450128,0.5181825735180653,127.77847402882195,0.012818591953331996,0.000345156733638,0.012142084755401515,0.013495099151262476,37.13846697471815
2008-12-15,2.375,2.4662666666666624,0.9629939990268708,6.165666666666657,0.0,0.4864543629836597,0.0009691009180680001,0.084910739732086,0.015766969856642,0.05400747881306768,0.11581400065110432,5.3853556202694595,0.509815570490668,0.0039806008136209995,0.5020135928959708,0.5176175480853651,128.07503046929475,0.012953954223686,0.00034910629875699995,0.01226970587812228,0.01363820256924972,37.106045550648396
2008-12-16,2.305,2.4525999999999963,0.9398189676261942,6.13149999999999,0.0,0.47148887095210607,0.0009834502151429998,0.08401600968317,0.015778052540024,0.05309102670472296,0.11494099266161704,5.324865630282737,0.509409926806668,0.004028936151074001,0.501513211950563,0.517306641662773,126.43782569522236,0.012975404717767001,0.00034971300648700004,0.012289967225052479,0.01366084221048152,37.103008687394436
2008-12-17,2.122,2.430533333333329,0.8730594108289005,6.076333333333322,0.0,0.4295894198718192,0.001093971084184,0.078018893572547,0.01594812464498,0.0467605692683862,0.1092772178767078,4.892041873845214,0.508672118069572,0.0044077665341709996,0.5000328956625969,0.5173113404765471,115.40359820016256,0.013178069002418,0.000355548427927,0.01248119408368108,0.01387494392115492,37.06406207240143
2008-12-18,2.092,2.4041999999999955,0.8701439148157408,6.010499999999987,0.0,0.4277990122513907,0.0011224782635659999,0.075999735683405,0.015770410514818003,0.04508973107436171,0.10690974029244828,4.819134898992846,0.5084860306122739,0.004522463570114,0.4996220020148505,0.5173500592096973,112.43562777873785,0.013172388151861999,0.000355088879849,0.01247641394735796,0.013868362356366041,37.096031161137326
2008-12-19,2.033,2.3755999999999955,0.8557838019868681,5.9389999999999885,0.0,0.4190269365792369,0.0011847304471760002,0.0720750774724,0.015582392844793999,0.04153358749660376,0.10261656744819624,4.625417815498056,0.508124866758846,0.004770062616219,0.4987755440310568,0.5174741894866353,106.52373095294723,0.013173996812981002,0.00035482741582399996,0.012478535077965962,0.013869458547996042,37.12790000288075
2008-12-22,1.98,2.3481999999999954,0.8431990460778485,5.8704999999999865,0.0,0.4114021250132827,0.0012581149265899999,0.067689799113931,0.0153334217634,0.037636292457666996,0.09774330577019502,4.4145266567637185,0.5079773139825751,0.005070426892707,0.4980392772728693,0.5179153506922808,100.18432860421386,0.013154487252395,0.000353894557326,0.012460853920036041,0.013848120584753959,37.170640181050175
2008-12-23,1.943,2.3186666666666613,0.8379815986198984,5.7966666666666535,0.0,0.40825796367300826,0.0013130253139649998,0.06478309488503,0.015079310121338002,0.03522764704720751,0.09433854272285247,4.296157739561089,0.5078032210290171,0.005293032329107,0.4974288776639674,0.5181775643940668,95.93805392734163,0.013144531656394001,0.000353202031852,0.01245225567396408,0.01383680763882392,37.215334202567405
2008-12-24,1.944,2.2900666666666623,0.8488835841751351,5.725166666666652,0.0,0.4148390571114012,0.001309714648736,0.064946317186943,0.014859624229625,0.035821453696877996,0.094071180677008,4.370656766505831,0.507858291731896,0.005277460378992001,0.4975144693890717,0.5182021140747203,96.23156883442962,0.013145190265241002,0.00035283263773900004,0.012453638295272565,0.013836742235209441,37.25616300542666
2008-12-25,1.9680000000000002,2.258866666666662,0.8712333618628829,5.6471666666666565,0.0,0.4284676671895251,0.0012703943458510002,0.067146503608206,0.014719987094868997,0.03829532890226276,0.09599767831414924,4.561587124733942,0.5080972373525791,0.0051105387928859995,0.4980805813185225,0.5181138933866356,99.42146179574249,0.013166925862174,0.000353154098584,0.012474743828949359,0.013859107895398641,37.283797398806456
2008-12-26,1.966,2.230733333333329,0.8813245270613568,5.5768333333333215,0.0,0.43468252635177584,0.001266805364188,0.067347895002744,0.014598214714973,0.03873539416139693,0.09596039584409108,4.613433650463183,0.508073692090024,0.005094767332168001,0.4980879481189746,0.5180594360610732,99.72461134428923,0.013167711705447999,0.000352963538852,0.012475903169298079,0.01385952024159792,37.306152777911365
2008-12-29,1.892,2.1840666666666624,0.8662739232624174,5.460166666666657,0.0,0.4254273891849301,0.001324849462918,0.064489321368554,0.01447899265784,0.0361104957591876,0.0928681469779204,4.453992269526768,0.507760218593644,0.005322735474549,0.497327657063528,0.51819278012376,95.3945994539022,0.013173054912789,0.000352927435645,0.0124813171389248,0.0138647926866532,37.32510874005962
2008-12-30,1.9180000000000001,2.137933333333329,0.8971280676042301,5.344833333333323,0.0,0.4444937538926033,0.0012706642768529999,0.067645588510785,0.014423908149203997,0.03937472853834517,0.09591644848322484,4.689823854328724,0.508106211424364,0.00509006329987,0.4981296873566188,0.5180827354921091,99.82316161713949,0.013217289351658999,0.00035399152256499996,0.0125234659674316,0.0139111127358864,37.33786972036491
2008-12-31,1.9080000000000001,2.095133333333329,0.910681897731252,5.237833333333323,0.0,0.4529856741291961,0.0012588334590260002,0.06833642397893401,0.014364362418491003,0.04018227363869165,0.09649057431917638,4.757358662224238,0.50814627406939,0.005040509262466,0.4982668759149566,0.5180256722238233,100.81248691542238,0.013223141080646005,0.00035404099320399997,0.012529220733966165,0.013917061427325845,37.34918084200955
2009-01-01,1.903,2.0572666666666626,0.9250137723192604,5.143166666666657,0.0,0.4620442039644797,0.001243825779405,0.069161432207632,0.014322337115968,0.04108965146033472,0.09723321295492927,4.828920842152608,0.5084087555356189,0.004982190689686,0.4986436617838344,0.5181738492874035,102.0452221124602,0.013226601595371,0.000354056016149,0.01253265180371896,0.01392055138702304,37.3573699982289
2009-01-02,1.879,2.015199999999996,0.9324136562127846,5.037999999999991,0.0,0.4667536561104715,0.001241751153157,0.06928065054758299,0.014289459674103997,0.041273309586339166,0.09728799150882683,4.8483744051664655,0.508379581832473,0.004973441350931,0.4986316367846482,0.5181275268802977,102.21887541456577,0.013226572291565,0.00035399839752199986,0.01253273543242188,0.01392040915070812,37.3633676992764
2009-01-05,1.845,1.9798666666666629,0.9318809347430821,4.9496666666666576,0.0,0.46641387835374,0.001248307024414,0.068892099066727,0.014254131498914,0.040954001328855565,0.09683019680459844,4.833131999096182,0.508205101216068,0.004999028359701,0.4984070056310541,0.5180031968010821,101.66077578452992,0.013221932070687002,0.000353818663926,0.012528447489392042,0.01391541665198196,37.369232939809365
2009-01-06,1.889,1.9521333333333293,0.967659312888466,4.880333333333324,0.0,0.4894943046575548,0.0012025662271039999,0.07090497531550399,0.014177040554229999,0.0431179758292132,0.0986919748017948,5.001394687719103,0.5079610717459361,0.004834636099862,0.4984851849902066,0.5174369585016656,105.06707459543226,0.013162490405942,0.00035208228964399995,0.012472409118239759,0.01385257169364424,37.38469895564647
2009-01-07,2.0180000000000002,1.9451999999999965,1.0374254575365025,4.862999999999991,0.0,0.536092463843356,0.0011869115373139998,0.07404452932121901,0.014435084140446999,0.04575176440594289,0.10233729423649512,5.129483735654005,0.5085271008636061,0.004704993805174,0.499305313005465,0.5177488887217472,108.08241666639914,0.013370347999333001,0.000358054858728,0.01266856047622612,0.014072135522439879,37.34161867498608
2009-01-08,1.955,1.936066666666663,1.0097792775730885,4.840166666666658,0.0,0.5173664870308321,0.00117005997789,0.075574010688235,0.014506766423483,0.04714074849820832,0.10400727287826167,5.2095696919679675,0.508141869662297,0.004620410752245999,0.4990858645878948,0.5171978747366992,109.9776398484134,0.013406418854293998,0.00035913206125,0.012702520014243998,0.014110317694343996,37.33005292716053
2009-01-09,1.867,1.9249999999999965,0.9698701298701315,4.812499999999991,0.0,0.4909381176342989,0.001158497471605,0.07722904544049801,0.014629188115398001,0.04855583673431793,0.10590225414667807,5.279106730414668,0.507509925037012,0.004544241522377,0.4986032116531531,0.5164166384208709,111.68198753036178,0.013476904293248998,0.00036121896113800004,0.012768915129418518,0.014184893457079475,37.30951512289159
2009-01-12,1.835,1.9153333333333296,0.9580577793247494,4.788333333333324,0.0,0.4832479278142644,0.0011727408186740001,0.076308690110278,0.014663790385433997,0.04756766095482736,0.10504971926572862,5.2038857692673215,0.5074209582774389,0.0045987335128029995,0.498407440592345,0.5164344759625328,110.3392829492618,0.013477278917508002,0.000361298504992,0.012769133847723685,0.014185423987292322,37.30233790422738
2009-01-13,1.854,1.9093999999999964,0.9709856499423921,4.773499999999991,0.0,0.4916674197144968,0.001166923001118,0.076760893236551,0.014699082545135,0.0479506914480864,0.1055710950250156,5.222155396491652,0.507539340919685,0.00457390427534,0.4985744885400186,0.5165041932993514,110.96413706252821,0.013485155581884,0.000361566913125,0.012776484432159,0.014193826731608999,37.29643142768228
2009-01-14,1.845,1.9027999999999965,0.9696237124237984,4.756999999999991,0.0,0.4907770871157061,0.0011529988535999998,0.077675380566692,0.014726813242028998,0.048810826612315165,0.10653993452106884,5.274418795847503,0.507331215360524,0.004518418889576,0.498475114336955,0.5161873163840929,112.28069547313879,0.013481304576307,0.000361505070881,0.012772754637380241,0.01418985451523376,37.29215898260815
2009-01-15,1.875,1.8965999999999965,0.988611198987664,4.741499999999991,0.0,0.503261767975346,0.001141722575139,0.07863210790318599,0.014788316030096,0.049647008484197834,0.10761720732217417,5.317177949346059,0.5074637195515721,0.00446919146059,0.4987041042888157,0.5162233348143285,113.54709773042444,0.013499346597801,0.00036208785730499997,0.0127896543974832,0.0142090387981188,37.281964378137204
2009-01-16,1.8330000000000002,1.8877333333333297,0.9710057917785018,4.719333333333324,0.0,0.4916805928863346,0.001150384971127,0.078196318508061,0.014837757252533999,0.04911431429309436,0.10727832272302763,5.270090161012004,0.507299781157441,0.004497454562359,0.4984847702152174,0.5161147920996646,112.79708869172352,0.013510676217945,0.0003624835366,0.012800208486208999,0.014221143949681,37.272523725240326
2009-01-19,1.868,1.8861333333333297,0.9903859748338772,4.715333333333324,0.0,0.504436726194525,0.001147639214561,0.07854262866998599,0.014886085946408997,0.04936590021502435,0.10771935712494762,5.276244471027884,0.50752607792071,0.004483382699267,0.4987386478301467,0.5163135080112734,113.20159619737557,0.013527407803501002,0.000363014000564,0.01281590036239556,0.01423891524460644,37.26414899278638
2009-01-20,1.851,1.881666666666663,0.9837023914969018,4.704166666666658,0.0,0.5000191522430856,0.00114591624226,0.078712426682075,0.014916358497888001,0.04947636402621452,0.10794848933793548,5.27691974507175,0.507408565557948,0.004474259331696,0.4986390172678238,0.5161781138480721,113.40615908502079,0.013530286142271005,0.0003631443679180001,0.012818523181151724,0.014242049103390287,37.25869747025142
2009-01-21,1.817,1.875599999999996,0.9687566645340178,4.68899999999999,0.0,0.4902106889214729,0.001157021754958,0.078009420964532,0.014938923785858,0.048729130344250325,0.10728971158481368,5.221890283581112,0.50732255589968,0.004515369336069001,0.4984724320009848,0.5161726797983752,112.35460892361459,0.013533694572711998,0.00036328236973500003,0.012821661128031398,0.0142457280173926,37.25392614721834
2009-01-22,1.827,1.8705333333333296,0.9767267802409314,4.676333333333324,0.0,0.4954292782797353,0.0011504915377039998,0.07848725767714,0.014956559783959,0.04917240050058036,0.10780211485369964,5.247681205494585,0.507321072135827,0.004488767591865,0.4985230876557716,0.5161190566158824,113.02012451151644,0.013536697948459001,0.00036339047158300003,0.01282445262415632,0.014248943272761681,37.25110867520317
2009-01-23,1.7890000000000001,1.8645333333333296,0.9594894164759744,4.6613333333333244,0.0,0.4841768226555512,0.001157570914787,0.078202719519433,0.014984925760947999,0.04883226502797492,0.10757317401089107,5.218759222900816,0.507090146101357,0.004509085020872,0.498252339460448,0.5159279527422662,112.45965506397415,0.013550562148453002,0.000363816498526,0.012837481811342042,0.014263642485563962,37.245595522360695
2009-01-26,2.005,1.8751999999999958,1.0692192832764529,4.687999999999991,0.0,0.5580704808312258,0.001197933898762,0.08137231688020599,0.015605189825678004,0.05078614482187711,0.11195848893853487,5.214439413374413,0.50855024512516,0.004514078690952,0.4997026508908941,0.5173978393594261,112.65870179546008,0.014081590082945,0.00037921821853400015,0.013338322374618359,0.01482485779127164,37.133210892101566
2009-01-27,2.001,1.882666666666663,1.0628541076487272,4.706666666666657,0.0,0.5536316042860587,0.001194429971444,0.081620786959088,0.015570637900125,0.05110233667484299,0.112139237243333,5.241968086511943,0.5084611273194269,0.004498754182679,0.4996435691213761,0.5172786855174778,113.02265175480316,0.014081198113734001,0.000379138717839,0.013338086226769559,0.01482431000069844,37.13996342554145
2009-01-28,1.9169999999999998,1.8759333333333297,1.02189132520701,4.689833333333324,0.0,0.5255273837744977,0.001172258820424,0.08409452806427001,0.015643778747966002,0.05343272171825664,0.11475633441028338,5.375589198690664,0.508080129560545,0.00438515216388,0.4994852313193402,0.5166750278017499,115.86373985958818,0.014154408468163,0.000381225405227,0.013407206673918079,0.01490161026240792,37.12871249944544
2009-01-29,1.8230000000000002,1.8671333333333304,0.9763630520941212,4.667833333333325,0.0,0.4951905261482168,0.001167600256545,0.08560630631341001,0.015755199495041,0.05472611530312965,0.11648649732369035,5.4335272835077095,0.507516905902919,0.004331614722270001,0.4990269410472698,0.5160068707585682,117.16575421484151,0.014244762828139,0.00038386303331399996,0.013492391282843559,0.01499713437343444,37.1089727113314
2009-01-30,1.767,1.8604666666666632,0.9497617085319112,4.651166666666658,0.0,0.4778820763282089,0.0011832910367030002,0.08483317692957001,0.015784564324297,0.053895430853947886,0.11577092300519215,5.3744389256906056,0.507289751169423,0.004378553219189,0.4987077868598125,0.5158717154790334,115.85784750684772,0.014272060986812999,0.00038466522703500014,0.0135181171418244,0.0150260048318016,37.10255043543764
2009-02-02,1.742,1.8542666666666632,0.9394549507442312,4.6356666666666575,0.0,0.471255581086804,0.001193929314562,0.08414362519284599,0.015771385647329,0.05323170932408115,0.11505554106161082,5.335208146856486,0.507149241185821,0.004415045490252,0.4984957520249271,0.515802730346715,114.86840674813236,0.014275712824286003,0.00038474487746699995,0.013521612864450685,0.015029812784121325,37.104360994394774
2009-02-03,1.7269999999999999,1.8457999999999968,0.9356376638855798,4.6144999999999925,0.0,0.4688124438755834,0.00120223653649,0.08353118960223599,0.015742560941376,0.052675770157139035,0.11438660904733294,5.306073764827665,0.507125955280539,0.00444629312932,0.4984112207470718,0.5158406898140062,114.05589792008638,0.014272735230365,0.000384614531959,0.01351889074772536,0.015026579713004641,37.10919386655613
2009-02-04,1.716,1.8371999999999968,0.9340300457217522,4.592999999999991,0.0,0.4677853207742467,0.001207140689289,0.083194561618836,0.015712475819661998,0.05239810901229848,0.11399101422537353,5.294809205989533,0.5070084764686971,0.004463394657271,0.4982602229404459,0.5157567299969482,113.59257143948177,0.014271315886483,0.00038452008344099994,0.013517656522938641,0.01502497525002736,37.11461767811368
2009-02-05,1.65,1.8221999999999965,0.905498847546923,4.555499999999992,0.0,0.4497298016387539,0.00124737301466,0.08086560308129301,0.015696992460913,0.05009949785790353,0.11163170830468247,5.151662223362468,0.506747744552744,0.004600090040354,0.4977315680736501,0.5157639210318378,110.16039688513432,0.014299010825623001,0.00038526022153400003,0.013543900791416359,0.01505412085982964,37.11520169064272
2009-02-06,1.633,1.808866666666663,0.9027752183687778,4.522166666666657,0.0,0.4480231201156529,0.0012614882409889999,0.07995318540228,0.015624997763483,0.04932818978585332,0.11057818101870667,5.1170045981791175,0.506634802660786,0.004651383075016,0.4975180918337546,0.5157515134878173,108.921323935267,0.014296739184165,0.00038506729590400004,0.013542007284193159,0.01505147108413684,37.127897736969096
2009-02-09,1.676,1.7960666666666631,0.933150217141162,4.490166666666658,0.0,0.4672236359806456,0.001228170410326,0.082272656362166,0.015593877196458,0.051708657057108316,0.11283665566722367,5.275958975799484,0.5066299744621869,0.004524150760526,0.49776263897155604,0.5154973099528181,111.98344203791859,0.014309765306849,0.0003853334523419999,0.013554511740258679,0.015065018873439319,37.136057666124145
2009-02-10,1.6869999999999998,1.78513333333333,0.9450274489300536,4.462833333333325,0.0,0.4748328384438074,0.001218048143319,0.082997456293635,0.015581113537995999,0.052458473759162835,0.11353643882810716,5.326798761284682,0.506604938436709,0.004485408698109,0.4978135373884153,0.5153963394850026,112.94510100054713,0.014312955577917,0.000385386613689,0.01355759781508656,0.01506831334074744,37.13921311616481
2009-02-11,1.588,1.7698666666666631,0.8972427301491656,4.424666666666658,0.0,0.4445652921384516,0.001274712632651,0.080506620451428,0.015658522383708,0.04981591657936031,0.11119732432349567,5.141393196537544,0.50596151211687,0.00465564104381,0.4968364556710024,0.5150865685627376,108.67708815084178,0.014411549556209,0.000388221985185,0.0136506344652464,0.0151724646471716,37.121930509277426
2009-02-12,1.537,1.7505333333333295,0.8780181278086696,4.376333333333323,0.0,0.4326419524509527,0.0013243329368739995,0.077647015404736,0.015583205021851999,0.04710393356190608,0.10819009724756593,4.982737203024211,0.505662222646107,0.0048303583373290005,0.4961947203049422,0.5151297249872719,104.68420504920964,0.01442185829368,0.0003883802283630001,0.01366063304608852,0.01518308354127148,37.13334830269557
