Date,PX_Last,Bank's Rate,S_U,S_L,s,Leakage Ratio,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
1/1/2009,3.077,2,4,0,1.466420406,,,,,,,,,,,,,,,,
2/1/2009,3.095,2,4,0,1.486114696,,,,,,,,,,,,,,,,
5/1/2009,3.165,2,4,0,1.566617915,,,,,,,,,,,,,,,,
6/1/2009,3.295,2,4,0,1.735851837,,,,,,,,,,,,,,,,
7/1/2009,3.33,2,4,0,1.786771928,,,,,,,,,,,,,,,,
8/1/2009,3.283,2,4,0,1.7189738,,,,,,,,,,,,,,,,
9/1/2009,3.174,2,4,0,1.577454867,,,,,,,,,,,,,,,,
12/1/2009,3.142,2,4,0,1.539445541,,,,,,,,,,,,,,,,
13/1/2009,3.145,2,4,0,1.542948171,,,,,,,,,,,,,,,,
14/1/2009,3.081,2,4,0,1.470763518,,,,,,,,,,,,,,,,
15/1/2009,3.033,1,4,0,1.419851145,,,,,,,,,,,,,,,,
16/1/2009,3.097,1,4,0,1.488327087,,,,,,,,,,,,,,,,
19/1/2009,3.169,1,4,0,1.571419845,,,,,,,,,,,,,,,,
20/1/2009,3.212,1,4,0,1.62455155,,,,,,,,,,,,,,,,
21/1/2009,3.13,1,4,0,1.525556428,,,,,,,,,,,,,,,,
22/1/2009,3.26,1,4,0,1.687399454,,,,,,,,,,,,,,,,
23/1/2009,3.405,1,4,0,1.905488235,,,,,,,,,,,,,,,,
26/1/2009,3.517,1,4,0,2.114032986,,,,,,,,,,,,,,,,
27/1/2009,3.427,1,4,0,1.943163923,,,,,,,,,,,,,,,,
28/1/2009,3.4,1,4,0,1.897119985,,,,,,,,,,,,,,,,
29/1/2009,3.397,1,4,0,1.892132443,,,,,,,,,,,,,,,,
30/1/2009,3.428,1,4,0,1.944910649,,,,,,,,,,,,,,,,
2/2/2009,3.431,1,4,0,1.950169206,,,,,,,,,,,,,,,,
3/2/2009,3.476,1,4,0,2.032557956,,,,,,,,,,,,,,,,
4/2/2009,3.536,1,4,0,2.154165088,,,,,,,,,,,,,,,,
5/2/2009,3.521,1,4,0,2.122349043,,,,,,,,,,,,,,,,
6/2/2009,3.544,1,4,0,2.171556831,,,,,,,,,,,,,,,,
9/2/2009,3.582,1,4,0,2.258568208,,,,,,,,,,,,,,,,
10/2/2009,3.538,1,4,0,2.158484749,,,,,,,,,,,,,,,,
11/2/2009,3.355,1,4,0,1.824799323,,,,,,,,,,,,,,,,
12/2/2009,3.252,1,4,0,1.676646662,,,,,,,,,,,,,,,,
13/2/2009,3.285,1,4,0,1.721767097,,,,,,,,,,,,,,,,
16/2/2009,3.213,1,4,0,1.625821392,,,,,,,,,,,,,,,,
17/2/2009,3.149,1,4,0,1.547637512,,,,,,,,,,,,,,,,
18/2/2009,3.149,1,4,0,1.547637512,,,,,,,,,,,,,,,,
19/2/2009,3.237,1,4,0,1.656791609,,,,,,,,,,,,,,,,
20/2/2009,3.189,1,4,0,1.595781586,,,,,,,,,,,,,,,,
23/2/2009,3.165,1,4,0,1.566617915,,,,,,,,,,,,,,,,
24/2/2009,3.155,1,4,0,1.554713013,,,,,,,,,,,,,,,,
25/2/2009,3.156,1,4,0,1.555897146,,,,,,,,,,,,,,,,
26/2/2009,3.305,1,4,0,1.750137795,,,,,,,,,,,,,,,,
27/2/2009,3.25,1,4,0,1.673976434,,,,,,,,,,,,,,,,
2/3/2009,3.201,1,4,0,1.610688694,,,,,,,,,,,,,,,,
3/3/2009,3.23,1,4,0,1.647659125,,,,,,,,,,,,,,,,
4/3/2009,3.289,1,4,0,1.72737721,,,,,,,,,,,,,,,,
5/3/2009,3.174,0.5,4,0,1.577454867,,,,,,,,,,,,,,,,
6/3/2009,3.05,0.5,4,0,1.437587656,,,,,,,,,,,,,,,,
9/3/2009,3.073,0.5,4,0,1.462096075,,,,,,,,,,,,,,,,
10/3/2009,3.14,0.5,4,0,1.537117251,,,,,,,,,,,,,,,,
11/3/2009,3.21,0.5,4,0,1.622016695,,,,,,,,,,,,,,,,
12/3/2009,3.144,0.5,4,0,1.541779264,,,,,,,,,,,,,,,,
13/3/2009,3.196,0.5,4,0,1.604450371,,,,,,,,,,,,,,,,
16/3/2009,3.293,0.5,4,0,1.733018974,,,,,,,,,,,,,,,,
17/3/2009,3.328,0.5,4,0,1.7837913,,,,,,,,,,,,,,,,
18/3/2009,3.358,0.5,4,0,1.829461336,,,,,,,,,,,,,,,,
19/3/2009,3.173,0.5,4,0,1.576244945,,,,,,,,,,,,,,,,
20/3/2009,3.128,0.5,4,0,1.523260216,,,,,,,,,,,,,,,,
23/3/2009,3.174,0.5,4,0,1.577454867,,,,,,,,,,,,,,,,
24/3/2009,3.311,0.5,4,0,1.758808369,,,,,,,,,,,,,,,,
25/3/2009,3.286,0.5,4,0,1.723166678,,,,,,,,,,,,,,,,
26/3/2009,3.285,0.5,4,0,1.721767097,,,,,,,,,,,,,,,,
27/3/2009,3.213,0.5,4,0,1.625821392,,,,,,,,,,,,,,,,
30/3/2009,3.157,0.5,4,0,1.557082682,,,,,,,,,,,,,,,,
31/3/2009,3.119,0.5,4,0,1.512992014,,,,,,,,,,,,,,,,
1/4/2009,3.101,0.5,4,0,1.492766606,,,,,,,,,,,,,,,,
2/4/2009,3.235,0.25,4,0,1.654173806,,,,,,,,,,,,,,,,
3/4/2009,3.305,0.25,4,0,1.750137795,,,,,,,,,,,,,,,,
6/4/2009,3.308,0.25,4,0,1.754463684,,,,,,,,,,,,,,,,
7/4/2009,3.333,0.25,4,0,1.791259594,,,,,,,,,,,,,,,,
8/4/2009,3.321,0.25,4,0,1.773428513,,,,,,,,,,,,,,,,
9/4/2009,3.397,0.25,4,0,1.892132443,,,,,,,,,,,,,,,,
10/4/2009,3.389,0.25,4,0,1.878952681,,,,,,,,,,,,,,,,
13/4/2009,3.392,0.25,4,0,1.883874758,,,,,,,,,,,,,,,,
14/4/2009,3.343,0.25,4,0,1.806365622,,,,,,,,,,,,,,,,
15/4/2009,3.281,0.25,4,0,1.716188282,,,,,,,,,,,,,,,,
16/4/2009,3.308,0.25,4,0,1.754463684,,,,,,,,,,,,,,,,
17/4/2009,3.41,0.25,4,0,1.913927103,,,,,,,,,,,,,,,,
20/4/2009,3.283,0.25,4,0,1.7189738,,,,,,,,,,,,,,,,
21/4/2009,3.258,0.25,4,0,1.684700397,,,,,,,,,,,,,,,,
22/4/2009,3.334,0.25,4,0,1.79275997,,,,,,,,,,,,,,,,
23/4/2009,3.393,0.25,4,0,1.885520849,,,,,,,,,,,,,,,,
24/4/2009,3.336,0.25,4,0,1.795767491,,,,,,,,,,,,,,,,
27/4/2009,3.304,0.25,4,0,1.74869998,,,,,,,,,,,,,,,,
28/4/2009,3.302,0.25,4,0,1.745830537,,,,,,,,,,,,,,,,
29/4/2009,3.294,0.25,4,0,1.734434403,,,,,,,,,,,,,,,,
30/4/2009,3.343,0.25,4,0,1.806365622,,,,,,,,,,,,,,,,
1/5/2009,3.335,0.25,4,0,1.794262599,,,,,,,,,,,,,,,,
4/5/2009,3.396,0.25,4,0,1.890475442,,,,,,,,,,,,,,,,
5/5/2009,3.348,0.25,4,0,1.814005078,,,,,,,,,,,,,,,,
6/5/2009,3.375,0.25,4,0,1.85629799,,,,,,,,,,,,,,,,
7/5/2009,3.534,0.25,4,0,2.149864006,,,,,,,,,,,,,,,,
8/5/2009,3.586,0.25,4,0,2.268183666,,,,,,,,,,,,,,,,
11/5/2009,3.525,0.25,4,0,2.130734836,,,,,,,,,,,,,,,,
12/5/2009,3.567,0.25,4,0,2.223311912,,,,,,,,,,,,,,,,
13/5/2009,3.49,0.25,4,0,2.059638914,,,,,,,,,,,,,,,,
14/5/2009,3.47,0.25,4,0,2.021172634,,,,,,,,,,,,,,,,
15/5/2009,3.543,0.25,4,0,2.169366249,,,,,,,,,,,,,,,,
18/5/2009,3.517,0.25,4,0,2.114032986,,,,,,,,,,,,,,,,
19/5/2009,3.614,0.25,4,0,2.338212271,,,,,,,,,,,,,,,,
20/5/2009,3.588,0.25,4,0,2.273026291,,,,,,,,,,,,,,,,
21/5/2009,3.503,0.25,4,0,2.085459614,,,,,,,,,,,,,,,,
22/5/2009,3.645,0.25,4,0,2.421931851,,,,,,,,,,,,,,,,
25/5/2009,3.719,0.25,4,0,2.655694971,,,,,,,,,,,,,,,,
26/5/2009,3.713,0.25,4,0,2.634567424,,,,,,,,,,,,,,,,
27/5/2009,3.734,0.25,4,0,2.710553331,,,,,,,,,,,,,,,,
28/5/2009,3.749,0.25,4,0,2.768596701,,,,,,,,,,,,,,,,
29/5/2009,3.72,0.25,4,0,2.659260037,,,,,,,,,,,,,,,,
1/6/2009,3.771,0.25,4,0,2.860327637,,,,,,,,,,,,,,,,
2/6/2009,3.771,0.25,4,0,2.860327637,,,,,,,,,,,,,,,,
3/6/2009,3.696,0.25,4,0,2.577021939,,,,,,,,,,,,,,,,
4/6/2009,3.764,0.25,4,0,2.830217835,,,,,,,,,,,,,,,,
5/6/2009,3.849,0.25,4,0,3.276769803,,,,,,,,,,,,,,,,
8/6/2009,3.773,0.25,4,0,2.869099623,,,,,,,,,,,,,,,,
9/6/2009,3.731,0.25,4,0,2.699338261,,,,,,,,,,,,,,,,
10/6/2009,3.772,0.25,4,0,2.864704011,,,,,,,,,,,,,,,,
11/6/2009,3.814,0.25,4,0,3.068302966,,,,,,,,,,,,,,,,
12/6/2009,3.73,0.25,4,0,2.695627681,,,,,,,,,,,,,,,,
15/6/2009,3.63,0.25,4,0,2.380546634,,,,,,,,,,,,,,,,
16/6/2009,3.642,0.25,4,0,2.413516654,,,,,,,,,,,,,,,,
17/6/2009,3.597,0.25,4,0,2.295113078,,,,,,,,,,,,,,,,
18/6/2009,3.652,0.25,4,0,2.44184716,,,,,,,,,,,,,,,,
19/6/2009,3.624,0.25,4,0,2.364460497,,,,,,,,,,,,,,,,
22/6/2009,3.57,0.25,4,0,2.230264431,,,,,,,,,,,,,,,,
23/6/2009,3.586,0.25,4,0,2.268183666,,,,,,,,,,,,,,,,
24/6/2009,3.588,0.25,4,0,2.273026291,,,,,,,,,,,,,,,,
25/6/2009,3.564,0.25,4,0,2.216407397,,,,,,,,,,,,,,,,
26/6/2009,3.529,0.25,4,0,2.139191546,,,,,,,,,,,,,,,,
29/6/2009,3.495,0.25,4,0,2.069491211,,,,,,,,,,,,,,,,
30/6/2009,3.511,0.25,4,0,2.101687151,,,,,,,,,,,,,,,,
1/7/2009,3.55,0.25,4,0,2.184802057,,,,,,,,,,,,,,,,
2/7/2009,3.467,0.25,4,0,2.015528216,,,,,,,,,,,,,,,,
3/7/2009,3.468,0.25,4,0,2.017406151,,,,,,,,,,,,,,,,
6/7/2009,3.428,0.25,4,0,1.944910649,,,,,,,,,,,,,,,,
7/7/2009,3.45,0.25,4,0,1.984131362,,,,,,,,,,,,,,,,
8/7/2009,3.426,0.25,4,0,1.941420244,,,,,,,,,,,,,,,,
9/7/2009,3.419,0.25,4,0,1.929298883,,,,,,,,,,,,,,,,
10/7/2009,3.387,0.25,4,0,1.875684704,,,,,,,,,,,,,,,,
13/7/2009,3.384,0.25,4,0,1.870802677,,,,,,,,,,,,,,,,
14/7/2009,3.425,0.25,4,0,1.939679599,,,,,,,,,,,,,,,,
15/7/2009,3.492,0.25,4,0,2.063568193,,,,,,,,,,,,,,,,
16/7/2009,3.464,0.25,4,0,2.009915479,,,,,,,,,,,,,,,,
17/7/2009,3.53,0.25,4,0,2.141316945,,,,,,,,,,,,,,,,
20/7/2009,3.548,0.25,4,0,2.18036746,,,,,,,,,,,,,,,,
21/7/2009,3.498,0.25,4,0,2.07544952,,,,,,,,,,,,,,,,
22/7/2009,3.512,0.25,4,0,2.103734234,,,,,,,,,,,,,,,,
23/7/2009,3.596,0.25,4,0,2.292634762,,,,,,,,,,,,,,,,
24/7/2009,3.63,0.25,4,0,2.380546634,,,,,,,,,,,,,,,,
27/7/2009,3.641,0.25,4,0,2.410727252,,,,,,,,,,,,,,,,
28/7/2009,3.587,0.25,4,0,2.270602047,,,,,,,,,,,,,,,,
29/7/2009,3.568,0.25,4,0,2.225624052,,,,,,,,,,,,,,,,
30/7/2009,3.596,0.25,4,0,2.292634762,,,,,,,,,,,,,,,,
31/7/2009,3.454,0.25,4,0,1.991430664,,,,,,,,,,,,,,,,
3/8/2009,3.497,0.25,4,0,2.07345947,,,,,,,,,,,,,,,,
4/8/2009,3.494,0.25,4,0,2.067512971,,,,,,,,,,,,,,,,
5/8/2009,3.487,0.25,4,0,2.053773795,,,,,,,,,,,,,,,,
6/8/2009,3.49,0.25,4,0,2.059638914,,,,,,,,,,,,,,,,
7/8/2009,3.629,0.25,4,0,2.377847577,,,,,,,,,,,,,,,,
10/8/2009,3.617,0.25,4,0,2.346014651,,,,,,,,,,,,,,,,
11/8/2009,3.612,0.25,4,0,2.3330443,,,,,,,,,,,,,,,,
12/8/2009,3.606,0.25,4,0,2.317698731,,,,,,,,,,,,,,,,
13/8/2009,3.578,0.25,4,0,2.249044326,,,,,,,,,,,,,,,,
14/8/2009,3.467,0.25,4,0,2.015528216,,,,,,,,,,,,,,,,
17/8/2009,3.424,0.25,4,0,1.937941979,,,,,,,,,,,,,,,,
18/8/2009,3.441,0.25,4,0,1.967900167,,,,,,,,,,,,,,,,
19/8/2009,3.381,0.25,4,0,1.865944367,,,,,,,,,,,,,,,,
20/8/2009,3.407,0.25,4,0,1.908855241,,,,,,,,,,,,,,,,
21/8/2009,3.456,0.25,4,0,1.995100393,,,,,,,,,,,,,,,,
24/8/2009,3.452,0.25,4,0,1.987774353,,,,,,,,,,,,,,,,
25/8/2009,3.416,0.25,4,0,1.924148657,,,,,,,,,,,,,,,,
26/8/2009,3.402,0.25,4,0,1.900458886,,,,,,,,,,,,,,,,
27/8/2009,3.402,0.25,4,0,1.900458886,,,,,,,,,,,,,,,,
28/8/2009,3.422,0.25,4,0,1.934475771,,,,,,,,,,,,,,,,
31/8/2009,3.441,0.25,4,0,1.967900167,,,,,,,,,,,,,,,,
1/9/2009,3.443,0.25,4,0,1.9714844,,,,,,,,,,,,,,,,
2/9/2009,3.412,0.25,4,0,1.917322692,,,,,,,,,,,,,,,,
3/9/2009,3.427,0.25,4,0,1.943163923,,,,,,,,,,,,,,,,
4/9/2009,3.419,0.25,4,0,1.929298883,,,,,,,,,,,,,,,,
7/9/2009,3.408,0.25,4,0,1.910543005,,,,,,,,,,,,,,,,
8/9/2009,3.457,0.25,4,0,1.99694032,,,,,,,,,,,,,,,,
9/9/2009,3.55,0.25,4,0,2.184802057,,,,,,,,,,,,,,,,
10/9/2009,3.497,0.25,4,0,2.07345947,,,,,,,,,,,,,,,,
11/9/2009,3.429,0.25,4,0,1.94666043,,,,,,,,,,,,,,,,
14/9/2009,3.449,0.25,4,0,1.982314831,,,,,,,,,,,,,,,,
15/9/2009,3.488,0.25,4,0,2.055725015,,,,,,,,,,,,,,,,
16/9/2009,3.541,0.25,4,0,2.16499943,,,,,,,,,,,,,,,,
17/9/2009,3.557,0.25,4,0,2.20047987,,,,,,,,,,,,,,,,
18/9/2009,3.573,0.25,4,0,2.237265627,,,,,,,,,,,,,,,,
21/9/2009,3.578,0.25,4,0,2.249044326,,,,,,,,,,,,,,,,
22/9/2009,3.593,0.25,4,0,2.285236455,,,,,,,,,,,,,,,,
23/9/2009,3.566,0.25,4,0,2.221005106,,,,,,,,,,,,,,,,
24/9/2009,3.499,0.25,4,0,2.077443539,,,,,,,,,,,,,,,,
25/9/2009,3.458,0.25,4,0,1.998783639,,,,,,,,,,,,,,,,
28/9/2009,3.443,0.25,4,0,1.9714844,,,,,,,,,,,,,,,,
29/9/2009,3.429,0.25,4,0,1.94666043,,,,,,,,,,,,,,,,
30/9/2009,3.405,0.25,4,0,1.905488235,,,,,,,,,,,,,,,,
1/10/2009,3.366,0.25,4,0,1.842000686,,,,,,,,,,,,,,,,
2/10/2009,3.324,0.25,4,0,1.777856564,,,,,,,,,,,,,,,,
5/10/2009,3.319,0.25,4,0,1.770487334,,,,,,,,,,,,,,,,
6/10/2009,3.356,0.25,4,0,1.826350914,,,,,,,,,,,,,,,,
7/10/2009,3.319,0.25,4,0,1.770487334,,,,,,,,,,,,,,,,
8/10/2009,3.311,0.25,4,0,1.758808369,,,,,,,,,,,,,,,,
9/10/2009,3.418,0.25,4,0,1.927579192,,,,,,,,,,,,,,,,
12/10/2009,3.373,0.25,4,0,1.853103099,,,,,,,,,,,,,,,,
13/10/2009,3.348,0.25,4,0,1.814005078,,,,,,,,,,,,,,,,
14/10/2009,3.401,0.25,4,0,1.898788042,,,,,,,,,,,,,,,,
15/10/2009,3.457,0.25,4,0,1.99694032,,,,,,,,,,,,,,,,
16/10/2009,3.45,0.25,4,0,1.984131362,,,,,,,,,,,,,,,,
19/10/2009,3.487,0.25,4,0,2.053773795,,,,,,,,,,,,,,,,
20/10/2009,3.436,0.25,4,0,1.958995389,,,,,,,,,,,,,,,,
21/10/2009,3.517,0.25,4,0,2.114032986,,,,,,,,,,,,,,,,
22/10/2009,3.49,0.25,4,0,2.059638914,,,,,,,,,,,,,,,,
23/10/2009,3.53,0.25,4,0,2.141316945,,,,,,,,,,,,,,,,
26/10/2009,3.538,0.25,4,0,2.158484749,,,,,,,,,,,,,,,,
27/10/2009,3.453,0.25,4,0,1.989600838,,,,,,,,,,,,,,,,
28/10/2009,3.453,0.25,4,0,1.989600838,,,,,,,,,,,,,,,,
29/10/2009,3.513,0.25,4,0,2.105785517,,,,,,,,,,,,,,,,
30/10/2009,3.412,0.25,4,0,1.917322692,,,,,,,,,,,,,,,,
2/11/2009,3.409,0.25,4,0,1.912233623,,,,,,,,,,,,,,,,
3/11/2009,3.443,0.25,4,0,1.9714844,,,,,,,,,,,,,,,,
4/11/2009,3.502,0.25,4,0,2.083449563,,,,,,,,,,,,,,,,
5/11/2009,3.551,0.25,4,0,2.187026752,,,,,,,,,,,,,,,,
6/11/2009,3.556,0.25,4,0,2.198225078,,,,,,,,,,,,,,,,
9/11/2009,3.511,0.25,4,0,2.101687151,,,,,,,,,,,,,,,,
10/11/2009,3.472,0.25,4,0,2.024953356,,,,,,,,,,,,,,,,
11/11/2009,3.451,0.25,4,0,1.985951199,,,,,,,,,,,,,,,,
12/11/2009,3.473,0.25,4,0,2.026849092,,,,,,,,,,,,,,,,
13/11/2009,3.508,0.25,4,0,2.095570924,,,,,,,,,,,,,,,,
16/11/2009,3.436,0.25,4,0,1.958995389,,,,,,,,,,,,,,,,
17/11/2009,3.385,0.25,4,0,1.872427372,,,,,,,,,,,,,,,,
18/11/2009,3.409,0.25,4,0,1.912233623,,,,,,,,,,,,,,,,
19/11/2009,3.394,0.25,4,0,1.887169654,,,,,,,,,,,,,,,,
20/11/2009,3.385,0.25,4,0,1.872427372,,,,,,,,,,,,,,,,
23/11/2009,3.403,0.25,4,0,1.902132527,,,,,,,,,,,,,,,,
24/11/2009,3.384,0.25,4,0,1.870802677,,,,,,,,,,,,,,,,
25/11/2009,3.378,0.25,4,0,1.861109547,,,,,,,,,,,,,,,,
26/11/2009,3.277,0.25,4,0,1.710640418,,,,,,,,,,,,,,,,
27/11/2009,3.303,0.25,4,0,1.747264229,,,,,,,,,,,,,,,,
30/11/2009,3.279,0.25,4,0,1.713410503,,,,,,,,,,,,,,,,
1/12/2009,3.262,0.25,4,0,1.690105816,,,,,,,,,,,,,,,,
2/12/2009,3.291,0.25,4,0,1.730194114,,,,,,,,,,,,,,,,
3/12/2009,3.293,0.25,4,0,1.733018974,,,,,,,,,,,,,,,,
4/12/2009,3.357,0.25,4,0,1.827904916,,,,,,,,,,,,,,,,
7/12/2009,3.31,0.25,4,0,1.757358043,,,,,,,,,,,,,,,,
8/12/2009,3.26,0.25,4,0,1.687399454,,,,,,,,,,,,,,,,
9/12/2009,3.257,0.25,4,0,1.683353595,,,,,,,,,,,,,,,,
10/12/2009,3.297,0.25,4,0,1.738692748,,,,,,,,,,,,,,,,
11/12/2009,3.345,0.25,4,0,1.809414404,,,,,,,,,,,,,,,,
14/12/2009,3.313,0.25,4,0,1.761715348,,,,,,,,,,,,,,,,
15/12/2009,3.362,0.25,4,0,1.835711357,,,,,,,,,,,,,,,,
16/12/2009,3.327,0.25,4,0,1.78230431,,,,,,,,,,,,,,,,
17/12/2009,3.279,0.25,4,0,1.713410503,,,,,,,,,,,,,,,,
18/12/2009,3.264,0.25,4,0,1.692819521,,,,,,,,,,,,,,,,
21/12/2009,3.318,0.25,4,0,1.769019982,,,,,,,,,,,,,,,,
22/12/2009,3.399,0.25,4,0,1.895454706,,,,,,,,,,,,,,,,
23/12/2009,3.418,0.25,4,0,1.927579192,,,,,,,,,,,,,,,,
24/12/2009,3.433,0.25,4,0,1.953690336,,,,,,,,,,,,,,,,
25/12/2009,3.426,0.25,4,0,1.941420244,,,,,,,,,,,,,,,,
28/12/2009,3.463,0.25,4,0,2.008051546,,,,,,,,,,,,,,,,
29/12/2009,3.482,0.25,4,0,2.044074398,,,,,,,,,,,,,,,,
30/12/2009,3.5,0.25,4,0,2.079441542,,,,,,,,,,,,,,,,
31/12/2009,3.482,0.25,4,0,2.044074398,,,,,,,,,,,,,,,,
1/1/2010,3.482,0.25,4,0,2.044074398,,,,,,,,,,,,,,,,
4/1/2010,3.493,0.25,4,0,2.065538637,,,,,,,,,,,,,,,,
5/1/2010,3.498,0.25,4,0,2.07544952,,,,,,,,,,,,,,,,
6/1/2010,3.509,0.25,4,0,2.097605512,,,,,,,,,,,,,,,,
7/1/2010,3.501,0.25,4,0,2.081443544,,,,,,,,,,,,,,,,
8/1/2010,3.52,0.25,4,0,2.120263536,,,,,,,,,,,,,,,,
11/1/2010,3.481,0.25,4,0,2.042145757,,,,,,,,,,,,,,,,
12/1/2010,3.443,0.25,4,0,1.9714844,,,,,,,,,,,,,,,,
13/1/2010,3.448,0.25,4,0,1.980501594,,,,,,,,,,,,,,,,
14/1/2010,3.443,0.25,4,0,1.9714844,,,,,,,,,,,,,,,,
15/1/2010,3.421,0.25,4,0,1.932747163,,,,,,,,,,,,,,,,
18/1/2010,3.394,0.25,4,0,1.887169654,,,,,,,,,,,,,,,,
19/1/2010,3.431,0.25,4,0,1.950169206,,,,,,,,,,,,,,,,
20/1/2010,3.378,0.25,4,0,1.861109547,,,,,,,,,,,,,,,,
21/1/2010,3.385,0.25,4,0,1.872427372,,,,,,,,,,,,,,,,
22/1/2010,3.367,0.25,4,0,1.843579218,,,,,,,,,,,,,,,,
25/1/2010,3.372,0.25,4,0,1.851509474,,,,,,,,,,,,,,,,
26/1/2010,3.359,0.25,4,0,1.831020183,,,,,,,,,,,,,,,,
27/1/2010,3.352,0.25,4,0,1.820158944,,,,,,,,,,,,,,,,
28/1/2010,3.348,0.25,4,0,1.814005078,,,,,,,,,,,,,,,,
29/1/2010,3.343,0.25,4,0,1.806365622,,,,,,,,,,,,,,,,
1/2/2010,3.327,0.25,4,0,1.78230431,,,,,,,,,,,,,,,,
2/2/2010,3.314,0.25,4,0,1.763172012,,,,,,,,,,,,,,,,
3/2/2010,3.344,0.25,4,0,1.807888851,,,,,,,,,,,,,,,,
4/2/2010,3.286,0.25,4,0,1.723166678,,,,,,,,,,,,,,,,
5/2/2010,3.248,0.25,4,0,1.671313316,,,,,,,,,,,,,,,,
8/2/2010,3.263,0.25,4,0,1.691461748,,,,,,,,,,,,,,,,
9/2/2010,3.272,0.25,4,0,1.703748592,,,,,,,,,,,,,,,,
10/2/2010,3.305,0.25,4,0,1.750137795,,,,,,,,,,,,,,,,
11/2/2010,3.347,0.25,4,0,1.812472511,,,,,,,,,,,,,,,,
12/2/2010,3.306,0.25,4,0,1.75157768,,,,,,,,,,,,,,,,
15/2/2010,3.343,0.25,4,0,1.806365622,,,,,,,,,,,,,,,,
16/2/2010,3.346,0.25,4,0,1.810942289,,,,,,,,,,,,,,,,
17/2/2010,3.34,0.25,4,0,1.801809805,,,,,,,,,,,,,,,,
18/2/2010,3.388,0.25,4,0,1.877317358,,,,,,,,,,,,,,,,
19/2/2010,3.42,0.25,4,0,1.931021537,,,,,,,,,,,,,,,,
22/2/2010,3.412,0.25,4,0,1.917322692,,,,,,,,,,,,,,,,
23/2/2010,3.31,0.25,4,0,1.757358043,,,,,,,,,,,,,,,,
24/2/2010,3.276,0.25,4,0,1.709258248,,,,,,,,,,,,,,,,
25/2/2010,3.251,0.25,4,0,1.675310657,,,,,,,,,,,,,,,,
26/2/2010,3.242,0.25,4,0,1.663366254,,,,,,,,,,,,,,,,
1/3/2010,3.248,0.25,4,0,1.671313316,,,,,,,,,,,,,,,,
2/3/2010,3.271,0.25,4,0,1.702375908,,,,,,,,,,,,,,,,
3/3/2010,3.286,0.25,4,0,1.723166678,,,,,,,,,,,,,,,,
4/3/2010,3.259,0.25,4,0,1.686049015,,,,,,,,,,,,,,,,
5/3/2010,3.295,0.25,4,0,1.735851837,,,,,,,,,,,,,,,,
8/3/2010,3.308,0.25,4,0,1.754463684,,,,,,,,,,,,,,,,
9/3/2010,3.268,0.25,4,0,1.698269126,,,,,,,,,,,,,,,,
10/3/2010,3.298,0.25,4,0,1.740116236,,,,,,,,,,,,,,,,
11/3/2010,3.31,0.25,4,0,1.757358043,,,,,,,,,,,,,,,,
12/3/2010,3.311,0.25,4,0,1.758808369,,,,,,,,,,,,,,,,
15/3/2010,3.298,0.25,4,0,1.740116236,,,,,,,,,,,,,,,,
16/3/2010,3.281,0.25,4,0,1.716188282,,,,,,,,,,,,,,,,
17/3/2010,3.259,0.25,4,0,1.686049015,,,,,,,,,,,,,,,,
18/3/2010,3.27,0.25,4,0,1.701005106,,,,,,,,,,,,,,,,
19/3/2010,3.253,0.25,4,0,1.677984455,,,,,,,,,,,,,,,,
22/3/2010,3.214,0.25,4,0,1.627092848,,,,,,,,,,,,,,,,
23/3/2010,3.201,0.25,4,0,1.610688694,,,,,,,,,,,,,,,,
24/3/2010,3.223,0.25,4,0,1.63860929,,,,,,,,,,,,,,,,
25/3/2010,3.281,0.25,4,0,1.716188282,,,,,,,,,,,,,,,,
26/3/2010,3.299,0.25,4,0,1.741541753,,,,,,,,,,,,,,,,
29/3/2010,3.287,0.25,4,0,1.72456822,,,,,,,,,,,,,,,,
30/3/2010,3.278,0.25,4,0,1.712024501,,,,,,,,,,,,,,,,
31/3/2010,3.255,0.25,4,0,1.680665422,,,,,,,,,,,,,,,,
1/4/2010,3.249,0.25,4,0,1.672643988,,,,,,,,,,,,,,,,
2/4/2010,3.249,0.25,4,0,1.672643988,,,,,,,,,,,,,,,,
5/4/2010,3.252,0.25,4,0,1.676646662,,,,,,,,,,,,,,,,
6/4/2010,3.29,0.25,4,0,1.72878467,,,,,,,,,,,,,,,,
7/4/2010,3.274,0.25,4,0,1.706499625,,,,,,,,,,,,,,,,
8/4/2010,3.247,0.25,4,0,1.669984412,,,,,,,,,,,,,,,,
9/4/2010,3.312,0.25,4,0,1.760260802,,,,,,,,,,,,,,,,
12/4/2010,3.328,0.25,4,0,1.7837913,,,,,,,,,,,,,,,,
13/4/2010,3.274,0.25,4,0,1.706499625,,,,,,,,,,,,,,,,
14/4/2010,3.27,0.25,4,0,1.701005106,,,,,,,,,,,,,,,,
15/4/2010,3.264,0.25,4,0,1.692819521,,,,,,,,,,,,,,,,
16/4/2010,3.217,0.25,4,0,1.630916944,,,,,,,,,,,,,,,,
19/4/2010,3.212,0.25,4,0,1.62455155,,,,,,,,,,,,,,,,
20/4/2010,3.239,0.25,4,0,1.659416282,,,,,,,,,,,,,,,,
21/4/2010,3.22,0.25,4,0,1.63475572,,,,,,,,,,,,,,,,
