Date,PX_Last,Bank's Rate,S_U,S_L,s,Leakage Ratio,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
13/9/2013,2.056,0,4,0,0.721546655,0.109394946,0.004475995,0.003266184,-0.001925725,0.010877715,1.3704053,0.744787599,0.260759432,0.233699112,1.255876085,2.856224965,0.038193518,0.000988914,0.036255246,0.040131789,38.62167433
16/9/2013,2.004,0,4,0,0.695149183,0.10998326,0.004504871,0.003269069,-0.001902504,0.010912246,1.378028921,0.736703498,0.257633343,0.231742146,1.24166485,2.859503701,0.038210336,0.000989353,0.036271203,0.040149469,38.62152185
17/9/2013,2.04,0,4,0,0.713349888,0.109978621,0.004443116,0.003270525,-0.001967112,0.010853344,1.358533246,0.747002175,0.263297108,0.230939842,1.263064507,2.837107401,0.038211044,0.000989374,0.036271872,0.040150217,38.62145115
18/9/2013,2.076,0,4,0,0.731888009,0.108455037,0.004531098,0.003270289,-0.001878668,0.010940864,1.385534501,0.742040105,0.257067066,0.238188656,1.245891555,2.886562318,0.038191814,0.000988875,0.036253619,0.040130009,38.6214759
19/9/2013,2.001,0,4,0,0.693647306,0.110566787,0.004441326,0.003271496,-0.001970806,0.010853458,1.357582483,0.742492987,0.262338287,0.228309945,1.25667603,2.830288311,0.038189575,0.000988819,0.03625149,0.040127659,38.62141404
20/9/2013,2.02,0,4,0,0.703197516,0.110374464,0.004425607,0.003272921,-0.001989319,0.010840533,1.352188728,0.746503727,0.264124445,0.228819814,1.26418764,2.826333345,0.038191502,0.00098887,0.036253315,0.040129688,38.62133848
23/9/2013,1.994,0,4,0,0.690151672,0.110716993,0.004436048,0.003274535,-0.001982041,0.010854136,1.354710611,0.742602911,0.262741158,0.227630242,1.25757558,2.826366901,0.038195619,0.000988979,0.03625722,0.040134018,38.62126263
24/9/2013,1.925,0,4,0,0.656333207,0.111960262,0.004449242,0.003278321,-0.001976267,0.010874752,1.357170949,0.733296212,0.260361053,0.222988549,1.243603876,2.81645893,0.038224754,0.000989738,0.036284867,0.040164641,38.62106788
25/9/2013,1.9,0,4,0,0.644357016,0.111398107,0.004549602,0.003277593,-0.001874481,0.010973684,1.388092253,0.719804721,0.252144426,0.225601646,1.214007796,2.85473184,0.038199962,0.000989095,0.036261335,0.040138589,38.62111609
26/9/2013,1.905,0,4,0,0.646740808,0.109467363,0.004696988,0.003274797,-0.001721614,0.011115591,1.434283652,0.70754252,0.242194015,0.23284225,1.18224279,2.921387299,0.038146819,0.000987716,0.036210896,0.040082742,38.62125829
27/9/2013,1.855,0,4,0,0.623154809,0.109029106,0.004815556,0.003275976,-0.001605356,0.011236468,1.469960961,0.692501852,0.234447289,0.232985165,1.152018539,2.953763526,0.03813598,0.000987436,0.036200606,0.040071355,38.62121877
30/9/2013,1.864,0,4,0,0.62735944,0.106717621,0.004971618,0.003275124,-0.001447626,0.011390862,1.517993673,0.683906862,0.226080243,0.240789586,1.127024138,3.025062488,0.038097408,0.000986436,0.036163993,0.040030822,38.6212666
1/10/2013,1.882,0,4,0,0.635822114,0.106867931,0.004929266,0.003277624,-0.001494877,0.01135341,1.50391446,0.688763284,0.228400535,0.241098237,1.136428332,3.015594012,0.03809604,0.000986404,0.036162688,0.040029391,38.62113992
2/10/2013,1.888,0,4,0,0.638658995,0.103765294,0.00514492,0.003274552,-0.001273202,0.011563042,1.571182757,0.677183478,0.217524312,0.250835826,1.103531129,3.113139271,0.038027567,0.000984626,0.0360977,0.039957435,38.62131474
3/10/2013,1.882,0,4,0,0.635822114,0.103226891,0.005193524,0.003277565,-0.001230503,0.011617551,1.584568047,0.674277867,0.215250769,0.25238636,1.096169374,3.132522457,0.038025677,0.000984581,0.036095898,0.039955457,38.62116906
4/10/2013,1.916,0,4,0,0.652005237,0.103022174,0.005160008,0.003281226,-0.001271195,0.011591211,1.572585471,0.680205663,0.21704079,0.254805714,1.105605612,3.133999199,0.038031257,0.00098473,0.036101186,0.039961328,38.62099351
7/10/2013,1.882,0,4,0,0.635822114,0.106159698,0.004950078,0.003279614,-0.001477966,0.011378122,1.50934763,0.686228705,0.226398091,0.242488447,1.129968963,3.031071075,0.037979592,0.000983391,0.036052147,0.039907038,38.6210637
8/10/2013,1.908,0,4,0,0.648173815,0.102929831,0.005151147,0.003277859,-0.001273457,0.011575751,1.571497397,0.678227933,0.216610602,0.253671154,1.102784712,3.131092976,0.037926296,0.000982008,0.03600156,0.039851032,38.62116816
9/10/2013,1.912,0,4,0,0.650087691,0.102656218,0.005165344,0.003281003,-0.001265422,0.01159611,1.574318517,0.678172769,0.215964722,0.254881915,1.101463624,3.140201625,0.03792647,0.000982016,0.036001718,0.039851222,38.621026
10/10/2013,1.962,0,4,0,0.674325426,0.102131175,0.005139634,0.003285427,-0.001299803,0.011579071,1.56437323,0.685622254,0.217688904,0.258952003,1.112292504,3.149550769,0.037941781,0.000982418,0.036016241,0.03986732,38.62080854
11/10/2013,1.956,0,4,0,0.671385689,0.099444085,0.005349378,0.003284208,-0.00108767,0.011786425,1.628818216,0.674677717,0.208039702,0.266919901,1.082435533,3.243023856,0.037889536,0.000981063,0.035966652,0.03981242,38.62089118
14/10/2013,1.956,0,4,0,0.671385689,0.10258142,0.005074679,0.003280185,-0.001354483,0.011503841,1.547071147,0.686409661,0.219716864,0.255764608,1.117054713,3.12406453,0.037805966,0.000978894,0.035887333,0.039724599,38.62108457
15/10/2013,2,0,4,0,0.693147181,0.097451097,0.005398055,0.003272013,-0.00101509,0.0118112,1.649765932,0.674519877,0.204907825,0.272900539,1.076139214,3.291820973,0.037673797,0.000975461,0.035761893,0.039585701,38.62151992
16/10/2013,2.026,0,4,0,0.70623242,0.095199245,0.0055467,0.003274416,-0.000871156,0.011964557,1.693950818,0.671343982,0.199111229,0.281085973,1.061601991,3.371703271,0.037656214,0.000975008,0.035745197,0.03956723,38.62142246
17/10/2013,1.964,0,4,0,0.675307262,0.093728629,0.005742406,0.003278666,-0.00068378,0.012168592,1.751445748,0.658601096,0.191690408,0.282887896,1.034314296,3.435754049,0.037655144,0.000974986,0.035744171,0.039566116,38.6212213
18/10/2013,1.933,0,4,0,0.66019608,0.094068267,0.005751882,0.00328374,-0.000684248,0.012188012,1.751625393,0.655338066,0.191240532,0.280506624,1.030169509,3.426773913,0.037660775,0.000975138,0.035749505,0.039572045,38.62097986
21/10/2013,1.947,0,4,0,0.666992223,0.088686277,0.006161489,0.003276728,-0.000260898,0.012583876,1.88037835,0.644141711,0.177598987,0.296047697,0.992235725,3.62694474,0.037522498,0.000971548,0.035618264,0.039426732,38.62136048
22/10/2013,1.899,0,4,0,0.643880939,0.085454515,0.00649868,0.003277799,7.42E-05,0.012923165,1.98263542,0.631920155,0.16804901,0.302544095,0.961296215,3.760332497,0.037466332,0.000970094,0.035564947,0.039367717,38.62133571
23/10/2013,1.873,0,4,0,0.631581825,0.089424554,0.006144635,0.003277066,-0.000278415,0.012567685,1.875041242,0.636058048,0.177286336,0.28857683,0.983539266,3.58774434,0.037389942,0.000968115,0.035492436,0.039287448,38.62137082
24/10/2013,1.864,0,4,0,0.62735944,0.088859238,0.006204133,0.003282602,-0.000229767,0.012638034,1.890004604,0.633932684,0.175512374,0.28992843,0.977936938,3.611897372,0.037388963,0.000968097,0.035491494,0.039286433,38.62111009
25/10/2013,1.852,0,4,0,0.621757184,0.087548711,0.006333177,0.003287701,-0.000110716,0.012777071,1.926324098,0.630033938,0.171851701,0.293204604,0.966863271,3.666148982,0.03738072,0.000967889,0.035483658,0.039277783,38.62087713
28/10/2013,1.844,0,4,0,0.618039708,0.084549749,0.006607713,0.003290119,0.000159081,0.013056346,2.008351096,0.623811168,0.164517158,0.301357539,0.946264797,3.791769668,0.037336906,0.000966757,0.035442063,0.03923175,38.6207853
29/10/2013,1.843,0,4,0,0.617575994,0.083739241,0.006684628,0.003296629,0.000223234,0.013146021,2.027715792,0.622536147,0.162561471,0.303915663,0.94115663,3.829543017,0.037334935,0.000966713,0.035440177,0.039229694,38.62047963
30/10/2013,1.797,0,4,0,0.596474293,0.081939825,0.006914412,0.003302368,0.000441772,0.013387053,2.093774374,0.614588128,0.157192046,0.306491718,0.922684538,3.909791519,0.037320481,0.000966346,0.035426443,0.039214519,38.62021153
31/10/2013,1.794,0,4,0,0.59511344,0.083618941,0.006745581,0.00330787,0.000262156,0.013229006,2.039252339,0.616737255,0.160916427,0.301341057,0.932133452,3.832655654,0.037302858,0.000965896,0.035409701,0.039196015,38.6199346
1/11/2013,1.799,0,4,0,0.597382559,0.086488187,0.006449983,0.003309704,-3.70E-05,0.012937004,1.948809593,0.621848969,0.167862857,0.292837769,0.950860169,3.704506049,0.037250332,0.000964538,0.035359837,0.039140828,38.61985163
4/11/2013,1.78,0,4,0,0.588787165,0.085366662,0.006576341,0.003315461,7.80E-05,0.013074644,1.983537806,0.617712468,0.164609361,0.295078121,0.940346815,3.752596237,0.037244273,0.000964388,0.035354072,0.039134474,38.61958318
5/11/2013,1.846,0,4,0,0.618967782,0.085752618,0.006456738,0.0033231,-5.65E-05,0.012970014,1.942986452,0.626832324,0.167522036,0.298489134,0.955175513,3.741790277,0.03725941,0.00096479,0.035368422,0.039150397,38.61920694
6/11/2013,1.851,0,4,0,0.621291743,0.084135925,0.006600173,0.003328525,7.63E-05,0.013124082,1.982912163,0.624667663,0.16378585,0.303647397,0.945687929,3.813929368,0.037249711,0.000964545,0.035359203,0.039140218,38.61895547
7/11/2013,1.796,0,4,0,0.59602047,0.084268116,0.006661583,0.003336531,0.000121981,0.013201184,1.996559206,0.618491084,0.162360606,0.300264296,0.936717872,3.809366689,0.037266368,0.000964986,0.035374996,0.039157741,38.61856206
8/11/2013,1.868,0,4,0,0.629233855,0.080198691,0.006974436,0.003342382,0.000423367,0.013525505,2.086666109,0.620322179,0.154931094,0.316657234,0.923987124,4.0038585,0.037254336,0.000964681,0.035363561,0.039145111,38.61829726
11/11/2013,1.861,0,4,0,0.625955931,0.082976475,0.006682089,0.003344997,0.000125895,0.013238282,1.997636739,0.624173582,0.161386037,0.307856949,0.940490215,3.867581067,0.037206284,0.00096344,0.035317941,0.039094626,38.61816167
12/11/2013,1.894,0,4,0,0.641503947,0.079712005,0.00696426,0.003348948,0.000400322,0.013528198,2.079536563,0.62230816,0.154662708,0.319169251,0.925447069,4.02364711,0.037173384,0.000962592,0.035286703,0.039060065,38.61799888
13/11/2013,1.846,0,4,0,0.618967782,0.083100245,0.006661422,0.003352289,9.09E-05,0.013231909,1.987126398,0.622757738,0.161449653,0.306316418,0.939199058,3.857287555,0.03713421,0.000961582,0.03524951,0.03901891,38.61783634
14/11/2013,1.816,0,4,0,0.605136303,0.083050235,0.00670436,0.003359279,0.000120174,0.013288546,1.995773754,0.619301965,0.160413035,0.304892416,0.933711514,3.86067108,0.03713901,0.000961715,0.035254049,0.039023971,38.6174839
15/11/2013,1.822,0,4,0,0.607887337,0.08488654,0.006508114,0.003363376,-8.41E-05,0.01310033,1.934994686,0.623343208,0.165021825,0.299900431,0.946785984,3.777337985,0.037114243,0.000961079,0.035230529,0.038997957,38.61728442
18/11/2013,1.794,0,4,0,0.59511344,0.086486864,0.006390194,0.003368811,-0.000212677,0.012993064,1.896868962,0.62291116,0.167982553,0.293665357,0.952156963,3.708189631,0.037108649,0.000960941,0.035225205,0.038992092,38.6170075
19/11/2013,1.832,0,4,0,0.612489278,0.083150704,0.006651714,0.003372427,4.18E-05,0.01326167,1.972381849,0.621515543,0.161194327,0.305574662,0.937456424,3.85569117,0.037081367,0.000960238,0.0351993,0.038963433,38.61685133
20/11/2013,1.825,0,4,0,0.609265697,0.084215949,0.006551941,0.003378049,-6.90E-05,0.013172917,1.939563453,0.622755231,0.163546921,0.302203266,0.943307196,3.807807735,0.037074119,0.000960057,0.035192407,0.038955831,38.61657336
21/11/2013,1.863,0,4,0,0.626891385,0.085576449,0.00636539,0.003382588,-0.000264482,0.012995262,1.881810719,0.630304105,0.168224013,0.300585039,0.96002317,3.746814102,0.037059085,0.000959674,0.035178125,0.038940045,38.61634582
22/11/2013,1.871,0,4,0,0.630641975,0.085203636,0.006389559,0.003388337,-0.000251582,0.013030701,1.885750535,0.630688715,0.167537645,0.302314931,0.959062499,3.764459715,0.037059712,0.000959697,0.035178706,0.038940717,38.61606677
25/11/2013,1.849,0,4,0,0.620361511,0.082325692,0.006684628,0.003389936,4.04E-05,0.013328903,1.971903877,0.622284629,0.159849145,0.308980304,0.935588954,3.892949367,0.037011003,0.000958437,0.035132467,0.038889539,38.61601474
26/11/2013,1.816,0,4,0,0.605136303,0.075159032,0.007398279,0.003370769,0.000791572,0.014004986,2.194834384,0.606322606,0.143460487,0.325140052,0.88750516,4.226408399,0.036722972,0.000950952,0.034859106,0.038586838,38.6170538
27/11/2013,1.83,0,4,0,0.611567194,0.075592006,0.007328974,0.003378711,0.000706701,0.013951248,2.169162933,0.608484745,0.144689948,0.324892446,0.892077043,4.205438957,0.03672099,0.00095091,0.034857205,0.038584774,38.61666419
28/11/2013,1.808,0,4,0,0.601479992,0.076599592,0.007239875,0.003386399,0.000602534,0.013877217,2.137927577,0.607790675,0.146407009,0.320832938,0.894748413,4.151376902,0.036718572,0.000950857,0.034854892,0.038582252,38.61627961
29/11/2013,1.824,0,4,0,0.608806032,0.075376939,0.007356027,0.00339413,0.000703533,0.014008522,2.167279339,0.607829768,0.144013208,0.32556388,0.890095656,4.220652929,0.036716553,0.000950814,0.034852957,0.038580148,38.61591201
2/12/2013,1.862,0,4,0,0.626423549,0.070092104,0.007908047,0.00339167,0.001260374,0.014555719,2.331608722,0.604054567,0.13354305,0.342310189,0.865798945,4.523294677,0.036596305,0.000947696,0.034738822,0.038453789,38.61608974
3/12/2013,1.848,0,4,0,0.619896719,0.070102257,0.007921541,0.003401143,0.001255301,0.01458778,2.329082208,0.602975814,0.133278376,0.341750198,0.864201431,4.524183391,0.036597445,0.000947737,0.034739881,0.038455009,38.6156171
4/12/2013,1.923,0,4,0,0.655369816,0.066266268,0.008345478,0.003408685,0.001664456,0.015026499,2.448298588,0.604658016,0.126319479,0.357071838,0.852244194,4.786736156,0.036572677,0.000947104,0.034716354,0.038429001,38.61528635
5/12/2013,1.969,0,4,0,0.677766079,0.064988857,0.008483109,0.003420105,0.001779703,0.015186514,2.480365205,0.60687403,0.12421052,0.36342141,0.85032665,4.885850471,0.036582741,0.000947378,0.03472588,0.038439601,38.61473664
6/12/2013,1.956,0,4,0,0.671385689,0.066077324,0.008331019,0.003429585,0.001609033,0.015053005,2.429162485,0.607438039,0.126376893,0.35973933,0.855136748,4.806559387,0.036572637,0.000947128,0.034716266,0.038429008,38.6142511
9/12/2013,1.955,0,4,0,0.670896572,0.066009766,0.008339265,0.003439837,0.001597184,0.015081346,2.424319785,0.607462972,0.126199338,0.360112269,0.854813676,4.813519466,0.036572773,0.000947144,0.034716371,0.038429174,38.61374869
10/12/2013,1.956,0,4,0,0.671385689,0.06423174,0.008591345,0.003448685,0.001831923,0.015350767,2.491194827,0.605374311,0.122419128,0.365432819,0.845315802,4.945095738,0.036555053,0.000946695,0.03469953,0.038410576,38.61332047
11/12/2013,1.94,0,4,0,0.663588378,0.062624117,0.00884864,0.003458349,0.002070277,0.015627004,2.558631517,0.60235994,0.118816369,0.369479857,0.835240022,5.069671348,0.03653988,0.000946314,0.034685105,0.038394654,38.6128688
12/12/2013,1.961,0,4,0,0.67383487,0.065074573,0.008423363,0.003463813,0.001634289,0.015212437,2.431817932,0.607045609,0.124476374,0.363071915,0.851019302,4.876793789,0.036482877,0.000944844,0.034630982,0.038334772,38.61258135
13/12/2013,1.951,0,4,0,0.668942492,0.065756937,0.008329409,0.003473638,0.001521079,0.01513774,2.397892168,0.607373666,0.125808801,0.360788416,0.853958916,4.827751802,0.036478407,0.000944741,0.034626715,0.038330099,38.61208533
16/12/2013,1.956,0,4,0,0.671385689,0.06157094,0.008916716,0.003473675,0.002108314,0.015725118,2.566940473,0.602201415,0.117191518,0.372506039,0.831896791,5.138609202,0.03636564,0.000941819,0.034519675,0.038211605,38.61214061
17/12/2013,1.956,0,4,0,0.671385689,0.059568199,0.009237598,0.00348309,0.002410742,0.016064454,2.652127538,0.599972822,0.113035081,0.378424063,0.821521581,5.307846174,0.036339802,0.00094116,0.034495127,0.038184476,38.61169588
18/12/2013,1.962,0,4,0,0.674325426,0.059803891,0.009187386,0.003495182,0.002336829,0.016037943,2.628585918,0.600840079,0.113578702,0.378225822,0.823454335,5.290076988,0.036338764,0.000941148,0.034494113,0.038183414,38.61109594
19/12/2013,1.989,0,4,0,0.68766225,0.057068112,0.009624242,0.003503486,0.002757409,0.016491075,2.747047184,0.599586706,0.108267202,0.38738299,0.811790423,5.538027152,0.036294099,0.000940001,0.034451696,0.038136501,38.6106994
20/12/2013,1.99,0,4,0,0.688159639,0.056692947,0.009690524,0.003516685,0.00279782,0.016583227,2.755584491,0.599429138,0.107482832,0.388762788,0.810095489,5.576975663,0.036294186,0.000940019,0.034451748,0.038136624,38.61004236
23/12/2013,2.002,0,4,0,0.694147681,0.056702055,0.00967396,0.003530024,0.002755112,0.016592808,2.740479662,0.600398495,0.107604021,0.389494615,0.811302376,5.579703169,0.036295379,0.000940067,0.034452848,0.03813791,38.60936041
24/12/2013,2.01,0,4,0,0.698159722,0.052471785,0.010443597,0.003529868,0.003525055,0.017362139,2.958636498,0.59617201,0.099307874,0.401528577,0.790815443,6.003270302,0.036149622,0.000936289,0.034314495,0.037984749,38.60945884
25/12/2013,2.01,0,4,0,0.698159722,0.052234422,0.010491971,0.003544957,0.003543855,0.017440086,2.959689316,0.596132256,0.0988065,0.402471517,0.789792995,6.033330378,0.036149995,0.000936317,0.034314813,0.037985176,38.60870784
26/12/2013,2.01,0,4,0,0.698159722,0.053351341,0.010239542,0.003557948,0.003265963,0.01721312,2.877934533,0.597435571,0.101122099,0.399236257,0.795634885,5.908061401,0.036131706,0.00093586,0.034297421,0.037965991,38.60802937
27/12/2013,2.067,0,4,0,0.727221161,0.052260904,0.010422505,0.003574298,0.003416881,0.017428129,2.915958544,0.599755515,0.099311203,0.405105558,0.794405472,6.039152676,0.036148613,0.000936318,0.034313429,0.037983796,38.60718818
30/12/2013,2.084,0,4,0,0.736054682,0.052424519,0.010367597,0.00358924,0.003332686,0.017402508,2.88852122,0.601105156,0.099783032,0.405530413,0.796679899,6.024121963,0.036150266,0.00093638,0.034314963,0.03798557,38.60642474
31/12/2013,2.029,0,4,0,0.707753333,0.054425554,0.009981065,0.003600499,0.002924087,0.017038042,2.772133976,0.600434069,0.103529384,0.397516477,0.803351661,5.799648841,0.036120398,0.000935621,0.034286581,0.037954214,38.60581903
1/1/2014,2.03,0,4,0,0.708260818,0.056819468,0.009475453,0.003606835,0.002406056,0.016544851,2.627082286,0.603543692,0.108764205,0.390365849,0.816721534,5.549102204,0.036052297,0.000933865,0.034221922,0.037882672,38.60547929
2/1/2014,2.052,0,4,0,0.719491156,0.052699685,0.010206869,0.003606742,0.003137655,0.017276084,2.829941519,0.599598679,0.10060522,0.402412448,0.796784909,5.959916206,0.035917873,0.000930381,0.034094327,0.03774142,38.60556103
3/1/2014,2.066,0,4,0,0.726703964,0.05550216,0.009570703,0.003610655,0.00249382,0.016647586,2.650683674,0.603948822,0.106914216,0.394396959,0.813500686,5.648910352,0.035822586,0.000927918,0.034003867,0.037641304,38.6053546
6/1/2014,2.029,0,4,0,0.707753333,0.05726918,0.00925759,0.003620293,0.002161816,0.016353363,2.557138463,0.604201805,0.110404786,0.387808424,0.820595186,5.472605174,0.035795666,0.000927233,0.03397829,0.037613042,38.60483814
7/1/2014,2.007,0,4,0,0.69665332,0.057627283,0.009211567,0.003632269,0.00209232,0.016330814,2.536036813,0.603468972,0.110925562,0.38605487,0.820883073,5.440305736,0.035796313,0.000927264,0.033978875,0.037613752,38.6042125
8/1/2014,2.018,0,4,0,0.702187925,0.05760686,0.009201763,0.003644195,0.002059141,0.016344384,2.525047014,0.604364989,0.110997939,0.386809028,0.821920949,5.444830724,0.035797464,0.000927309,0.033979938,0.03761499,38.60359209
9/1/2014,2.042,0,4,0,0.714370817,0.056394261,0.0093975,0.003655762,0.002232206,0.016562794,2.570599346,0.60436009,0.108635885,0.391433756,0.817286424,5.563171795,0.035793281,0.000927215,0.033975938,0.037610623,38.60298324
10/1/2014,1.977,0,4,0,0.681712803,0.055104115,0.009714561,0.003669665,0.002522018,0.016907104,2.647261079,0.598741658,0.105143227,0.392660933,0.804822383,5.694533785,0.035805796,0.000927557,0.033987785,0.037623808,38.60226676
13/1/2014,1.948,0,4,0,0.667479434,0.054386785,0.009885464,0.00368304,0.002666705,0.017104222,2.684049897,0.596201729,0.103325711,0.393683336,0.798720123,5.770119778,0.035807321,0.000927613,0.033989199,0.037625442,38.60157881
14/1/2014,1.96,0,4,0,0.673344553,0.053089454,0.010132922,0.003695742,0.002889267,0.017376576,2.741782715,0.595529085,0.100742494,0.398073797,0.792984373,5.911399063,0.035797521,0.000927375,0.033979867,0.037615175,38.6009262
15/1/2014,1.978,0,4,0,0.682207241,0.046910453,0.011364169,0.003674998,0.004161172,0.018567166,3.092292239,0.589269051,0.089020603,0.41478867,0.763749432,6.619468234,0.035447897,0.000918287,0.033648055,0.037247739,38.60221273
16/1/2014,1.924,0,4,0,0.655851396,0.048108765,0.01111017,0.003691593,0.003874648,0.018345691,3.009587215,0.587661967,0.091043089,0.409217512,0.766106422,6.454767418,0.035445919,0.000918257,0.033646135,0.037245703,38.60130157
17/1/2014,1.895,0,4,0,0.641978894,0.046966887,0.011423744,0.003707643,0.004156764,0.018690724,3.08113394,0.585167003,0.088538779,0.411630996,0.75870301,6.609160518,0.035438067,0.000918074,0.033638643,0.037237492,38.60046058
20/1/2014,1.884,0,4,0,0.636766847,0.046652041,0.01151552,0.003725065,0.004214392,0.018816648,3.091360643,0.584440975,0.087807189,0.412338885,0.756543065,6.655958157,0.035438671,0.000918111,0.033639173,0.037238168,38.59954706
21/1/2014,1.89,0,4,0,0.639606414,0.046737005,0.011483783,0.003742451,0.00414858,0.018818986,3.068519516,0.584983291,0.087989705,0.41252347,0.757443113,6.648315183,0.035438444,0.000918127,0.033638915,0.037237974,38.59861825
22/1/2014,1.902,0,4,0,0.645309851,0.048061465,0.011111256,0.003756199,0.003749106,0.018473407,2.95811148,0.586957903,0.090769832,0.409049032,0.764866774,6.466442518,0.035408992,0.000917382,0.033610922,0.037207061,38.59785443
23/1/2014,1.862,0,4,0,0.626423549,0.049086454,0.010897981,0.003771875,0.003505105,0.018290857,2.889273796,0.585811606,0.092515215,0.404481785,0.767141427,6.332056927,0.035404856,0.000917296,0.033606956,0.037202755,38.596993
24/1/2014,1.815,0,4,0,0.604678533,0.047064034,0.011433441,0.003784812,0.004015208,0.018851673,3.020873792,0.581274745,0.088166805,0.408467807,0.754081682,6.592897928,0.035371524,0.000916448,0.033575286,0.037167761,38.59633543
27/1/2014,1.821,0,4,0,0.607428305,0.050273999,0.010557384,0.003784703,0.003139366,0.017975403,2.789487893,0.584320094,0.094938555,0.398240526,0.770399663,6.154718618,0.035221292,0.000912556,0.033432683,0.037009901,38.59632865
28/1/2014,1.872,0,4,0,0.63111179,0.051916811,0.010118923,0.003796038,0.002678689,0.017559157,2.665653937,0.589410462,0.098805724,0.395751244,0.78306968,5.965347358,0.035193306,0.000911846,0.033406088,0.036980523,38.59567794
29/1/2014,1.848,0,4,0,0.619896719,0.048063755,0.010952033,0.003795495,0.003512863,0.018391203,2.885534841,0.583494835,0.091002301,0.405130325,0.761859345,6.411869035,0.035051348,0.000908164,0.033271346,0.03683135,38.59581501
30/1/2014,1.785,0,4,0,0.591041958,0.047613297,0.011145013,0.003814018,0.003669538,0.018620488,2.922118587,0.579525745,0.089539278,0.40402876,0.755022729,6.472307563,0.035072827,0.000908745,0.033291687,0.036853968,38.59479207
31/1/2014,1.731,0,4,0,0.566955155,0.044755535,0.011913758,0.003822231,0.004422186,0.019405331,3.116964606,0.573993354,0.083678112,0.409984256,0.738002453,6.859540004,0.034988973,0.000906581,0.033212073,0.036765873,38.59440855
3/2/2014,1.72,0,4,0,0.562118918,0.043758595,0.012205425,0.003839981,0.004679063,0.019731788,3.178511979,0.57275225,0.081644213,0.412729592,0.732774908,7.015221612,0.03498014,0.000906375,0.033203645,0.036756634,38.59346075
4/2/2014,1.712,0,4,0,0.558616288,0.044792741,0.011905713,0.003856587,0.004346802,0.019464625,3.087111054,0.572998527,0.083589135,0.409163823,0.736833231,6.854940281,0.034961357,0.00090591,0.033185774,0.03673694,38.59253476
5/2/2014,1.71,0,4,0,0.557742544,0.043808831,0.012183453,0.003874321,0.004589784,0.019777123,3.144667874,0.572249192,0.081635125,0.412244347,0.732254037,7.009840334,0.034953336,0.000905724,0.033178116,0.036728555,38.59158263
6/2/2014,1.782,0,4,0,0.589688472,0.041966656,0.012666841,0.003895104,0.005032438,0.020301245,3.251990658,0.574920792,0.07841095,0.42123533,0.728606254,7.332149297,0.034963939,0.000906025,0.033188129,0.036739749,38.59046298
7/2/2014,1.75,0,4,0,0.575364145,0.040067949,0.013300671,0.003911188,0.005634742,0.020966599,3.400672834,0.572023588,0.074616706,0.425774844,0.718272331,7.666159743,0.034919844,0.000904903,0.033146234,0.036693453,38.58960683
10/2/2014,1.766,0,4,0,0.58250066,0.037883199,0.01403438,0.003927282,0.006336908,0.021731852,3.573560808,0.571434682,0.070566922,0.433123514,0.70974585,8.097769646,0.03486047,0.000903384,0.033089838,0.036631101,38.58878243
11/2/2014,1.774,0,4,0,0.586088108,0.036975189,0.014374575,0.003950561,0.006631475,0.022117676,3.638615828,0.571352803,0.06883916,0.43642805,0.706277556,8.299822452,0.034852577,0.000903209,0.033082287,0.036622866,38.58750666
12/2/2014,1.8,0,4,0,0.597837001,0.035903922,0.01478159,0.003974854,0.006990876,0.022572304,3.718775554,0.571954091,0.066870923,0.440887082,0.7030211,8.553105985,0.034845131,0.000903047,0.033075158,0.036615104,38.58616159
13/2/2014,1.762,0,4,0,0.580711751,0.034422787,0.015452525,0.00399774,0.007616955,0.023288094,3.865315334,0.569619572,0.063929874,0.44431702,0.694922124,8.910068805,0.034813299,0.000902251,0.033044886,0.036581712,38.5849172
14/2/2014,1.765,0,4,0,0.582053133,0.034366984,0.015473437,0.004025248,0.00758395,0.023362923,3.844095058,0.569788913,0.063797798,0.444745229,0.694832596,8.931168969,0.034813773,0.000902301,0.033045264,0.036582283,38.58333688
17/2/2014,1.772,0,4,0,0.585190039,0.033107251,0.016048014,0.004050645,0.00810875,0.023987278,3.961841698,0.56949145,0.061438004,0.449072961,0.689909938,9.269367646,0.034789309,0.0009017,0.033021978,0.03655664,38.58193212
18/2/2014,1.769,0,4,0,0.583844446,0.030743546,0.017205407,0.004067573,0.009232964,0.02517785,4.229895077,0.568213941,0.057108449,0.456281381,0.680146501,9.94973511,0.034673317,0.000898713,0.03291184,0.036434794,38.58108821
19/2/2014,1.756,0,4,0,0.578034373,0.03054424,0.017333752,0.004100027,0.009297699,0.025369806,4.227716343,0.567738482,0.05666251,0.456679962,0.678797003,10.0196493,0.034674892,0.000898798,0.032913248,0.036436536,38.57917561
20/2/2014,1.794,0,4,0,0.59511344,0.027572155,0.018979075,0.004110448,0.010922596,0.027035554,4.617276113,0.567702216,0.05141404,0.466930698,0.668473735,11.04177413,0.034471737,0.000893542,0.032720395,0.036223078,38.57877226
21/2/2014,1.762,0,4,0,0.580711751,0.026617347,0.019680364,0.004145881,0.011554436,0.027806291,4.746967582,0.566463341,0.049549325,0.469346665,0.663580018,11.43231201,0.034452032,0.000893077,0.032701601,0.036202463,38.57677304
