Date,Price,1MA,S/S_A,S_U,S_L,s,Leakage Ratio,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
2008-12-18,0.435,0.435,1.0,0.5,-0.5,2.7333680090865,,,,,,,,,,,,,,,,
2008-12-19,0.38,0.38,1.0000000000000002,0.5,-0.5,2.120263536200091,,,,,,,,,,,,,,,,
2008-12-22,0.37,0.37,1.0,0.5,-0.5,2.0402208285265546,,,,,,,,,,,,,,,,
2008-12-24,0.365,0.365,1.0,0.5,-0.5,2.002480500543708,,,,,,,,,,,,,,,,
2008-12-25,0.36,0.36,1.0,0.5,-0.5,1.9661128563728327,,,,,,,,,,,,,,,,
2008-12-26,0.335,0.3350000000000001,1.0,0.5,-0.5,1.8018098050815563,,,,,,,,,,,,,,,,
2008-12-29,0.34,0.34,1.0,0.5,-0.5,1.8325814637483104,,,,,,,,,,,,,,,,
2008-12-30,0.345,0.34500000000000003,1.0,0.5,-0.5,1.8643301620628905,,,,,,,,,,,,,,,,
2009-01-05,0.325,0.3250000000000001,0.9999999999999998,0.5,-0.5,1.742969305058623,,,,,,,,,,,,,,,,
2009-01-06,0.335,0.3350000000000001,0.9999999999999996,0.5,-0.5,1.8018098050815563,,,,,,,,,,,,,,,,
2009-01-07,0.31,0.3100000000000001,0.9999999999999996,0.5,-0.5,1.6607312068216509,,,,,,,,,,,,,,,,
2009-01-08,0.325,0.3250000000000001,0.9999999999999996,0.5,-0.5,1.742969305058623,,,,,,,,,,,,,,,,
2009-01-09,0.315,0.3150000000000001,0.9999999999999996,0.5,-0.5,1.6873994539038122,,,,,,,,,,,,,,,,
2009-01-13,0.3,0.3000000000000001,0.9999999999999996,0.5,-0.5,1.6094379124341005,,,,,,,,,,,,,,,,
2009-01-14,0.305,0.3050000000000001,0.9999999999999996,0.5,-0.5,1.6347557204183902,,,,,,,,,,,,,,,,
2009-01-15,0.325,0.3250000000000001,0.9999999999999996,0.5,-0.5,1.742969305058623,,,,,,,,,,,,,,,,
2009-01-16,0.315,0.3150000000000001,0.9999999999999996,0.5,-0.5,1.6873994539038122,,,,,,,,,,,,,,,,
2009-01-19,0.31,0.3100000000000001,0.9999999999999996,0.5,-0.5,1.6607312068216509,,,,,,,,,,,,,,,,
2009-01-20,0.31,0.3100000000000001,0.9999999999999996,0.5,-0.5,1.6607312068216509,,,,,,,,,,,,,,,,
2009-01-21,0.305,0.3050000000000001,0.9999999999999996,0.5,-0.5,1.6347557204183902,,,,,,,,,,,,,,,,
2009-01-22,0.295,0.2950000000000001,0.9999999999999996,0.5,-0.5,1.5847452998437288,,,,,,,,,,,,,,,,
2009-01-23,0.295,0.2950000000000001,0.9999999999999996,0.5,-0.5,1.5847452998437288,,,,,,,,,,,,,,,,
2009-01-26,0.32,0.3200000000000001,0.9999999999999996,0.5,-0.5,1.7147984280919266,,,,,,,,,,,,,,,,
2009-01-27,0.33,0.3300000000000001,0.9999999999999996,0.5,-0.5,1.7719568419318754,,,,,,,,,,,,,,,,
2009-01-28,0.315,0.3150000000000001,0.9999999999999996,0.5,-0.5,1.6873994539038122,,,,,,,,,,,,,,,,
2009-01-29,0.345,0.3450000000000001,0.9999999999999996,0.5,-0.5,1.8643301620628905,,,,,,,,,,,,,,,,
2009-01-30,0.355,0.3550000000000002,0.9999999999999992,0.5,-0.5,1.9310215365615624,,,,,,,,,,,,,,,,
2009-02-02,0.355,0.3550000000000002,0.9999999999999992,0.5,-0.5,1.9310215365615624,,,,,,,,,,,,,,,,
2009-02-03,0.36,0.3600000000000002,0.9999999999999992,0.5,-0.5,1.9661128563728327,,,,,,,,,,,,,,,,
2009-02-04,0.37,0.3700000000000002,0.9999999999999994,0.5,-0.5,2.0402208285265546,,,,,,,,,,,,,,,,
2009-02-05,0.37,0.3700000000000002,0.9999999999999994,0.5,-0.5,2.0402208285265546,,,,,,,,,,,,,,,,
2009-02-06,0.365,0.3650000000000002,0.9999999999999994,0.5,-0.5,2.002480500543708,,,,,,,,,,,,,,,,
2009-02-09,0.355,0.3550000000000002,0.9999999999999992,0.5,-0.5,1.9310215365615624,,,,,,,,,,,,,,,,
2009-02-10,0.365,0.3650000000000002,0.9999999999999994,0.5,-0.5,2.002480500543708,,,,,,,,,,,,,,,,
2009-02-12,0.36,0.3600000000000002,0.9999999999999992,0.5,-0.5,1.9661128563728327,,,,,,,,,,,,,,,,
2009-02-13,0.355,0.3550000000000002,0.9999999999999992,0.5,-0.5,1.9310215365615624,,,,,,,,,,,,,,,,
2009-02-16,0.355,0.3550000000000002,0.9999999999999992,0.5,-0.5,1.9310215365615624,,,,,,,,,,,,,,,,
2009-02-17,0.355,0.3550000000000002,0.9999999999999992,0.5,-0.5,1.9310215365615624,,,,,,,,,,,,,,,,
2009-02-18,0.345,0.3450000000000002,0.9999999999999992,0.5,-0.5,1.8643301620628905,,,,,,,,,,,,,,,,
2009-02-19,0.35,0.3500000000000002,0.9999999999999992,0.5,-0.5,1.8971199848858809,,,,,,,,,,,,,,,,
2009-02-20,0.35,0.3500000000000002,0.9999999999999992,0.5,-0.5,1.8971199848858809,,,,,,,,,,,,,,,,
2009-02-23,0.355,0.3550000000000002,0.9999999999999992,0.5,-0.5,1.9310215365615624,,,,,,,,,,,,,,,,
2009-02-24,0.365,0.3650000000000002,0.9999999999999994,0.5,-0.5,2.002480500543708,,,,,,,,,,,,,,,,
2009-02-25,0.375,0.3750000000000002,0.9999999999999994,0.5,-0.5,2.0794415416798357,,,,,,,,,,,,,,,,
2009-02-26,0.375,0.3750000000000002,0.9999999999999994,0.5,-0.5,2.0794415416798357,,,,,,,,,,,,,,,,
2009-02-27,0.365,0.3650000000000002,0.9999999999999994,0.5,-0.5,2.002480500543708,,,,,,,,,,,,,,,,
2009-03-02,0.365,0.3650000000000002,0.9999999999999994,0.5,-0.5,2.002480500543708,,,,,,,,,,,,,,,,
2009-03-03,0.355,0.3550000000000002,0.9999999999999992,0.5,-0.5,1.9310215365615624,,,,,,,,,,,,,,,,
2009-03-04,0.345,0.3450000000000002,0.9999999999999992,0.5,-0.5,1.8643301620628905,,,,,,,,,,,,,,,,
2009-03-05,0.345,0.3450000000000002,0.9999999999999992,0.5,-0.5,1.8643301620628905,,,,,,,,,,,,,,,,
2009-03-06,0.34,0.3400000000000003,0.9999999999999992,0.5,-0.5,1.8325814637483104,,,,,,,,,,,,,,,,
2009-03-09,0.34,0.3400000000000004,0.999999999999999,0.5,-0.5,1.8325814637483104,,,,,,,,,,,,,,,,
2009-03-10,0.34,0.3400000000000004,0.999999999999999,0.5,-0.5,1.8325814637483104,,,,,,,,,,,,,,,,
2009-03-11,0.34,0.3400000000000004,0.999999999999999,0.5,-0.5,1.8325814637483104,,,,,,,,,,,,,,,,
2009-03-12,0.34,0.3400000000000004,0.999999999999999,0.5,-0.5,1.8325814637483104,,,,,,,,,,,,,,,,
2009-03-13,0.34,0.3400000000000004,0.999999999999999,0.5,-0.5,1.8325814637483104,,,,,,,,,,,,,,,,
2009-03-16,0.32,0.32000000000000034,0.999999999999999,0.5,-0.5,1.7147984280919266,,,,,,,,,,,,,,,,
2009-03-17,0.34,0.3400000000000004,0.999999999999999,0.5,-0.5,1.8325814637483104,,,,,,,,,,,,,,,,
2009-03-18,0.34,0.3400000000000004,0.999999999999999,0.5,-0.5,1.8325814637483104,,,,,,,,,,,,,,,,
2009-03-19,0.325,0.32500000000000034,0.999999999999999,0.5,-0.5,1.742969305058623,,,,,,,,,,,,,,,,
2009-03-23,0.335,0.33500000000000035,0.999999999999999,0.5,-0.5,1.8018098050815563,,,,,,,,,,,,,,,,
2009-03-24,0.32,0.32000000000000034,0.999999999999999,0.5,-0.5,1.7147984280919266,,,,,,,,,,,,,,,,
2009-03-25,0.33,0.33000000000000035,0.999999999999999,0.5,-0.5,1.7719568419318754,,,,,,,,,,,,,,,,
2009-03-26,0.33,0.33000000000000035,0.999999999999999,0.5,-0.5,1.7719568419318754,,,,,,,,,,,,,,,,
2009-03-27,0.33,0.33000000000000035,0.999999999999999,0.5,-0.5,1.7719568419318754,,,,,,,,,,,,,,,,
2009-03-30,0.33,0.33000000000000035,0.999999999999999,0.5,-0.5,1.7719568419318754,,,,,,,,,,,,,,,,
2009-03-31,0.33,0.33000000000000035,0.999999999999999,0.5,-0.5,1.7719568419318754,,,,,,,,,,,,,,,,
2009-04-01,0.325,0.32500000000000034,0.999999999999999,0.5,-0.5,1.742969305058623,,,,,,,,,,,,,,,,
2009-04-02,0.33,0.33000000000000035,0.999999999999999,0.5,-0.5,1.7719568419318754,,,,,,,,,,,,,,,,
2009-04-03,0.32,0.32000000000000034,0.999999999999999,0.5,-0.5,1.7147984280919266,,,,,,,,,,,,,,,,
2009-04-06,0.32,0.32000000000000034,0.999999999999999,0.5,-0.5,1.7147984280919266,,,,,,,,,,,,,,,,
2009-04-07,0.32,0.32000000000000034,0.999999999999999,0.5,-0.5,1.7147984280919266,,,,,,,,,,,,,,,,
2009-04-08,0.32,0.32000000000000034,0.999999999999999,0.5,-0.5,1.7147984280919266,,,,,,,,,,,,,,,,
2009-04-09,0.315,0.31500000000000034,0.9999999999999988,0.5,-0.5,1.6873994539038122,,,,,,,,,,,,,,,,
2009-04-10,0.29,0.2900000000000003,0.9999999999999988,0.5,-0.5,1.5606477482646683,,,,,,,,,,,,,,,,
2009-04-13,0.32,0.32000000000000034,0.999999999999999,0.5,-0.5,1.7147984280919266,,,,,,,,,,,,,,,,
2009-04-14,0.325,0.32500000000000034,0.999999999999999,0.5,-0.5,1.742969305058623,,,,,,,,,,,,,,,,
2009-04-15,0.31,0.31000000000000033,0.9999999999999988,0.5,-0.5,1.6607312068216509,,,,,,,,,,,,,,,,
2009-04-16,0.305,0.3050000000000003,0.9999999999999988,0.5,-0.5,1.6347557204183902,,,,,,,,,,,,,,,,
2009-04-17,0.285,0.2850000000000003,0.9999999999999988,0.5,-0.5,1.537117250854474,,,,,,,,,,,,,,,,
2009-04-20,0.285,0.2850000000000003,0.9999999999999988,0.5,-0.5,1.537117250854474,,,,,,,,,,,,,,,,
2009-04-21,0.285,0.2850000000000003,0.9999999999999988,0.5,-0.5,1.537117250854474,,,,,,,,,,,,,,,,
2009-04-22,0.285,0.2850000000000003,0.9999999999999988,0.5,-0.5,1.537117250854474,,,,,,,,,,,,,,,,
2009-04-23,0.285,0.2850000000000003,0.9999999999999988,0.5,-0.5,1.537117250854474,,,,,,,,,,,,,,,,
2009-04-24,0.285,0.2850000000000003,0.9999999999999988,0.5,-0.5,1.537117250854474,,,,,,,,,,,,,,,,
2009-04-27,0.285,0.2850000000000003,0.9999999999999988,0.5,-0.5,1.537117250854474,,,,,,,,,,,,,,,,
2009-04-28,0.28,0.2800000000000004,0.9999999999999988,0.5,-0.5,1.5141277326297755,,,,,,,,,,,,,,,,
2009-04-30,0.28,0.2800000000000005,0.9999999999999984,0.5,-0.5,1.5141277326297755,,,,,,,,,,,,,,,,
2009-05-01,0.25,0.25000000000000044,0.9999999999999982,0.5,-0.5,1.3862943611198906,,,,,,,,,,,,,,,,
2009-05-07,0.28,0.2800000000000005,0.9999999999999984,0.5,-0.5,1.5141277326297755,,,,,,,,,,,,,,,,
2009-05-08,0.28,0.2800000000000005,0.9999999999999984,0.5,-0.5,1.5141277326297755,,,,,,,,,,,,,,,,
2009-05-11,0.28,0.2800000000000005,0.9999999999999984,0.5,-0.5,1.5141277326297755,,,,,,,,,,,,,,,,
2009-05-12,0.275,0.2750000000000005,0.9999999999999984,0.5,-0.5,1.491654876777717,,,,,,,,,,,,,,,,
2009-05-13,0.26,0.26000000000000045,0.9999999999999984,0.5,-0.5,1.4271163556401458,,,,,,,,,,,,,,,,
2009-05-14,0.24,0.2400000000000005,0.9999999999999979,0.5,-0.5,1.3470736479666092,,,,,,,,,,,,,,,,
2009-05-15,0.26,0.26000000000000045,0.9999999999999984,0.5,-0.5,1.4271163556401458,,,,,,,,,,,,,,,,
2009-05-18,0.26,0.26000000000000045,0.9999999999999984,0.5,-0.5,1.4271163556401458,,,,,,,,,,,,,,,,
2009-05-19,0.26,0.26000000000000045,0.9999999999999984,0.5,-0.5,1.4271163556401458,,,,,,,,,,,,,,,,
2009-05-20,0.25,0.25000000000000044,0.9999999999999982,0.5,-0.5,1.3862943611198906,,,,,,,,,,,,,,,,
2009-05-21,0.24,0.2400000000000005,0.9999999999999979,0.5,-0.5,1.3470736479666092,,,,,,,,,,,,,,,,
2009-05-22,0.225,0.2250000000000004,0.9999999999999979,0.5,-0.5,1.2909841813155656,,,,,,,,,,,,,,,,
2009-05-25,0.225,0.2250000000000004,0.9999999999999982,0.5,-0.5,1.2909841813155656,,,,,,,,,,,,,,,,
2009-05-26,0.225,0.2250000000000004,0.9999999999999982,0.5,-0.5,1.2909841813155656,,,,,,,,,,,,,,,,
2009-05-27,0.22,0.2200000000000004,0.9999999999999982,0.5,-0.5,1.2729656758128869,,,,,,,,,,,,,,,,
2009-05-28,0.21,0.2100000000000004,0.9999999999999979,0.5,-0.5,1.2378743560016172,,,,,,,,,,,,,,,,
2009-05-29,0.2,0.2000000000000004,0.9999999999999982,0.5,-0.5,1.203972804325936,,,,,,,,,,,,,,,,
2009-06-01,0.21,0.21000000000000035,0.9999999999999984,0.5,-0.5,1.2378743560016172,,,,,,,,,,,,,,,,
2009-06-02,0.21,0.2100000000000004,0.9999999999999979,0.5,-0.5,1.2378743560016172,,,,,,,,,,,,,,,,
2009-06-03,0.21,0.2100000000000004,0.9999999999999979,0.5,-0.5,1.2378743560016172,,,,,,,,,,,,,,,,
2009-06-04,0.21,0.2100000000000004,0.9999999999999979,0.5,-0.5,1.2378743560016172,,,,,,,,,,,,,,,,
2009-06-05,0.21,0.2100000000000004,0.9999999999999979,0.5,-0.5,1.2378743560016172,,,,,,,,,,,,,,,,
