Date,ust3myieldzc,90MA,S/S_A,S_U,S_L,s,Leakage Ratio,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
2005-04-05,2.787,2.5031666666666665,1.113389706371929,12.515833333333333,0.0,0.2519005244973823,,,,,,,,,,,,,,,,
2005-04-06,2.767,2.5092111111111106,1.102737026688335,12.546055555555556,0.0,0.2491634073915599,,,,,,,,,,,,,,,,
2005-04-07,2.7680000000000002,2.5152666666666663,1.100479737072279,12.57633333333333,0.0,0.24858437637050196,,,,,,,,,,,,,,,,
2005-04-08,2.781,2.5215666666666663,1.102885772072918,12.607833333333332,0.0,0.2492015747475297,,,,,,,,,,,,,,,,
2005-04-11,2.773,2.5274999999999994,1.0971315529179029,12.637499999999998,0.0,0.24772613039370275,,,,,,,,,,,,,,,,
2005-04-12,2.767,2.5332111111111097,1.0922895402848385,12.666055555555555,0.0,0.2464862701192909,,,,,,,,,,,,,,,,
2005-04-13,2.7769999999999997,2.539144444444444,1.093675472490734,12.695722222222221,0.0,0.2468409990711563,,,,,,,,,,,,,,,,
2005-04-14,2.778,2.5450777777777773,1.0915187049511696,12.725388888888887,0.0,0.24628902947823386,,,,,,,,,,,,,,,,
2005-04-15,2.7910000000000004,2.5510333333333333,1.094066456729953,12.755166666666666,0.0,0.24694109413611784,,,,,,,,,,,,,,,,
2005-04-18,2.89,2.5582222222222217,1.1296907574704658,12.791111111111107,0.0,0.2561035009544841,,,,,,,,,,,,,,,,
2005-04-19,2.911,2.565755555555555,1.1345585878970026,12.828777777777775,0.0,0.2573620293860157,,,,,,,,,,,,,,,,
2005-04-20,2.8689999999999998,2.5730555555555554,1.1150167332397714,12.865277777777774,0.0,0.2523192357639897,,,,,,,,,,,,,,,,
2005-04-21,2.891,2.5807,1.120238694927733,12.903499999999998,0.0,0.2536642800025802,,,,,,,,,,,,,,,,
2005-04-22,2.923,2.5886666666666662,1.1291527169714142,12.943333333333333,0.0,0.2559644931723414,,,,,,,,,,,,,,,,
2005-04-25,2.9010000000000002,2.5962666666666663,1.1173736647493842,12.981333333333332,0.0,0.2529260972574758,,,,,,,,,,,,,,,,
2005-04-26,2.911,2.6039111111111106,1.1179337065610708,13.019555555555556,0.0,0.2530703506978731,,,,,,,,,,,,,,,,
2005-04-27,2.88,2.6115555555555554,1.1027910142954394,13.057777777777774,0.0,0.2491772601855373,,,,,,,,,,,,,,,,
2005-04-28,2.88,2.6192,1.0995723885155777,13.095999999999995,0.0,0.2483517213385956,,,,,,,,,,,,,,,,
2005-04-29,2.903,2.6270555555555557,1.1050394400152266,13.135277777777775,0.0,0.2497543589688751,,,,,,,,,,,,,,,,
2005-05-02,2.9019999999999997,2.634199999999999,1.1016627439070692,13.170999999999996,0.0,0.2488877948007515,,,,,,,,,,,,,,,,
2005-05-03,2.911,2.641388888888888,1.1020717215269749,13.206944444444439,0.0,0.2489927110888045,,,,,,,,,,,,,,,,
2005-05-04,2.8489999999999998,2.6482333333333323,1.0758115473208558,13.24116666666666,0.0,0.2422783462269044,,,,,,,,,,,,,,,,
2005-05-05,2.798,2.6544999999999987,1.0540591448483712,13.272499999999996,0.0,0.2367504935036269,,,,,,,,,,,,,,,,
2005-05-06,2.873,2.6616777777777765,1.0793943669615245,13.308388888888881,0.0,0.24319177234124986,,,,,,,,,,,,,,,,
2005-05-09,2.8739999999999997,2.668411111111109,1.0770454327793906,13.342055555555547,0.0,0.2425928264053782,,,,,,,,,,,,,,,,
2005-05-10,2.9,2.6744555555555545,1.0843328444834053,13.37227777777777,0.0,0.2444521874158461,,,,,,,,,,,,,,,,
2005-05-11,2.8689999999999998,2.680499999999999,1.0703227009886218,13.402499999999995,0.0,0.2408806021351679,,,,,,,,,,,,,,,,
2005-05-12,2.88,2.6867666666666654,1.0719203999851126,13.433833333333327,0.0,0.2412872573776345,,,,,,,,,,,,,,,,
