Date,ust3myieldzc,15MA,S/S_A,S_U,S_L,s,Leakage Ratio,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
2004-12-21,2.2230000000000003,2.228733333333333,0.9974275373156654,10.586483333333332,0.0,0.2357030231986987,,,,,,,,,,,,,,,,
2004-12-22,2.1919999999999997,2.2266666666666666,0.9844311377245508,10.576666666666666,0.0,0.23224567597014045,,,,,,,,,,,,,,,,
2004-12-23,2.1919999999999997,2.2246,0.9853456801222692,10.56685,0.0,0.2324885751193668,,,,,,,,,,,,,,,,
2004-12-24,2.1959999999999997,2.2234,0.9876765314383376,10.56115,0.0,0.2331079077269779,,,,,,,,,,,,,,,,
2004-12-27,2.259,2.224733333333333,1.0154025950675736,10.567483333333334,0.0,0.24050459511557445,,,,,,,,,,,,,,,,
2004-12-28,2.2640000000000002,2.2254666666666667,1.0173147205080582,10.570966666666667,0.0,0.2410167293317509,,,,,,,,,,,,,,,,
2004-12-29,2.233,2.2248,1.003685724559511,10.5678,0.0,0.2373721212702599,,,,,,,,,,,,,,,,
2004-12-30,2.234,2.224133333333333,1.0044361848810022,10.564633333333337,0.0,0.2375724609754525,,,,,,,,,,,,,,,,
2004-12-31,2.227,2.2222666666666666,1.002129957400852,10.555766666666667,0.0,0.2369569280711112,,,,,,,,,,,,,,,,
2005-01-03,2.2680000000000002,2.223933333333333,1.0198147426481612,10.563683333333332,0.0,0.2416867187738239,,,,,,,,,,,,,,,,
2005-01-04,2.356,2.232133333333333,1.0554925034346814,10.602633333333333,0.0,0.2512973616870566,,,,,,,,,,,,,,,,
2005-01-05,2.325,2.2396666666666665,1.0381009078731955,10.638416666666666,0.0,0.2466009877251745,,,,,,,,,,,,,,,,
2005-01-06,2.316,2.2472,1.0306158775364898,10.6742,0.0,0.24458652194536315,,,,,,,,,,,,,,,,
2005-01-07,2.329,2.2554,1.0326327924093288,10.71315,0.0,0.24512894022258586,,,,,,,,,,,,,,,,
2005-01-10,2.34,2.2635999999999994,1.033751546209578,10.752099999999995,0.0,0.2454299387836246,,,,,,,,,,,,,,,,
2005-01-11,2.356,2.2724666666666664,1.0367588816851,10.794216666666665,0.0,0.2462395060117861,,,,,,,,,,,,,,,,
2005-01-12,2.335,2.282,1.0232252410166522,10.839499999999996,0.0,0.2426014343144245,,,,,,,,,,,,,,,,
