Date,ust10yyield,15MA,S/S_A,S_U,S_L,s,Leakage Ratio,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
2004-12-21,4.1622,4.1977866666666666,0.99152251662781,6.296680000000001,0.0,1.081799453069432,,,,,,,,,,,,,,,,
2004-12-22,4.1931,4.186333333333334,1.0016163707301535,6.2795000000000005,0.0,1.1018502667258476,,,,,,,,,,,,,,,,
2004-12-23,4.2242,4.174193333333334,1.0119799594013372,6.2612900000000025,0.0,1.1228639152798336,,,,,,,,,,,,,,,,
2004-12-24,4.2144,4.17184,1.010201733527652,6.257760000000001,0.0,1.1192267818346262,,,,,,,,,,,,,,,,
2004-12-27,4.2965,4.176900000000002,1.028633675692499,6.2653500000000015,0.0,1.1575848367567303,,,,,,,,,,,,,,,,
2004-12-28,4.2906,4.181566666666668,1.0260747566701474,6.272350000000001,0.0,1.1521707923274456,,,,,,,,,,,,,,,,
2004-12-29,4.322,4.195146666666668,1.0302381164266006,6.292720000000003,0.0,1.1609944514617856,,,,,,,,,,,,,,,,
2004-12-30,4.2534,4.200946666666669,1.0124860745673192,6.301420000000002,0.0,1.1239015320702568,,,,,,,,,,,,,,,,
2004-12-31,4.2182,4.205566666666669,1.0030039550754155,6.308350000000003,0.0,1.1046383189235576,,,,,,,,,,,,,,,,
2005-01-03,4.2104,4.209793333333336,1.000144108420207,6.314690000000002,0.0,1.0989005470509796,,,,,,,,,,,,,,,,
2005-01-04,4.2886,4.220906666666669,1.0160376285663737,6.331360000000004,0.0,1.1312132283678131,,,,,,,,,,,,,,,,
2005-01-05,4.2808,4.234700000000002,1.0108862493210848,6.352050000000002,0.0,1.1206253056917417,,,,,,,,,,,,,,,,
2005-01-06,4.2612,4.239873333333335,1.0050300244818628,6.359810000000002,0.0,1.1087232818801465,,,,,,,,,,,,,,,,
2005-01-07,4.269,4.2445400000000015,1.0057626974890088,6.366810000000004,0.0,1.1102046157874024,,,,,,,,,,,,,,,,
2005-01-10,4.269,4.2502400000000025,1.0044138683933137,6.375360000000002,0.0,1.1074792207642026,,,,,,,,,,,,,,,,
2005-01-11,4.2357,4.255140000000003,0.995431407662262,6.382710000000004,0.0,1.0895165955122603,,,,,,,,,,,,,,,,
2005-01-12,4.2337,4.257846666666668,0.9943289017766408,6.386770000000004,0.0,1.0873339326578535,,,,,,,,,,,,,,,,
2005-01-13,4.1635,4.253800000000003,0.978771921576002,6.3807000000000045,0.0,1.057032670642958,,,,,,,,,,,,,,,,
2005-01-14,4.208,4.253373333333337,0.9893323887236164,6.380060000000006,0.0,1.0775014757016537,,,,,,,,,,,,,,,,
2005-01-17,4.2082,4.24748666666667,0.9907506085951998,6.371230000000002,0.0,1.0802825270654943,,,,,,,,,,,,,,,,
2005-01-18,4.1848,4.240433333333336,0.9868802716703472,6.360650000000006,0.0,1.0727111805935765,,,,,,,,,,,,,,,,
2005-01-19,4.1711,4.230373333333337,0.9859886282692144,6.3455600000000025,0.0,1.070974997890013,,,,,,,,,,,,,,,,
2005-01-20,4.1614,4.224240000000004,0.9851239512906456,6.3363600000000035,0.0,1.0692941975129129,,,,,,,,,,,,,,,,
2005-01-21,4.1399,4.219020000000003,0.9812468298325197,6.328530000000002,0.0,1.0617922043978394,,,,,,,,,,,,,,,,
2005-01-24,4.1204,4.213020000000003,0.978015770160122,6.319530000000004,0.0,1.0555830106987418,,,,,,,,,,,,,,,,
2005-01-25,4.1925,4.206613333333337,0.9966449653878332,6.3099200000000035,0.0,1.091924631755361,,,,,,,,,,,,,,,,
