Date,Close,60MA,S/S_A,S_U,S_L,s,Leakage Ratio,% change,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
2001-01-03,13.8,12.22916666666667,1.1284497444633728,18.343750000000004,6.114583333333335,0.9900711466205124,,,,,,,,,,,,,,,,,
2001-01-04,14.2,12.259166666666667,1.1583169057168101,18.388750000000005,6.129583333333335,1.0738715964047358,,,,,,,,,,,,,,,,,
2001-01-05,13.9,12.28666666666667,1.131307650569723,18.430000000000007,6.143333333333335,0.997792724078624,,,,,,,,,,,,,,,,,
2001-01-08,14.4,12.327500000000004,1.1681200567836134,18.491250000000008,6.163750000000002,1.1029819922828896,,,,,,,,,,,,,,,,,
2001-01-09,14.5,12.36166666666667,1.1729809896184438,18.542500000000004,6.180833333333335,1.117736974051286,,,,,,,,,,,,,,,,,
2001-01-10,14.8,12.405,1.193067311567916,18.6075,6.2025000000000015,1.1811268113565845,,,,,,,,,,,,,,,,,
2001-01-11,14.4,12.441666666666665,1.157401205626256,18.6625,6.220833333333332,1.071195212147509,,,,,,,,,,,,,,,,,
2001-01-12,14.3,12.48,1.1458333333333337,18.72,6.2399999999999975,1.0379876668516752,,,,,,,,,,,,,,,,,
2001-01-15,13.85,12.5175,1.1064509686438986,18.77625,6.25875,0.9325496156948864,,,,,,,,,,,,,,,,,
2001-01-16,13.8,12.551666666666666,1.099455583587837,18.8275,6.275833333333333,0.9149306162205352,,,,,,,,,,,,,,,,,
2001-01-17,13.65,12.5825,1.0848400556328237,18.87375,6.29125,0.87909142488839,,,,,,,,,,,,,,,,,
2001-01-18,13.75,12.616666666666665,1.0898282694848085,18.925,6.308333333333333,0.8911793520639156,,,,,,,,,,,,,,,,,
2001-01-19,13.6,12.651666666666666,1.0749571861414835,18.9775,6.325833333333333,0.855565376640874,,,,,,,,,,,,,,,,,
2001-01-22,13.7,12.6875,1.0798029556650246,19.03125,6.34375,0.8670315245441538,,,,,,,,,,,,,,,,,
2001-01-23,13.75,12.7225,1.0807624287679307,19.08375,6.36125,0.8693175239607778,,,,,,,,,,,,,,,,,
2001-01-29,14.3,12.766666666666667,1.1201044386422976,19.15,6.383333333333334,0.9678589025690988,,,,,,,,,,,,,,,,,
2001-01-30,14.25,12.813333333333333,1.1121227887617071,19.22,6.406666666666666,0.9470664553254448,,,,,,,,,,,,,,,,,
2001-01-31,14.5,12.8625,1.127308066083576,19.293750000000006,6.43125,0.9870031150267384,,,,,,,,,,,,,,,,,
2001-02-01,14.5,12.908333333333333,1.1233053582956751,19.3625,6.454166666666668,0.976320388690258,,,,,,,,,,,,,,,,,
2001-02-02,14.35,12.954166666666667,1.1077516886458667,19.43125,6.477083333333334,0.9358601924027784,,,,,,,,,,,,,,,,,
2001-02-05,14.25,12.991666666666667,1.0968569595894804,19.4875,6.495833333333334,0.9084638410274742,,,,,,,,,,,,,,,,,
2001-02-06,14.15,13.0325,1.0857471705352006,19.54875,6.516249999999999,0.8812787923673504,,,,,,,,,,,,,,,,,
2001-02-07,14.0,13.069166666666666,1.0712236179302428,19.60375,6.534583333333333,0.846819749870821,,,,,,,,,,,,,,,,,
2001-02-08,14.25,13.11,1.0869565217391304,19.665000000000006,6.5550000000000015,0.8842024173226543,,,,,,,,,,,,,,,,,
2001-02-09,14.4,13.145,1.0954735640928108,19.7175,6.5725000000000025,0.9050381900895892,,,,,,,,,,,,,,,,,
2001-02-12,14.25,13.181666666666667,1.081046908585156,19.7725,6.590833333333332,0.8699963189911355,,,,,,,,,,,,,,,,,
2001-02-13,14.45,13.225833333333336,1.0925587549618798,19.838750000000005,6.612916666666668,0.8978585406522589,,,,,,,,,,,,,,,,,
2001-02-14,14.3,13.265000000000002,1.0780248774971728,19.897500000000004,6.632500000000001,0.8628089180989298,,,,,,,,,,,,,,,,,
2001-02-15,14.25,13.304166666666667,1.0710930159724394,19.956250000000004,6.652083333333335,0.8465152040116487,,,,,,,,,,,,,,,,,
2001-02-16,14.25,13.343333333333335,1.067949038221334,20.015000000000004,6.671666666666668,0.8392117306153497,,,,,,,,,,,,,,,,,
2001-02-19,14.35,13.385000000000002,1.0720956294359356,20.0775,6.692500000000001,0.8488555416268021,,,,,,,,,,,,,,,,,
2001-02-20,14.3,13.425833333333335,1.065110793867544,20.13875,6.7129166666666675,0.8326639788807142,,,,,,,,,,,,,,,,,
2001-02-21,14.2,13.465000000000002,1.0545859636093575,20.1975,6.732500000000001,0.8087510105318493,,,,,,,,,,,,,,,,,
2001-02-22,14.25,13.505,1.0551647537948907,20.2575,6.7525,0.8100512986160918,,,,,,,,,,,,,,,,,
2001-02-23,14.3,13.541666666666664,1.056,20.3125,6.770833333333332,0.8119307165499126,,,,,,,,,,,,,,,,,
2001-02-26,14.25,13.58,1.049337260677467,20.37,6.79,0.7970360256063154,,,,,,,,,,,,,,,,,
2001-02-27,14.1,13.616666666666667,1.0354957160342717,20.425,6.808333333333334,0.7667844980243181,,,,,,,,,,,,,,,,,
2001-02-28,14.35,13.651666666666667,1.0511537052862898,20.4775,6.825833333333334,0.801074777879325,,,,,,,,,,,,,,,,,
2001-03-01,14.15,13.6825,1.0341677325050247,20.52375,6.8412500000000005,0.7639296506487078,,,,,,,,,,,,,,,,,
2001-03-02,13.95,13.715833333333334,1.017072726168054,20.57375,6.857916666666667,0.7278892084431413,,,,,,,,,,,,,,,,,
2001-03-05,14.0,13.748333333333335,1.0183052491211055,20.6225,6.874166666666667,0.7304446624804974,,,,,,,,,,,,,,,,,
2001-03-06,14.1,13.78,1.02322206095791,20.67,6.8900000000000015,0.7407044330889931,,,,,,,,,,,,,,,,,
2001-03-07,14.0,13.81,1.0137581462708185,20.715,6.905,0.7210491374459999,,,,,,,,,,,,,,,,,
2001-03-08,13.95,13.837500000000002,1.0081300813008127,20.75625,6.918750000000001,0.7095409903356215,,,,,,,,,,,,,,,,,
2001-03-09,13.85,13.865000000000002,0.9989181391994228,20.797500000000007,6.932500000000001,0.6909857964332193,,,,,,,,,,,,,,,,,
2001-03-12,13.55,13.886666666666667,0.9757561209793568,20.83,6.9433333333333325,0.6457982849561219,,,,,,,,,,,,,,,,,
2001-03-13,13.1,13.8975,0.9426155783414284,20.84625,6.94875,0.5845001125513073,,,,,,,,,,,,,,,,,
2001-03-15,12.9,13.905,0.9277238403451996,20.8575,6.9525,0.5581336075118174,,,,,,,,,,,,,,,,,
2001-03-16,13.1,13.910833333333333,0.9417120948900736,20.86625,6.955416666666666,0.5828804906835298,,,,,,,,,,,,,,,,,
2001-03-19,13.05,13.916666666666664,0.9377245508982038,20.875,6.958333333333332,0.5757634262025383,,,,,,,,,,,,,,,,,
2001-03-20,12.9,13.922499999999998,0.9265577302926918,20.88375,6.961249999999999,0.556098010588025,,,,,,,,,,,,,,,,,
2001-03-21,13.0,13.928333333333333,0.9333492880220176,20.8925,6.964166666666666,0.5680121933352803,,,,,,,,,,,,,,,,,
