Date,Close,50MA,S/S_A,S_U,S_L,s,Leakage Ratio,% change,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
1987-03-13,2721.199951,2683.04799314,1.0142196330283868,4024.571989709999,1341.5239965699998,0.7219986770396726,,,,,,,,,,,,,,,,,
1987-03-16,2669.600098,2685.073994119999,0.9942370690141556,4027.6109911799986,1342.5369970599995,0.6816872353207618,,,,,,,,,,,,,,,,,
1987-03-17,2629.300049,2686.8579931399995,0.9785779731243874,4030.2869897099986,1343.4289965699998,0.6511955327371355,,,,,,,,,,,,,,,,,
1987-03-18,2724.0,2690.2899950999995,1.0125302495126542,4035.434992649999,1345.1449975499995,0.7185270407518014,,,,,,,,,,,,,,,,,
1987-03-19,2721.300049,2693.0379980399994,1.010494486516926,4039.5569970599986,1346.5189990199995,0.7143595535753645,,,,,,,,,,,,,,,,,
1987-03-20,2780.600098,2696.50799804,1.0311855555485554,4044.76199706,1348.2539990199996,0.7575482296508161,,,,,,,,,,,,,,,,,
1987-03-23,2813.399902,2700.7099950999996,1.0417260302307387,4051.0649926499987,1350.3549975499998,0.7802880864415095,,,,,,,,,,,,,,,,,
1987-03-24,2828.100098,2706.0379980399994,1.0451073118886027,4059.0569970599986,1353.0189990199995,0.7876937381528651,,,,,,,,,,,,,,,,,
1987-03-25,2831.5,2710.3699999999994,1.0446913152078872,4065.555,1355.1849999999995,0.7867796619449732,,,,,,,,,,,,,,,,,
1987-03-26,2783.100098,2714.216000979999,1.0253790033641867,4071.3240014699986,1357.1080004899995,0.7452386952599216,,,,,,,,,,,,,,,,,
1987-03-27,2798.699951,2718.626000979999,1.0294538307185823,4077.939001469999,1359.3130004899995,0.7538611966489164,,,,,,,,,,,,,,,,,
1987-03-30,2774.899902,2722.9419970599993,1.0190815320326694,4084.412995589999,1361.4709985299996,0.7320575285094416,,,,,,,,,,,,,,,,,
1987-03-31,2713.800049,2726.36599608,0.9953909537097856,4089.54899412,1363.1829980399998,0.6839713152897929,,,,,,,,,,,,,,,,,
1987-04-01,2695.899902,2731.0739941199995,0.9871207839129481,4096.61099118,1365.5369970599995,0.6677149077572515,,,,,,,,,,,,,,,,,
1987-04-02,2709.399902,2736.26399412,0.990182200190578,4104.395991179998,1368.1319970599998,0.6737018723702778,,,,,,,,,,,,,,,,,
1987-04-03,2680.0,2739.18599608,0.978392852415024,4108.77899412,1369.59299804,0.6508405652715266,,,,,,,,,,,,,,,,,
1987-04-07,2664.699951,2741.7419970599994,0.9719003297383152,4112.61299559,1370.8709985299995,0.6384702436555741,,,,,,,,,,,,,,,,,
1987-04-08,2729.600098,2746.346000979999,0.9939024787939962,4119.519001469998,1373.1730004899996,0.6810258986085119,,,,,,,,,,,,,,,,,
1987-04-09,2785.5,2752.368002939999,1.0120376334213341,4128.5520044099985,1376.1840014699994,0.7175169937693783,,,,,,,,,,,,,,,,,
1987-04-10,2766.399902,2757.2160009799986,1.0033308601925772,4135.824001469999,1378.6080004899993,0.6998311892451069,,,,,,,,,,,,,,,,,
1987-04-13,2708.899902,2760.327998039999,0.9813688459934776,4140.4919970599985,1380.1639990199994,0.656562334395124,,,,,,,,,,,,,,,,,
1987-04-14,2668.399902,2761.9919970599994,0.9661142772464136,4142.98799559,1380.9959985299995,0.6275734652578171,,,,,,,,,,,,,,,,,
1987-04-15,2693.600098,2763.7360009799986,0.9746227921353092,4145.604001469998,1381.8680004899993,0.6436387832108857,,,,,,,,,,,,,,,,,
1987-04-16,2721.100098,2765.4260009799987,0.9839714015257356,4148.139001469999,1382.7130004899993,0.6615930916366567,,,,,,,,,,,,,,,,,
1987-04-21,2713.399902,2766.2460009799993,0.9808960956613124,4149.369001469999,1383.1230004899994,0.655651214815868,,,,,,,,,,,,,,,,,
1987-04-22,2716.899902,2767.1119970599993,0.9818539708138492,4150.667995589999,1383.5559985299994,0.6574981668259321,,,,,,,,,,,,,,,,,
1987-04-23,2719.899902,2767.2359960799995,0.9828940884886382,4150.85399412,1383.6179980399993,0.6595075675985811,,,,,,,,,,,,,,,,,
1987-04-24,2707.600098,2767.4899999999993,0.9783594874778232,4151.234999999999,1383.7449999999994,0.6507766016730673,,,,,,,,,,,,,,,,,
1987-04-27,2636.5,2765.4299999999994,0.9533779556886272,4148.144999999999,1382.7149999999995,0.6039976764232913,,,,,,,,,,,,,,,,,
1987-04-28,2617.100098,2762.67800294,0.9473055112520974,4144.01700441,1381.33900147,0.5929498916999585,,,,,,,,,,,,,,,,,
1987-04-29,2589.5,2759.65800294,0.9383409093595212,4139.48700441,1379.82900147,0.5768602134286803,,,,,,,,,,,,,,,,,
1987-04-30,2659.899902,2757.53399902,0.964593692387946,4136.30099853,1378.7669995099998,0.6247293668445235,,,,,,,,,,,,,,,,,
1987-05-01,2685.399902,2755.3999951,0.974595306226144,4133.09999265,1377.69999755,0.6435864680556125,,,,,,,,,,,,,,,,,
1987-05-04,2695.800049,2753.28599608,0.979120967759308,4129.92899412,1376.64299804,0.6522374479866571,,,,,,,,,,,,,,,,,
1987-05-05,2713.800049,2752.0459960800013,0.9861027224346984,4128.068994120002,1376.0229980400006,0.6657318825942076,,,,,,,,,,,,,,,,,
1987-05-06,2792.899902,2751.355996080001,1.0150994295100997,4127.03399412,1375.67799804,0.7238114183611074,,,,,,,,,,,,,,,,,
1987-05-07,2785.600098,2749.48799804,1.0131341180560682,4124.23199706,1374.74399902,0.7197665902471359,,,,,,,,,,,,,,,,,
1987-05-08,2805.100098,2748.6260009800008,1.0205463009517717,4122.93900147,1374.31300049,0.7351079502214102,,,,,,,,,,,,,,,,,
1987-05-11,2846.899902,2748.0919970600007,1.0359550935870079,4122.13799559,1374.04599853,0.7677739503763837,,,,,,,,,,,,,,,,,
1987-05-12,2853.399902,2748.2879931400007,1.0382463224823486,4122.431989710001,1374.1439965700004,0.7727236956298977,,,,,,,,,,,,,,,,,
1987-05-13,2833.5,2747.3999951000005,1.0313387220839918,4121.099992650001,1373.6999975500005,0.7578749933912414,,,,,,,,,,,,,,,,,
1987-05-14,2853.899902,2746.59199216,1.0390694759710597,4119.8879882400015,1373.29599608,0.7745079544385179,,,,,,,,,,,,,,,,,
1987-05-15,2872.199951,2745.25398922,1.0462419733396209,4117.88098383,1372.62699461,0.7901912039498855,,,,,,,,,,,,,,,,,
1987-05-18,2875.399902,2744.9439892200007,1.0475258924379984,4117.41598383,1372.47199461,0.7930247383367869,,,,,,,,,,,,,,,,,
1987-05-19,2881.5,2746.6059911800007,1.0491129813497737,4119.90898677,1373.30299559,0.7965384838337476,,,,,,,,,,,,,,,,,
1987-05-20,2887.300049,2748.3799902000005,1.0505461614825284,4122.5699853000015,1374.1899951000005,0.7997221255220119,,,,,,,,,,,,,,,,,
1987-05-21,2871.0,2749.3919921600004,1.044230872930004,4124.08798824,1374.6959960800002,0.7857688979661149,,,,,,,,,,,,,,,,,
1987-05-22,2897.600098,2752.7219921600013,1.0526308527532475,4129.08298824,1376.3609960800006,0.8043711924140409,,,,,,,,,,,,,,,,,
1987-05-25,2897.600098,2755.45599608,1.051586416956837,4133.183994120001,1377.72799804,0.8020392959968071,,,,,,,,,,,,,,,,,
1987-05-26,2935.899902,2759.17199216,1.0640510668933143,4138.757988240001,1379.58599608,0.8302301683949742,,,,,,,,,,,,,,,,,
1987-05-27,2941.600098,2763.5799951000013,1.0644164826839246,4145.36999265,1381.7899975500006,0.8310687276748856,,,,,,,,,,,,,,,,,
1987-05-28,2950.800049,2769.2039941200014,1.0655769872012288,4153.805991180001,1384.6019970600007,0.8337365357094901,,,,,,,,,,,,,,,,,
1987-05-29,2950.800049,2775.6339941200013,1.063108484494381,4163.450991180001,1387.8169970600006,0.8280703629761444,,,,,,,,,,,,,,,,,
1987-06-02,2934.100098,2779.835996080001,1.055493957966418,4169.753994120001,1389.9179980400006,0.81079163124411,,,,,,,,,,,,,,,,,
1987-06-03,2963.0,2784.6699951000005,1.0640399060620451,4177.004992650001,1392.3349975500007,0.8302045674872561,,,,,,,,,,,,,,,,,
1987-06-04,3023.600098,2789.529995100001,1.0839102297918142,4184.294992650001,1394.7649975500005,0.8768542482313229,,,,,,,,,,,,,,,,,
1987-06-05,3064.300049,2794.5479980400005,1.0965279720188004,4191.82199706,1397.2739990200002,0.9076481171417836,,,,,,,,,,,,,,,,,
1987-06-08,3068.0,2799.3459960800014,1.0959702745913518,4199.0189941200015,1399.6729980400007,0.9062668259835178,,,,,,,,,,,,,,,,,
1987-06-09,3108.600098,2804.887998040001,1.1082795819912337,4207.331997060001,1402.4439990200005,0.9372069130189968,,,,,,,,,,,,,,,,,
1987-06-10,3097.300049,2811.171997060001,1.1017824779982297,4216.757995590002,1405.5859985300006,0.9207568853021386,,,,,,,,,,,,,,,,,
1987-06-11,3087.5,2816.947998040001,1.0960443721887112,4225.421997060002,1408.4739990200005,0.9064502392032546,,,,,,,,,,,,,,,,,
1987-06-12,3129.899902,2824.0479980400014,1.108302657806196,4236.071997060002,1412.0239990200007,0.9372658236440582,,,,,,,,,,,,,,,,,
1987-06-16,3170.899902,2833.1899951000014,1.119197762057634,4249.784992650001,1416.5949975500007,0.9654750991327056,,,,,,,,,,,,,,,,,
1987-06-17,3178.600098,2842.8439990200013,1.1181057065022713,4264.2659985300015,1421.4219995100007,0.9626114272615488,,,,,,,,,,,,,,,,,
1987-06-18,3133.699951,2851.3300000000013,1.0990309613408478,4276.995000000001,1425.6650000000006,0.9138710649827424,,,,,,,,,,,,,,,,,
