Date,Close,S_U,S_L,bounded_x
11/2/2005,0.128231,0.129032258,0.127388535,0.718536017
14/2/2005,0.128218,0.129032258,0.127388535,0.702441741
15/2/2005,0.128225,0.129032258,0.127388535,0.71107569
16/2/2005,0.128245,0.129032258,0.127388535,0.736162986
17/2/2005,0.128251,0.129032258,0.127388535,0.743813566
18/2/2005,0.1282,0.129032258,0.127388535,0.680576523
21/2/2005,0.128236,0.129032258,0.127388535,0.724795755
22/2/2005,0.128212,0.129032258,0.127388535,0.695100086
23/2/2005,0.128208,0.129032258,0.127388535,0.690235424
24/2/2005,0.128212,0.129032258,0.127388535,0.695100086
25/2/2005,0.128243,0.129032258,0.127388535,0.733625744
28/2/2005,0.128227,0.129032258,0.127388535,0.713556287
1/3/2005,0.128225,0.129032258,0.127388535,0.71107569
2/3/2005,0.128223,0.129032258,0.127388535,0.708601232
3/3/2005,0.12824,0.129032258,0.127388535,0.729831912
4/3/2005,0.128258,0.129032258,0.127388535,0.752813855
7/3/2005,0.128258,0.129032258,0.127388535,0.752813855
8/3/2005,0.12824,0.129032258,0.127388535,0.729831912
9/3/2005,0.128228,0.129032258,0.127388535,0.714798896
10/3/2005,0.12823,0.129032258,0.127388535,0.717288757
11/3/2005,0.128274,0.129032258,0.127388535,0.773695308
14/3/2005,0.128217,0.129032258,0.127388535,0.701214383
15/3/2005,0.128238,0.129032258,0.127388535,0.727310663
16/3/2005,0.128225,0.129032258,0.127388535,0.71107569
17/3/2005,0.128212,0.129032258,0.127388535,0.695100086
18/3/2005,0.128269,0.129032258,0.127388535,0.767122892
21/3/2005,0.128218,0.129032258,0.127388535,0.702441741
22/3/2005,0.128225,0.129032258,0.127388535,0.71107569
23/3/2005,0.128215,0.129032258,0.127388535,0.698764176
24/3/2005,0.12823,0.129032258,0.127388535,0.717288757
25/3/2005,0.128236,0.129032258,0.127388535,0.724795755
28/3/2005,0.128213,0.129032258,0.127388535,0.696319959
29/3/2005,0.128215,0.129032258,0.127388535,0.698764176
30/3/2005,0.128218,0.129032258,0.127388535,0.702441741
31/3/2005,0.128222,0.129032258,0.127388535,0.707366295
1/4/2005,0.128279,0.129032258,0.127388535,0.780311206
4/4/2005,0.128246,0.129032258,0.127388535,0.737434025
5/4/2005,0.12825,0.129032258,0.127388535,0.742534398
6/4/2005,0.128251,0.129032258,0.127388535,0.743813566
7/4/2005,0.128238,0.129032258,0.127388535,0.727310663
8/4/2005,0.128205,0.129032258,0.127388535,0.686602394
11/4/2005,0.128225,0.129032258,0.127388535,0.71107569
12/4/2005,0.128225,0.129032258,0.127388535,0.71107569
13/4/2005,0.128218,0.129032258,0.127388535,0.702441741
14/4/2005,0.128233,0.129032258,0.127388535,0.721035212
15/4/2005,0.128251,0.129032258,0.127388535,0.743813566
18/4/2005,0.128227,0.129032258,0.127388535,0.713556287
19/4/2005,0.128231,0.129032258,0.127388535,0.718536017
20/4/2005,0.128228,0.129032258,0.127388535,0.714798896
21/4/2005,0.128223,0.129032258,0.127388535,0.708601232
22/4/2005,0.128338,0.129032258,0.127388535,0.861875348
25/4/2005,0.128268,0.129032258,0.127388535,0.765813577
26/4/2005,0.128277,0.129032258,0.127388535,0.777659592
27/4/2005,0.128246,0.129032258,0.127388535,0.737434025
28/4/2005,0.128286,0.129032258,0.127388535,0.789647618
29/4/2005,0.128345,0.129032258,0.127388535,0.872009228
2/5/2005,0.128268,0.129032258,0.127388535,0.765813577
3/5/2005,0.128465,0.129032258,0.127388535,1.063904749
4/5/2005,0.128355,0.129032258,0.127388535,0.886666701
5/5/2005,0.128368,0.129032258,0.127388535,0.906048364
6/5/2005,0.128403,0.129032258,0.127388535,0.96017764
9/5/2005,0.128258,0.129032258,0.127388535,0.752813855
10/5/2005,0.128238,0.129032258,0.127388535,0.727310663
11/5/2005,0.128264,0.129032258,0.127388535,0.760593392
12/5/2005,0.128243,0.129032258,0.127388535,0.733625744
13/5/2005,0.128274,0.129032258,0.127388535,0.773695308
16/5/2005,0.128245,0.129032258,0.127388535,0.736162986
17/5/2005,0.128233,0.129032258,0.127388535,0.721035212
18/5/2005,0.128342,0.129032258,0.127388535,0.867653556
19/5/2005,0.128408,0.129032258,0.127388535,0.968155242
20/5/2005,0.128388,0.129032258,0.127388535,0.936619723
23/5/2005,0.128398,0.129032258,0.127388535,0.952263176
24/5/2005,0.12853,0.129032258,0.127388535,1.185605029
25/5/2005,0.128538,0.129032258,0.127388535,1.201661311
26/5/2005,0.128536,0.129032258,0.127388535,1.197623007
27/5/2005,0.128617,0.129032258,0.127388535,1.375818921
30/5/2005,0.128578,0.129032258,0.127388535,1.286053629
31/5/2005,0.128531,0.129032258,0.127388535,1.187598023
1/6/2005,0.128495,0.129032258,0.127388535,1.118240544
2/6/2005,0.1285,0.129032258,0.127388535,1.127590634
3/6/2005,0.128531,0.129032258,0.127388535,1.187598023
6/6/2005,0.128521,0.129032258,0.127388535,1.167844608
7/6/2005,0.128556,0.129032258,0.127388535,1.23875923
8/6/2005,0.128548,0.129032258,0.127388535,1.222101134
9/6/2005,0.128541,0.129032258,0.127388535,1.20774951
10/6/2005,0.128614,0.129032258,0.127388535,1.368620469
13/6/2005,0.128602,0.129032258,0.127388535,1.340333911
14/6/2005,0.128634,0.129032258,0.127388535,1.417618891
15/6/2005,0.128639,0.129032258,0.127388535,1.430253041
16/6/2005,0.128634,0.129032258,0.127388535,1.417618891
17/6/2005,0.12867,0.129032258,0.127388535,1.512362247
20/6/2005,0.128626,0.129032258,0.127388535,1.397730505
21/6/2005,0.128687,0.129032258,0.127388535,1.560426939
22/6/2005,0.128722,0.129032258,0.127388535,1.667314672
23/6/2005,0.128705,0.129032258,0.127388535,1.613970042
24/6/2005,0.128697,0.129032258,0.127388535,1.589818513
27/6/2005,0.128697,0.129032258,0.127388535,1.589818513
28/6/2005,0.1287,0.129032258,0.127388535,1.59880712
29/6/2005,0.128781,0.129032258,0.127388535,1.878238533
30/6/2005,0.128702,0.129032258,0.127388535,1.604844727
1/7/2005,0.128694,0.129032258,0.127388535,1.580909981
4/7/2005,0.128649,0.129032258,0.127388535,1.45601053
5/7/2005,0.12868,0.129032258,0.127388535,1.540355045
6/7/2005,0.128655,0.129032258,0.127388535,1.471789615
7/7/2005,0.128659,0.129032258,0.127388535,1.482449047
8/7/2005,0.128672,0.129032258,0.127388535,1.517898469
11/7/2005,0.128578,0.129032258,0.127388535,1.286053629
12/7/2005,0.128579,0.129032258,0.127388535,1.288257448
13/7/2005,0.128556,0.129032258,0.127388535,1.23875923
14/7/2005,0.128604,0.129032258,0.127388535,1.344993121
