Date,PX_Last,30MA,Bank's Rate,SD,S_U,S_L,s,Leakage Ratio,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
2005-02-09,3.5210000000000004,3.6587,1.0,0.059635084751623366,3.8077877118790577,3.5096122881209415,0.03893972143865832,,,,,,,,,,,,,,,,
2005-02-10,3.534,3.6507,1.0,0.059728915387216835,3.800022288468042,3.501377711531958,0.11567406391540434,,,,,,,,,,,,,,,,
2005-02-11,3.554,3.643533333333333,1.0,0.05797742855820874,3.7884769047288547,3.4985897619378115,0.21213458870837598,,,,,,,,,,,,,,,,
2005-02-14,3.58,3.6386666666666665,1.0,0.05696977756280541,3.78109111057368,3.496242222759653,0.3482007296648469,,,,,,,,,,,,,,,,
2005-02-15,3.6039999999999996,3.6342,1.0,0.05419188131076433,3.769679703276912,3.4987202967230893,0.491912592200729,,,,,,,,,,,,,,,,
2005-02-16,3.636,3.630633333333333,1.0,0.05029478656436985,3.7563702997442583,3.504896366922409,0.736766514757206,,,,,,,,,,,,,,,,
2005-02-17,3.6660000000000004,3.629066666666666,1.0,0.048401056003171926,3.7500693066745967,3.5080640266587366,1.057318006054181,,,,,,,,,,,,,,,,
2005-02-18,3.759,3.630933333333333,1.0,0.05215102001772207,3.76131088337764,3.5005557832890286,4.7259517869998895,,,,,,,,,,,,,,,,
2005-02-21,3.802,3.6347333333333336,1.0,0.05976784717183242,3.7841529512629153,3.4853137154037523,,,,,,,,,,,,,,,,,
2005-02-22,3.798,3.6381666666666663,1.0,0.06578656566672397,3.802633080833477,3.473700252499857,4.262631507109614,,,,,,,,,,,,,,,,
2005-02-23,3.795,3.6413666666666673,1.0,0.07081077287782926,3.8183935988612414,3.4643397344720936,2.7169866288473083,,,,,,,,,,,,,,,,
2005-02-24,3.827,3.646966666666666,1.0,0.0782374519580543,3.8425602965618015,3.451373036771531,3.224463792821638,,,,,,,,,,,,,,,,
2005-02-25,3.813,3.6522666666666663,1.0,0.0837273087004604,3.8615849384178187,3.442948394915516,2.153689531761831,,,,,,,,,,,,,,,,
2005-02-28,3.799,3.657666666666667,1.0,0.08769847331751106,3.8769128499604446,3.4384204833728886,1.7277515098145524,,,,,,,,,,,,,,,,
2005-03-01,3.8339999999999996,3.664366666666667,1.0,0.09307147193898282,3.897045346514125,3.4316879868192105,1.998951372495125,,,,,,,,,,,,,,,,
2005-03-02,3.8789999999999996,3.6733000000000007,1.0,0.10011564979229427,3.9235891244807366,3.4230108755192648,2.4182739445491346,,,,,,,,,,,,,,,,
2005-03-03,3.8689999999999998,3.6802333333333337,1.0,0.1060502029962958,3.9453588408240736,3.4151078258425938,1.9379066892647503,,,,,,,,,,,,,,,,
2005-03-04,3.803,3.6849666666666674,1.0,0.10823261471889556,3.9555482034639065,3.4143851298694283,1.266240028969947,,,,,,,,,,,,,,,,
2005-03-07,3.775,3.689700000000001,1.0,0.10895905958967647,3.962097648974192,3.41730235102581,1.0687794564229978,,,,,,,,,,,,,,,,
2005-03-08,3.822,3.6958333333333337,1.0,0.1110351545932889,3.9734212198165566,3.418245446850112,1.2992192831616174,,,,,,,,,,,,,,,,
