Date,ust10yyield,30MA,S/S_A,S_U,S_L,s,Leakage Ratio,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
2005-01-11,4.2357,4.226463333333333,1.0021854363656295,6.868002916666668,0.0,0.9590142709502788,,,,,,,,,,,,,,,,
2005-01-12,4.2337,4.2220900000000015,1.002749822954982,6.86089625,0.0,0.9599208689922428,,,,,,,,,,,,,,,,
2005-01-13,4.1635,4.213996666666667,0.9880169182225268,6.847744583333332,0.0,0.936519998763414,,,,,,,,,,,,,,,,
2005-01-14,4.208,4.212606666666667,0.998906456968053,6.845485833333334,0.0,0.9537633050637608,,,,,,,,,,,,,,,,
2005-01-17,4.2082,4.2121933333333335,0.999051958678693,6.844814166666668,0.0,0.9539957281926942,,,,,,,,,,,,,,,,
2005-01-18,4.1848,4.211,0.9937781999525052,6.842875,0.0,0.9456057883642328,,,,,,,,,,,,,,,,
2005-01-19,4.1711,4.21276,0.9901109961165601,6.845735,0.0,0.9398129081838812,,,,,,,,,,,,,,,,
2005-01-20,4.1614,4.212593333333333,0.9878475491739848,6.845464166666668,0.0,0.936254141568154,,,,,,,,,,,,,,,,
2005-01-21,4.1399,4.212293333333333,0.9828137958103582,6.844976666666668,0.0,0.9283847954481034,,,,,,,,,,,,,,,,
2005-01-24,4.1204,4.211406666666666,0.9783904348665768,6.843535833333332,0.0,0.9215204366134336,,,,,,,,,,,,,,,,
2005-01-25,4.1925,4.21376,0.9949546248481168,6.847359999999999,0.0,0.9474712539212584,,,,,,,,,,,,,,,,
2005-01-26,4.1964,4.217843333333333,0.9949160431911096,6.853995416666666,0.0,0.9474100194812044,,,,,,,,,,,,,,,,
2005-01-27,4.2179,4.218986666666667,0.9997424342022097,6.855853333333334,0.0,0.9550994246430292,,,,,,,,,,,,,,,,
2005-01-28,4.1397,4.217009999999998,0.9816671053661246,6.852641249999999,0.0,0.9266007834495048,,,,,,,,,,,,,,,,
2005-01-31,4.128,4.21516,0.9793222558574288,6.849635,0.0,0.922962563523848,,,,,,,,,,,,,,,,
2005-02-01,4.1377,4.214343333333334,0.9818136949765996,6.848307916666667,0.0,0.9268286690669888,,,,,,,,,,,,,,,,
2005-02-02,4.1396,4.21256,0.9826803653835198,6.8454099999999976,0.0,0.9281770417372408,,,,,,,,,,,,,,,,
2005-02-03,4.163,4.21052,0.9887139830709748,6.842095,0.0,0.9376149203613638,,,,,,,,,,,,,,,,
2005-02-04,4.0753,4.205883333333333,0.9689522216894588,6.834560416666667,0.0,0.9070294756814686,,,,,,,,,,,,,,,,
2005-02-07,4.0501,4.19767,0.9648447829391068,6.821213749999999,0.0,0.9007881100282382,,,,,,,,,,,,,,,,
2005-02-08,4.0153,4.188493333333334,0.9586502067569244,6.806301666666667,0.0,0.891448347020921,,,,,,,,,,,,,,,,
2005-02-09,3.9789999999999996,4.17706,0.9525838747827421,6.787722500000001,0.0,0.8823857119326683,,,,,,,,,,,,,,,,
2005-02-10,4.0888,4.171573333333333,0.980157766214506,6.778806666666666,0.0,0.9242574066694058,,,,,,,,,,,,,,,,
2005-02-11,4.0844,4.167113333333333,0.9801509278205376,6.771559166666666,0.0,0.9242468019705348,,,,,,,,,,,,,,,,
2005-02-14,4.069,4.1624,0.9775610224870268,6.7639,0.0,0.920238548854524,,,,,,,,,,,,,,,,
2005-02-15,4.096,4.1559800000000005,0.9855677842530524,6.7534674999999975,0.0,0.9326824750674206,,,,,,,,,,,,,,,,
2005-02-16,4.1521,4.151689999999999,1.0000987549648457,6.746496249999999,0.0,0.9556694654557598,,,,,,,,,,,,,,,,
2005-02-17,4.1794,4.148963333333332,1.0073359690653654,6.742065416666664,0.0,0.9673184243958954,,,,,,,,,,,,,,,,
2005-02-18,4.2655,4.148846666666667,1.0281170510037332,6.741875833333332,0.0,1.001542065927442,,,,,,,,,,,,,,,,
2005-02-21,4.2616,4.148599999999998,1.0272381044207688,6.741474999999998,0.0,1.00007058803081,,,,,,,,,,,,,,,,
2005-02-22,4.2853,4.150253333333332,1.0325393791222388,6.744161666666664,0.0,1.0089786866168593,,,,,,,,,,,,,,,,
2005-02-23,4.2617,4.151186666666665,1.026622106449883,6.7456783333333314,0.0,0.9990406113826948,,,,,,,,,,,,,,,,
2005-02-24,4.2833,4.155179999999999,1.0308338026270825,6.752167499999998,0.0,1.0061040209790106,,,,,,,,,,,,,,,,
2005-02-25,4.2638,4.1570399999999985,1.0256817350807308,6.755189999999998,0.0,0.9974703106753966,,,,,,,,,,,,,,,,
2005-02-28,4.3766,4.162653333333332,1.0513967053065516,6.764311666666665,0.0,1.041325061608158,,,,,,,,,,,,,,,,
2005-03-01,4.3647,4.168649999999999,1.0470296139037822,6.7740562499999974,0.0,1.0337404625316753,,,,,,,,,,,,,,,,
2005-03-02,4.3767,4.1755033333333325,1.04818500923242,6.7851929166666665,0.0,1.0357415195892463,,,,,,,,,,,,,,,,
2005-03-03,4.3768,4.182683333333332,1.0464096014918656,6.796860416666665,0.0,1.0326682967111422,,,,,,,,,,,,,,,,
2005-03-04,4.3076,4.188273333333332,1.028490658839522,6.805944166666665,0.0,1.002168193397975,,,,,,,,,,,,,,,,
2005-03-07,4.3076,4.194513333333331,1.026960616805764,6.816084166666664,0.0,0.9996064847974202,,,,,,,,,,,,,,,,
2005-03-08,4.3911,4.201133333333332,1.0452179570592066,6.826841666666665,0.0,1.0306108498825046,,,,,,,,,,,,,,,,
2005-03-09,4.5196,4.211906666666667,1.0730532173869,6.844348333333333,0.0,1.079811461443924,,,,,,,,,,,,,,,,
2005-03-10,4.4633,4.220086666666665,1.0576323077093208,6.857640833333331,0.0,1.052255513927957,,,,,,,,,,,,,,,,
2005-03-11,4.5423,4.233506666666665,1.0729403205538044,6.8794483333333325,0.0,1.0796069393919814,,,,,,,,,,,,,,,,
2005-03-14,4.508,4.246173333333332,1.0616617943057751,6.900031666666665,0.0,1.0593829263908865,,,,,,,,,,,,,,,,
2005-03-15,4.5445,4.259733333333332,1.0668508200826343,6.922066666666665,0.0,1.0686368205913472,,,,,,,,,,,,,,,,
2005-03-16,4.5062,4.271953333333332,1.0548336202174495,6.941924166666665,0.0,1.0473348821727595,,,,,,,,,,,,,,,,
2005-03-17,4.4639999999999995,4.281986666666667,1.0425067492036408,6.958228333333333,0.0,1.0259454960068002,,,,,,,,,,,,,,,,
2005-03-18,4.5066,4.296363333333332,1.0489336330183126,6.9815904166666645,0.0,1.037040220250995,,,,,,,,,,,,,,,,
2005-03-21,4.5229,4.312123333333332,1.0488800181194573,7.007200416666665,0.0,1.0369471538838275,,,,,,,,,,,,,,,,
2005-03-22,4.6411,4.332983333333332,1.0711095896207004,7.041097916666665,0.0,1.0762962427843814,,,,,,,,,,,,,,,,
2005-03-23,4.5841,4.353153333333332,1.0530527295921888,7.073874166666665,0.0,1.0442162922350298,,,,,,,,,,,,,,,,
2005-03-24,4.5968,4.3700866666666665,1.051878452448693,7.101390833333332,0.0,1.0421652756730069,,,,,,,,,,,,,,,,
2005-03-25,4.5929,4.387036666666666,1.0469253733157768,7.128934583333333,0.0,1.0335601225152649,,,,,,,,,,,,,,,,
2005-03-28,4.64,4.40607,1.0530926653457615,7.15986375,0.0,1.0442861188605688,,,,,,,,,,,,,,,,
2005-03-29,4.5726,4.4219566666666665,1.0340671211160677,7.185679583333331,0.0,1.011560655915945,,,,,,,,,,,,,,,,
2005-03-30,4.5462,4.4350933333333336,1.0250517087953055,7.207026666666668,0.0,0.9964196245870244,,,,,,,,,,,,,,,,
2005-03-31,4.4815,4.445163333333333,1.0081744277863052,7.2233904166666685,0.0,0.9686768138837132,,,,,,,,,,,,,,,,
2005-04-01,4.4475,4.451230000000002,0.9991620293716568,7.23324875,0.0,0.9541715900288174,,,,,,,,,,,,,,,,
2005-04-04,4.4556,4.457696666666667,0.9995296524587808,7.243757083333334,0.0,0.9547591719898144,,,,,,,,,,,,,,,,
