Date,PX_Last,20MA,Bank's Rate,S/S_A,S_U,S_L,s,Leakage Ratio,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
2008-09-10,3.873,3.9387999999999983,3.25,0.9832944043871236,47.26559999999998,0.0,0.08549383852354968,0.000610680490294,0.071346230324489,0.01415875429985,0.043595071896783,0.099097388752195,5.039018886375041,0.087424321825861,0.000591324687889,0.08626532543759856,0.08858331821412345,147.8448703671127,0.003903360565402,0.000104412719038,0.0036987116360875203,0.0041080094947164815,37.383956680305744
2008-09-11,3.842,3.9331499999999986,3.25,0.9768251910046658,47.1978,0.0,0.0849067923645431,0.000611906152791,0.071248523261797,0.014180793064322,0.04345416885572588,0.09904287766786812,5.024297508511842,0.087407143094055,0.000592250787644,0.08624633155027278,0.08856795463783725,147.5846802023442,0.0039042156874449997,0.00010444685962899999,0.0036994998425721602,0.0041089315323178405,37.37992411936281
2008-09-12,3.888,3.9309,3.25,0.9890864687476154,47.17079999999999,0.0,0.08601972962967612,0.000609565975213,0.07160128935625999,0.01420826529942,0.043753089369396786,0.0994494893431232,5.039411064430446,0.08742657414456001,0.0005896552698869999,0.08627084981558149,0.08858229847353853,148.2672649755854,0.00390681193894,0.000104528973836,0.00370193515022144,0.00411168872765856,37.37539741922816
2008-09-15,3.673,3.919449999999999,3.25,0.9371212797713968,47.03339999999999,0.0,0.08131140544300698,0.000632251755938,0.070828482627714,0.014394555512102,0.042615153823994084,0.09904181143143392,4.920505017898273,0.08732228867934799,0.0006037457240240001,0.08613894706026096,0.08850563029843503,144.63421471105832,0.003954954956645,0.00010591286019,0.0037473657506726,0.0041625441626174,37.34159335846278
2008-09-16,3.625,3.906149999999998,3.25,0.9280237574081899,46.873799999999974,0.0,0.080489396634659,0.000636794641516,0.070359513573408,0.014370687248458,0.04219296656643032,0.09852606058038567,4.896043756081274,0.08727473614156199,0.0006079601743619999,0.08608313419981246,0.08846633808331153,143.55337704987915,0.003954898865304,0.000105900681339,0.003747333529879561,0.00416246420072844,37.34535807796898
2008-09-17,3.5839999999999996,3.8900499999999982,3.25,0.9213249187028448,46.68059999999997,0.0,0.07988455311907866,0.0006491991874919999,0.06902787802734403,0.014336268646295001,0.04092879148060583,0.09712696457408224,4.814912424592762,0.087252829790069,0.000619646019408,0.08603832359202931,0.08846733598810869,140.81076462560216,0.003954767909347,0.00010588297472499999,0.003747237278886,0.004162298539808,37.350366474066746
2008-09-18,3.637,3.872549999999998,3.25,0.9391744457786216,46.47059999999998,0.0,0.08149701324065685,0.000634508454706,0.070811939644397,0.014331267018438001,0.04272265628825852,0.09890122300053547,4.941080195721338,0.087268861890706,0.000604567401335,0.0860839097840894,0.08845381399732259,144.349268084897,0.0039603320798249995,0.00010602495635100002,0.00375252316537704,0.004168140994272961,37.35282914631181
2008-09-19,3.971,3.869149999999999,3.25,1.0263236111290597,46.42979999999999,0.0,0.08940730048059717,0.000612063906834,0.078210581885173,0.014849330757722,0.049105893600037885,0.10731527017030812,5.2669432152354965,0.08740713883131301,0.000565134330389,0.08629947554375057,0.08851480211887545,154.66612826581542,0.004091048153792001,0.00010977866288299996,0.003875881974541321,0.004306214333042679,37.26633251252039
2008-09-22,3.9930000000000003,3.8715499999999983,3.25,1.0313698647828395,46.45859999999998,0.0,0.08986725702502023,0.000618898496104,0.07719513017523799,0.014855894436677,0.04807757707935107,0.10631268327112492,5.196262702611416,0.087436099871208,0.000572205433044,0.08631457722244176,0.08855762251997422,152.80543459030457,0.004087709741749,0.00010969549364299996,0.00387270657420872,0.0043027129092892795,37.26415375863221
2008-09-23,3.872,3.870549999999999,3.25,1.0003746237614812,46.44659999999999,0.0,0.08704543427516168,0.000604875775866,0.07943239594513099,0.014918368159804,0.05019239435191515,0.10867239753834684,5.3244694791186,0.08735384244545401,0.0005572249824419999,0.0862616814798677,0.08844600341104032,156.76584000708445,0.004097348737012,0.00010998200669399999,0.0038817840038917603,0.00431291347013224,37.25471884156485
