Date,PX_Last,30MA,Bank's Rate,S/S_A,S_U,S_L,s,Leakage Ratio,kappa,kappa_SE,kappa_lb,kappa_ub,kappa_z,theta,theta_SE,theta_lb,theta_ub,theta_z,sigma,sigma_SE,sigma_lb,sigma_ub,sigma_z
2005-02-09,2.081,2.0621,1.0,1.009165413898453,5.1552500000000006,0.0,0.5169546438278189,,,,,,,,,,,,,,,,
2005-02-10,2.08,2.063066666666667,1.0,1.00820784592516,5.157666666666668,0.0,0.5163125467170446,,,,,,,,,,,,,,,,
2005-02-11,2.077,2.0639,1.0,1.006347206744513,5.15975,0.0,0.5150660729388451,,,,,,,,,,,,,,,,
2005-02-14,2.0780000000000003,2.0647333333333338,1.0,1.006425365664654,5.161833333333334,0.0,0.5151184016764814,,,,,,,,,,,,,,,,
2005-02-15,2.079,2.0656666666666665,1.0,1.0064547361626597,5.164166666666667,0.0,0.5151380664365228,,,,,,,,,,,,,,,,
2005-02-16,2.0780000000000003,2.0664,1.0,1.005613627564847,5.166,0.0,0.5145750625111191,,,,,,,,,,,,,,,,
2005-02-17,2.082,2.0673,1.0,1.0071107241329271,5.16825,0.0,0.5155773782460377,,,,,,,,,,,,,,,,
2005-02-18,2.074,2.0679333333333334,1.0,1.002933685805474,5.169833333333333,0.0,0.5127833293586582,,,,,,,,,,,,,,,,
2005-02-21,2.072,2.0685333333333333,1.0,1.0016759056336213,5.171333333333333,0.0,0.5119435188002869,,,,,,,,,,,,,,,,
2005-02-22,2.08,2.0691333333333333,1.0,1.0052517962431935,5.172833333333333,0.0,0.5143329647974177,,,,,,,,,,,,,,,,
2005-02-23,2.075,2.0695,1.0,1.0026576467745834,5.17375,0.0,0.5125989597135419,,,,,,,,,,,,,,,,
2005-02-24,2.077,2.0704,1.0,1.0031877897990724,5.176,0.0,0.5129530783929882,,,,,,,,,,,,,,,,
2005-02-25,2.079,2.071333333333333,1.0,1.0037013196009013,5.178333333333334,0.0,0.5132962195766178,,,,,,,,,,,,,,,,
2005-02-28,2.081,2.0722333333333336,1.0,1.0042305403188183,5.180583333333334,0.0,0.5136499686883756,,,,,,,,,,,,,,,,
2005-03-01,2.0780000000000003,2.073,1.0,1.0024119633381574,5.1825,0.0,0.5124348935049872,,,,,,,,,,,,,,,,
2005-03-02,2.085,2.0739333333333336,1.0,1.005336076376611,5.184833333333334,0.0,0.5143893505547832,,,,,,,,,,,,,,,,
2005-03-03,2.073,2.0743,1.0,0.9993732825531504,5.1857500000000005,0.0,0.5104078993937329,,,,,,,,,,,,,,,,
2005-03-04,2.076,2.0746666666666664,1.0,1.000642673521851,5.1866666666666665,0.0,0.5112541645910622,,,,,,,,,,,,,,,,
2005-03-07,2.0709999999999997,2.0750666666666664,1.0,0.9980402236072736,5.187666666666666,0.0,0.5095199589222773,,,,,,,,,,,,,,,,
2005-03-08,2.0709999999999997,2.075333333333333,1.0,0.997911982010922,5.1883333333333335,0.0,0.5094345797238042,,,,,,,,,,,,,,,,
2005-03-09,2.075,2.0756666666666663,1.0,0.9996788180504258,5.189166666666666,0.0,0.5106115253869682,,,,,,,,,,,,,,,,
2005-03-10,2.076,2.076033333333333,1.0,0.9999839437388612,5.190083333333333,0.0,0.5108149196491873,,,,,,,,,,,,,,,,
2005-03-11,2.0780000000000003,2.0764,1.0,1.0007705644384512,5.191,0.0,0.5113394653856209,,,,,,,,,,,,,,,,
2005-03-14,2.089,2.0772,1.0,1.005680724051608,5.193,0.0,0.5146199625412097,,,,,,,,,,,,,,,,
2005-03-15,2.0780000000000003,2.0775,1.0,1.0002406738868834,5.1937500000000005,0.0,0.5109860858972721,,,,,,,,,,,,,,,,
2005-03-16,2.084,2.0779,1.0,1.0029356561913472,5.19475,0.0,0.512784645524249,,,,,,,,,,,,,,,,
2005-03-17,2.088,2.0782,1.0,1.0047156192859206,5.195499999999999,0.0,0.5139743219078354,,,,,,,,,,,,,,,,
2005-03-18,2.092,2.078733333333333,1.0,1.0063820916583817,5.196833333333334,0.0,0.515089428648692,,,,,,,,,,,,,,,,
2005-03-21,2.103,2.0797000000000003,1.0,1.0112035389719671,5.199250000000001,0.0,0.5183226825944609,,,,,,,,,,,,,,,,
2005-03-22,2.099,2.0803000000000003,1.0,1.0089890881122914,5.200750000000001,0.0,0.5168363776155112,,,,,,,,,,,,,,,,
2005-03-23,2.1069999999999998,2.081166666666667,1.0,1.0124129094258023,5.202916666666667,0.0,0.5191353268652166,,,,,,,,,,,,,,,,
2005-03-24,2.105,2.0820000000000003,1.0,1.0110470701248797,5.205000000000001,0.0,0.5182175905758315,,,,,,,,,,,,,,,,
2005-03-25,2.108,2.0830333333333337,1.0,1.011985725944536,5.207583333333334,0.0,0.5188482027300556,,,,,,,,,,,,,,,,
2005-03-28,2.106,2.083966666666667,1.0,1.0105727858730944,5.2099166666666665,0.0,0.5178991058741728,,,,,,,,,,,,,,,,
2005-03-29,2.102,2.0847333333333338,1.0,1.0082824342042145,5.211833333333335,0.0,0.5163625470764022,,,,,,,,,,,,,,,,
2005-03-30,2.096,2.0853333333333333,1.0,1.0051150895140666,5.213333333333333,0.0,0.5142415109473979,,,,,,,,,,,,,,,,
2005-03-31,2.0869999999999997,2.0855,1.0,1.0007192519779426,5.21375,0.0,0.511305240082139,,,,,,,,,,,,,,,,
2005-04-01,2.085,2.085866666666667,1.0,0.999584505241626,5.214666666666668,0.0,0.5105486656168572,,,,,,,,,,,,,,,,
2005-04-04,2.088,2.0864,1.0,1.0007668711656443,5.215999999999998,0.0,0.5113370019412872,,,,,,,,,,,,,,,,
2005-04-05,2.0909999999999997,2.0867666666666667,1.0,1.0020286567736372,5.216916666666666,0.0,0.5121789769845632,,,,,,,,,,,,,,,,
2005-04-06,2.088,2.0872,1.0,1.0003832886163282,5.217999999999999,0.0,0.511081182162475,,,,,,,,,,,,,,,,
2005-04-07,2.0780000000000003,2.0872333333333333,1.0,0.9955762812015908,5.2180833333333325,0.0,0.5078808180998925,,,,,,,,,,,,,,,,
2005-04-08,2.079,2.0872333333333333,1.0,0.9960553843205524,5.2180833333333325,0.0,0.5081993317057704,,,,,,,,,,,,,,,,
2005-04-11,2.076,2.087066666666666,1.0,0.9946975020762796,5.2176666666666645,0.0,0.5072968585720117,,,,,,,,,,,,,,,,
2005-04-12,2.076,2.0869999999999997,1.0,0.9947292764734074,5.217499999999999,0.0,0.5073179671083544,,,,,,,,,,,,,,,,
2005-04-13,2.0709999999999997,2.086533333333332,1.0,0.9925554348520677,5.21633333333333,0.0,0.5058748556356065,,,,,,,,,,,,,,,,
2005-04-14,2.075,2.086599999999999,1.0,0.994440716955814,5.216499999999997,0.0,0.5071262860650227,,,,,,,,,,,,,,,,
2005-04-15,2.075,2.0865666666666653,1.0,0.9944566033515992,5.216416666666664,0.0,0.5071368379441681,,,,,,,,,,,,,,,,
2005-04-18,2.08,2.086866666666665,1.0,0.9967095805513856,5.217166666666664,0.0,0.5086344132564381,,,,,,,,,,,,,,,,
2005-04-19,2.075,2.0869999999999997,1.0,0.9942501197891715,5.217499999999999,0.0,0.5069996984869536,,,,,,,,,,,,,,,,
2005-04-20,2.077,2.087066666666665,1.0,0.9951766434549292,5.217666666666664,0.0,0.5076152116282371,,,,,,,,,,,,,,,,
2005-04-21,2.077,2.0870999999999977,1.0,0.9951607493651484,5.217749999999997,0.0,0.5076046495873336,,,,,,,,,,,,,,,,
2005-04-22,2.076,2.0870333333333315,1.0,0.9947133890210992,5.21758333333333,0.0,0.5073074126159179,,,,,,,,,,,,,,,,
2005-04-25,2.075,2.0865666666666653,1.0,0.9944566033515992,5.216416666666664,0.0,0.5071368379441681,,,,,,,,,,,,,,,,
2005-04-26,2.079,2.0865999999999985,1.0,0.996357711108982,5.216499999999996,0.0,0.5084003744679852,,,,,,,,,,,,,,,,
2005-04-27,2.072,2.0861999999999985,1.0,0.9931933659284832,5.215499999999996,0.0,0.5062981322929104,,,,,,,,,,,,,,,,
2005-04-28,2.0709999999999997,2.0856333333333317,1.0,0.992983745944478,5.214083333333329,0.0,0.5061590265842313,,,,,,,,,,,,,,,,
2005-04-29,2.07,2.0848999999999984,1.0,0.9928533742625552,5.212249999999996,0.0,0.5060725205212193,,,,,,,,,,,,,,,,
2005-05-02,2.065,2.0836333333333314,1.0,0.9910572877505646,5.2090833333333295,0.0,0.5048815168585092,,,,,,,,,,,,,,,,
2005-05-03,2.063,2.0824333333333316,1.0,0.99066796856242,5.2060833333333285,0.0,0.5046235422051958,,,,,,,,,,,,,,,,
2005-05-04,2.065,2.081033333333332,1.0,0.992295494225626,5.202583333333329,0.0,0.5057024325673131,,,,,,,,,,,,,,,,
2005-05-05,2.073,2.0799666666666647,1.0,0.9966505873491572,5.1999166666666605,0.0,0.5085951713082633,,,,,,,,,,,,,,,,
2005-05-06,2.07,2.0786999999999978,1.0,0.9958146918747302,5.196749999999995,0.0,0.5080393037465849,,,,,,,,,,,,,,,,
2005-05-09,2.0669999999999997,2.0773999999999977,1.0,0.9949937421777232,5.193499999999995,0.0,0.5074936756605141,,,,,,,,,,,,,,,,
2005-05-10,2.064,2.0761333333333316,1.0,0.9941558024532794,5.190333333333329,0.0,0.5069370623324869,,,,,,,,,,,,,,,,
2005-05-11,2.062,2.074999999999998,1.0,0.993734939759037,5.187499999999996,0.0,0.5066576151670873,,,,,,,,,,,,,,,,
2005-05-12,2.066,2.0742999999999983,1.0,0.9959986501470384,5.185749999999995,0.0,0.5081616088382916,,,,,,,,,,,,,,,,
2005-05-13,2.065,2.073633333333331,1.0,0.9958366152807482,5.184083333333328,0.0,0.5080538787897444,,,,,,,,,,,,,,,,
2005-05-16,2.069,2.0729999999999977,1.0,0.9980704293294752,5.182499999999994,0.0,0.5095400699974287,,,,,,,,,,,,,,,,
2005-05-17,2.07,2.0722999999999976,1.0,0.9988901220865716,5.180749999999994,0.0,0.5100859787618571,,,,,,,,,,,,,,,,
2005-05-18,2.059,2.071333333333332,1.0,0.9940457032507252,5.178333333333328,0.0,0.5068639504009869,,,,,,,,,,,,,,,,
2005-05-19,2.0540000000000003,2.070533333333331,1.0,0.9920149397900716,5.176333333333327,0.0,0.5055163693600595,,,,,,,,,,,,,,,,
2005-05-20,2.051,2.0695999999999977,1.0,0.9910127560881342,5.173999999999994,0.0,0.5048520054628965,,,,,,,,,,,,,,,,
2005-05-23,2.056,2.068933333333331,1.0,0.9937487916478712,5.172333333333327,0.0,0.5066668113921691,,,,,,,,,,,,,,,,
2005-05-24,2.052,2.068133333333331,1.0,0.9921990845206641,5.170333333333328,0.0,0.5056384899165615,,,,,,,,,,,,,,,,
2005-05-25,2.046,2.0672999999999977,1.0,0.9896967058482088,5.168249999999994,0.0,0.5039802441622333,,,,,,,,,,,,,,,,
2005-05-26,2.051,2.066499999999998,1.0,0.9924993951125102,5.1662499999999945,0.0,0.5058376810029659,,,,,,,,,,,,,,,,
2005-05-27,2.051,2.065699999999998,1.0,0.9928837682141658,5.164249999999996,0.0,0.506092687277105,,,,,,,,,,,,,,,,
2005-05-30,2.049,2.064666666666665,1.0,0.9924120116241532,5.161666666666662,0.0,0.5057797168764214,,,,,,,,,,,,,,,,
2005-05-31,2.049,2.063799999999998,1.0,0.9928287624769851,5.159499999999994,0.0,0.5060561906006952,,,,,,,,,,,,,,,,
2005-06-01,2.042,2.0626333333333315,1.0,0.9899966062799987,5.156583333333328,0.0,0.5041788335531583,,,,,,,,,,,,,,,,
2005-06-02,2.049,2.061699999999998,1.0,0.9938400349226376,5.154249999999995,0.0,0.506727389626375,,,,,,,,,,,,,,,,
2005-06-03,2.051,2.0608666666666653,1.0,0.9952123702002404,5.152166666666664,0.0,0.5076389533978375,,,,,,,,,,,,,,,,
